,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
63,Saturno,"Pablo Alborán",1170831,https://open.spotify.com/track/2f0Ft2XdvNSMSY5TUlZgEz
64,"Ram Pam Pam","Natti Natasha",1170168,https://open.spotify.com/track/4DHDIdeayp8xvlyg22wREO
65,Loco,"Justin Quiles",1166406,https://open.spotify.com/track/6b2HYgqcK9mvktt4GxAu72
66,PSL,Sech,1150178,https://open.spotify.com/track/6o4Gciys1ZIOQ2kDGnvKdm
67,"El Bélico","El Fantasma",1136543,https://open.spotify.com/track/50pkO56KXHoH53sVPRSbZ3
68,Amnesia,"La Santa Grifa",1133081,https://open.spotify.com/track/3T0DeQvOtdqd7Yo3t2Ig3N
69,512,Mora,1132792,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2
70,"Grandes Ligas","Lupillo Rivera",1131015,https://open.spotify.com/track/06IceO7e9isF3nX3y7dOTe
71,Fulanito,"Becky G",1129908,https://open.spotify.com/track/59L8x0xy8njj75vzVCPMqg
72,"Cabrón y Vago - En Vivo","El Fantasma",1124532,https://open.spotify.com/track/4nbWX2HzrOEnX4xxvYRCyU
73,"Te Ire A Buscar","Santa Fe Klan",1113612,https://open.spotify.com/track/3elpkpwYlmUbuvmVps08lJ
74,Bandido,"Myke Towers",1103857,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
75,"Tan Bonita","Piso 21",1098875,https://open.spotify.com/track/6mm3K0yWp6uzfOMuipM9Zh
76,Ella,"Junior H",1086287,https://open.spotify.com/track/0tKl8ZVM6xJkhznvJAS3Nq
77,"La Botella","Justin Quiles",1083642,https://open.spotify.com/track/6GPBXtnSepHovJi1uD1Ggj
78,"Ma Vie (feat. Yay)","Kidd Keo",1072269,https://open.spotify.com/track/6UU24wuWgGwuSBAxDH866Z
79,"Que Esta Pasando","Fuerza Regida",1048989,https://open.spotify.com/track/26xQbFpVg8JCT5NKQFJXg8
80,"A Tu Merced","Bad Bunny",1043018,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
81,"Me Rehúso","Danny Ocean",1037721,https://open.spotify.com/track/6ifUES3keWjwXgae8pXI3o
82,Brillas,"León Larregui",989480,https://open.spotify.com/track/6VuUMo1TusnqBxLTnr3hOI
83,"Ahora Te Puedes Marchar","Luis Miguel",986384,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E
84,"De Los Besos Que Te Di","Christian Nodal",976608,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97
85,Butter,BTS,972579,https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN
86,"Todas Mueren por Mí","Cartel De Santa",964979,https://open.spotify.com/track/3p2KYoBgxUaaoJzXUToM8a
87,"MONTERO (Call Me By Your Name)","Lil Nas X",961085,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
88,Tú,"Carin Leon",957545,https://open.spotify.com/track/1nLs8r6K4YN0avBwUmmTnr
89,"KESI - Remix",Camilo,956003,https://open.spotify.com/track/0IqCoZ168iRc9LqfrYgpZy
90,"TE MUDASTE","Bad Bunny",955840,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
91,"Need To Know","Doja Cat",955188,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
92,"Leave The Door Open","Bruno Mars",950356,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
93,"Ramito De Violetas","Mi Banda El Mexicano",949720,https://open.spotify.com/track/6sRaqq9SYsSTPvrWkL1sRy
94,Socios,"Santa Fe Klan",946429,https://open.spotify.com/track/7d8TPVWQLeW5PKrAb76V3N
95,"I WANNA BE YOUR SLAVE",Måneskin,945324,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
96,"Bombos y Tarolas","Cartel De Santa",943640,https://open.spotify.com/track/5MyEACD2kRFeh231Z6FkdE
97,"No Me Conoce - Remix","Jhay Cortez",941947,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
98,"Life Goes On","Oliver Tree",913578,https://open.spotify.com/track/0eu4C55hL6x29mmeAjytzC
99,"Palabra de Hombre","El Fantasma",911025,https://open.spotify.com/track/4CLkDJ4xLqkV4Vt2vPOny1
100,Amapolas,"Leo Rizzi",908849,https://open.spotify.com/track/0z5yLgBmAtaylDYrgwzlpH
101,Reloj,"Rauw Alejandro",895854,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
102,"El Drip","Natanael Cano",895248,https://open.spotify.com/track/5NCBP3ivrIDcHEtzHSW3k0
103,Toketeo,"Ghetto Kids",882113,https://open.spotify.com/track/0pRgURvgp75RPKjTGQodau
104,"Hasta la Miel Amarga (feat. Grupo Firme)","Luis Angel ""El Flaco""",876954,https://open.spotify.com/track/3D3W7rDsuJIAtjInwh6Moc
105,"Si Estuviésemos Juntos","Bad Bunny",876686,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI
106,"Levitating (feat. DaBaby)","Dua Lipa",873858,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
107,Vete,"Bad Bunny",872096,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
108,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",866289,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
109,Callaita,"Bad Bunny",864186,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
110,"Pa' Olvidarme De Ella","Piso 21",860838,https://open.spotify.com/track/3lR4O0vtkhCAvVEUEWUL0S
111,"drivers license","Olivia Rodrigo",858881,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
112,traitor,"Olivia Rodrigo",857474,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
113,"Don't Start Now","Dua Lipa",854049,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
114,"Dueles Tan Bien",Bruses,853935,https://open.spotify.com/track/75ncCwXqalTnnl6t1ruQRq
115,"El Güero (Feat. Marca MP)","Grupo Firme",852465,https://open.spotify.com/track/2MeEuwplwbbjZ7hxRI6viw
116,"Si Te Pudiera Mentir","Calibre 50",850853,https://open.spotify.com/track/3p6eieHX6oEOzJStPtEsLu
117,"Música Romántica","Pancho Barraza",845838,https://open.spotify.com/track/0gOwkN1piWLMINfj97SogV
118,"deja vu","Olivia Rodrigo",838550,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
119,Todavia,"La Factoria",838297,https://open.spotify.com/track/3D5uEBD0cAEGZGUo5j9045
120,"La Santa","Bad Bunny",837141,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
121,"Por Mi México","Lefty Sm",830147,https://open.spotify.com/track/2sUknbm8xdLQgH7wb8xcTX
122,"2 Veces","Los Plebes del Rancho de Ariel Camacho",829282,https://open.spotify.com/track/4cV6ld7uIs906zOwNscoBM
123,"Happier Than Ever","Billie Eilish",828068,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
124,"Hasta Que Me Olvides","Luis Miguel",827846,https://open.spotify.com/track/6vPAmoERUMRoTZaCCSWQ12
125,"Si Veo a Tu Mamá","Bad Bunny",827610,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
126,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",817533,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
127,"Cerrando Ciclos","Banda MS de Sergio Lizárraga",816523,https://open.spotify.com/track/3fBJNawfhtgCmo58trRK2z
128,"Me La Avente","Carin Leon",810419,https://open.spotify.com/track/2QwMXe5zbqymDZGYsMDVqZ
129,Tranquilito,"Gerardo Ortiz",809631,https://open.spotify.com/track/2LJRoFOtMGLnSxJqlJuhge
130,"Amor Tumbado","Natanael Cano",807816,https://open.spotify.com/track/5aJ1M43pinROpwaPnO8KRj
131,"Dime Cómo Quieres","Christian Nodal",804907,https://open.spotify.com/track/4jcxBTrNvyqMJdMDyyjdYV
132,"El Color de Tus Ojos","Banda MS de Sergio Lizárraga",804096,https://open.spotify.com/track/1l77YWrGUp3qX3NS1rz7lq
133,"Mente Positiva","Junior H",800610,https://open.spotify.com/track/3WQilym5Vi4ypxb70vx0eY
134,Kaprichosa,"Danna Paola",797043,https://open.spotify.com/track/11iYGnLvPxB2O9k0xGmPvq
135,"Sexo Virtual","Rauw Alejandro",790652,https://open.spotify.com/track/0giiXonRhODYy4J1iy4Lb3
136,"Una Locura",Ozuna,789891,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
137,"Se Me Olvidó","Christian Nodal",786738,https://open.spotify.com/track/7paFC3FEu1WtPVP4Do6VZN
138,"Jugaste y Sufrí","Eslabon Armado",785593,https://open.spotify.com/track/3NqBxTOMCJ3zW9CIP51td4
139,"Me Dediqué a Perderte","Alejandro Fernández",784645,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr
140,"El Envidioso","Los Dos Carnales",784268,https://open.spotify.com/track/53PoPAD389bBE4ePYuT95g
141,"Vámonos a Marte","Kevin Kaarl",781896,https://open.spotify.com/track/2TzkIzgzIHhewMxyh1u4hh
142,"Algo Mágico","Rauw Alejandro",775774,https://open.spotify.com/track/7D93pJcwymzaZx8WgBo2zG
143,"Tan Solo Morro","Aldo Trujillo",775224,https://open.spotify.com/track/5eBzDfTG7m8NUWf14YYQcU
144,Casualidad,"Sofía Reyes",767810,https://open.spotify.com/track/5FcT2TuosRkokjn3xyncER
145,"Save Your Tears","The Weeknd",753289,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
146,"Disfruto Lo Malo","Junior H",752731,https://open.spotify.com/track/46DU5gYWY2vjE79mbhX4Wv
147,"Devuélveme a mi chica","Hombres G",751365,https://open.spotify.com/track/1Wrzhfa5bNlqvsnCztz190
148,"La Incondicional","Luis Miguel",744544,https://open.spotify.com/track/6F9yAYUaNbUhdlQyt5uZ3b
149,"Permission to Dance",BTS,734839,https://open.spotify.com/track/5eXBXreN3d1zdj6Sa8dS0u
150,"ALMAS GEMELAS","Myke Towers",733499,https://open.spotify.com/track/2KcNrONbZ0hvBPjvrDO2tx
151,"A Mí","Rels B",730947,https://open.spotify.com/track/7MmrcXVA7A5zZ2CbDuGHNa
152,"Amor Fugaz","Los Del Limit",729229,https://open.spotify.com/track/4O2bxKTnK9En7OPw8kGDDF
153,Tú,"Los Elegantes de Jerez",723976,https://open.spotify.com/track/5GkeaIeCEfB0LOqk7sIVHQ
154,"No Te Contaron Mal","Christian Nodal",722350,https://open.spotify.com/track/7hbk4BaF66O09R1gq0bKwj
155,"La Mitad",Camilo,720278,https://open.spotify.com/track/63Zaf8Rci6eOUPqDQ4fUFx
156,"Lamento Boliviano","Los Enanitos Verdes",719731,https://open.spotify.com/track/6Pur3hWy6Nzc27ilmsp5HA
157,"Cada Vez Te Extraño Más","Grupo Firme",717890,https://open.spotify.com/track/70w1mwTod6NgCNV6e7ZlIQ
158,"Belleza De Cantina","Cardenales De Nuevo León",715257,https://open.spotify.com/track/4ZplewvZRLFcfBa5uyBbhd
159,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",714969,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
160,"Con Tus Besos","Eslabon Armado",712224,https://open.spotify.com/track/6WYB1odDfMPVMyp1QxFInT
161,Dueles,"Jesse & Joy",710332,https://open.spotify.com/track/1iRvhKiXRElIH2Uf4gd95P
162,"Simplemente Gracias","Calibre 50",709734,https://open.spotify.com/track/3K6noLeoPTQJ5jUErC8jT5
163,"Cold Heart - PNAU Remix","Elton John",709561,https://open.spotify.com/track/6zSpb8dQRaw0M1dK8PBwQz
164,"Watermelon Sugar","Harry Styles",706839,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
165,"¿Quién Te Crees?","MC Davo",702820,https://open.spotify.com/track/2LXOSAYiSrTfIf8smheLaz
166,Leve,"Cartel De Santa",701812,https://open.spotify.com/track/00jpfco62YfQj1BBYCCuKH
167,"Adiós Amor","Christian Nodal",699906,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y
168,"En Esta Vida No Se Pudo","El Mimoso Luis Antonio López",699108,https://open.spotify.com/track/4VepTqzlmZvNAAjUhdBhOP
169,Tusa,"KAROL G",698862,https://open.spotify.com/track/0dKg2vGC1hFqcK5LGTaKzX
170,Idiota,Morat,694704,https://open.spotify.com/track/0cS0bJ0oBylj3TFtz6x9pC
171,"Si Te Vienen a Contar","Cartel De Santa",694475,https://open.spotify.com/track/1qNUhmx3rGjiMRThz7Eruv
172,Safaera,"Bad Bunny",694152,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
173,"Chica Ideal","Sebastian Yatra",692887,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
174,"Hablando Claro (En Vivo)","Grupo Firme",692538,https://open.spotify.com/track/5hRFjooNvZWb9gdnXjrv2j
175,"El Amor De Tu Vida","Carin Leon",691725,https://open.spotify.com/track/5HpXH64cSBNu26yhw3vK37
176,"CÓMO SE SIENTE - Remix","Jhay Cortez",689221,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC
177,Locos,"León Larregui",684501,https://open.spotify.com/track/3GSMdtJphymHEsR8K9jT5Q
178,"Relación - Remix",Sech,682186,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
179,"Vida de Rico",Camilo,679094,https://open.spotify.com/track/4nTduFjaTmGysc9WKNuCcs
180,"El Amor No Fue Pa´ Mí - En Vivo","Grupo Firme",677579,https://open.spotify.com/track/3dkEwOKhFselY2m22Nj2vi
181,"El Amor Soñado","Los Tucanes De Tijuana",677118,https://open.spotify.com/track/587p8shYuTXUhThG3t9x60
182,Éxtasis,"Millonario & W. Corona",675004,https://open.spotify.com/track/4xbMF8jx0msGGgrtJaAuXE
183,"Amor A Primera Vista","Los Ángeles Azules",673375,https://open.spotify.com/track/5Myb8S90Wg0yLec5kmrIGJ
184,"Summer of Love (Shawn Mendes & Tainy)","Shawn Mendes",671252,https://open.spotify.com/track/0z8hI3OPS8ADPWtoCjjLl6
185,"Así Soy","Santa Fe Klan",667018,https://open.spotify.com/track/5Wvw29RKTFSK0IuCd2qs4m
186,"HACIENDO QUE ME AMAS","Bad Bunny",659832,https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4
187,Azul,"J Balvin",656622,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
188,"jealousy, jealousy","Olivia Rodrigo",652380,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
189,"Desde Morro","Justin Morales",649469,https://open.spotify.com/track/5u6lAvdS8mmHHTHQlC3TtN
190,Diamantes,"Natanael Cano",649299,https://open.spotify.com/track/0JDrG1g5HXbfgGtRKT0ofH
191,"Ojitos de Miel","T3R Elemento",646617,https://open.spotify.com/track/3V1jBnDI3zCn25ONFiqwN8
192,Prometiste,"Pepe Aguilar",645590,https://open.spotify.com/track/2UypFzxfaYgMUnQX2k4qtj
193,"Se Te Nota (with Guaynaa)","Lele Pons",641590,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
194,"Dance Monkey","Tones And I",637458,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
195,"Tal Vez","Paulo Londra",636648,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
196,"Amargo Adiós",Inspector,634005,https://open.spotify.com/track/0zCOT028cU3DeCqN1G18wE
197,"Una Vez","Bad Bunny",633661,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
198,"Every Breath You Take","The Police",631111,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
199,"De Museo","Bad Bunny",625938,https://open.spotify.com/track/267NGliXM8YLVZiKAD9Otm
200,"Lo Que Construimos","Natalia Lafourcade",623977,https://open.spotify.com/track/5wWxUdgn2OugIOvLJOdreH
