,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
51,Idiota,Morat,1264647,https://open.spotify.com/track/35nO174gX5eCh9mPWvUe3s
52,"Hasta Que Me Olvides","Luis Miguel",1258180,https://open.spotify.com/track/6vPAmoERUMRoTZaCCSWQ12
53,"Fuentes de Ortiz","Ed Maverick",1257218,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL
54,"Que Esta Pasando","Fuerza Regida",1239088,https://open.spotify.com/track/26xQbFpVg8JCT5NKQFJXg8
55,"La Casita","Banda MS de Sergio Lizárraga",1234188,https://open.spotify.com/track/0vtYnEw1eJwW26BrBnOAYJ
56,"Ahora Te Puedes Marchar","Luis Miguel",1224260,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E
57,"Ella No Es Tuya - Remix","Rochy RD",1223292,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
58,"Hecha Pa' Mi",Boza,1200320,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
59,"Ma Vie (feat. Yay)","Kidd Keo",1192077,https://open.spotify.com/track/6UU24wuWgGwuSBAxDH866Z
60,"Mi Niña",Wisin,1188857,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
61,"Me Rehúso","Danny Ocean",1188523,https://open.spotify.com/track/6ifUES3keWjwXgae8pXI3o
62,"Hasta Abajo","Kevin Roldan",1181878,https://open.spotify.com/track/4PEfJZpVjdclfzZ9XO8uDw
63,"La Curiosidad","Jay Wheeler",1175517,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
64,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",1160531,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
65,"La Nota","Manuel Turizo",1142850,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
66,"Build a Bitch","Bella Poarch",1141972,https://open.spotify.com/track/7BoobGhD4x5K96Me0hqC8Q
67,"Save Your Tears","The Weeknd",1131878,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
68,"Parce (feat. Justin Quiles)",Maluma,1122628,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ
69,"Una Locura",Ozuna,1078988,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
70,Perfecta,Reik,1075864,https://open.spotify.com/track/6VOb0Kkrd45Bp5RHYSla2J
71,"Dime Cómo Quieres","Christian Nodal",1068152,https://open.spotify.com/track/4jcxBTrNvyqMJdMDyyjdYV
72,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",Bizarrap,1050922,https://open.spotify.com/track/3ke6it1vTmHtz2ApcIVUz5
73,"Machu Picchu",Camilo,1049454,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
74,"Gracias - En Vivo","Grupo Firme",1044248,https://open.spotify.com/track/2XlGKZNMkRKvEJsbwQ6MCl
75,"Don't Start Now","Dua Lipa",1033045,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
76,"No Me Conoce - Remix","Jhay Cortez",1029349,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
77,"De Los Besos Que Te Di","Christian Nodal",1026036,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97
78,"The Business",Tiësto,1012248,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
79,LOCATION,"KAROL G",992637,https://open.spotify.com/track/478g4LSkyMB1PMkVOVmIaE
80,Dynamite,BTS,992340,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
81,"Con Tus Besos","Eslabon Armado",987188,https://open.spotify.com/track/6WYB1odDfMPVMyp1QxFInT
82,"La Incondicional","Luis Miguel",983677,https://open.spotify.com/track/6F9yAYUaNbUhdlQyt5uZ3b
83,"Chica Ideal","Sebastian Yatra",973596,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
84,"Astronaut In The Ocean","Masked Wolf",960098,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl
85,"Si Estuviésemos Juntos","Bad Bunny",959541,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI
86,"EL POETA",Humbe,957229,https://open.spotify.com/track/2fIPEgY8CJ4hh5UDZa2lB9
87,Vete,"Bad Bunny",951274,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
88,"Ramito De Violetas","Mi Banda El Mexicano",950815,https://open.spotify.com/track/6sRaqq9SYsSTPvrWkL1sRy
89,"El Güero (Feat. Marca MP)","Grupo Firme",949431,https://open.spotify.com/track/2MeEuwplwbbjZ7hxRI6viw
90,"Relación - Remix",Sech,945632,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
91,Callaita,"Bad Bunny",945524,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
92,"A Tu Merced","Bad Bunny",941370,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
93,BEBÉ,Camilo,938002,https://open.spotify.com/track/3Zf4GutWZ7Hv3wsVQsSQPs
94,Tú,"Carin Leon",937921,https://open.spotify.com/track/1nLs8r6K4YN0avBwUmmTnr
95,"Si Veo a Tu Mamá","Bad Bunny",937270,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
96,"La Mitad",Camilo,928501,https://open.spotify.com/track/63Zaf8Rci6eOUPqDQ4fUFx
97,"Mente Positiva","Junior H",914794,https://open.spotify.com/track/3WQilym5Vi4ypxb70vx0eY
98,"Me La Avente","Carin Leon",908730,https://open.spotify.com/track/2QwMXe5zbqymDZGYsMDVqZ
99,PROBLEMA,"Daddy Yankee",902432,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
100,"La Santa","Bad Bunny",902041,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
101,Brillas,"León Larregui",900804,https://open.spotify.com/track/6VuUMo1TusnqBxLTnr3hOI
102,"Si Te Pudiera Mentir","Calibre 50",899596,https://open.spotify.com/track/3p6eieHX6oEOzJStPtEsLu
103,"Palabra de Hombre","El Fantasma",896440,https://open.spotify.com/track/4CLkDJ4xLqkV4Vt2vPOny1
104,"No Te Contaron Mal","Christian Nodal",891155,https://open.spotify.com/track/7hbk4BaF66O09R1gq0bKwj
105,"Tattoo - Remix with Camilo","Rauw Alejandro",889826,https://open.spotify.com/track/4G3PTss3mU33Tau7t4KbwE
106,"Se Me Olvidó","Christian Nodal",884010,https://open.spotify.com/track/7paFC3FEu1WtPVP4Do6VZN
107,"Vida de Rico",Camilo,878125,https://open.spotify.com/track/4nTduFjaTmGysc9WKNuCcs
108,"Amor Tumbado","Natanael Cano",873462,https://open.spotify.com/track/5aJ1M43pinROpwaPnO8KRj
109,"Me Dediqué a Perderte","Alejandro Fernández",873205,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr
110,Aloha,Maluma,872923,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
111,"Watermelon Sugar","Harry Styles",872585,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
112,"Mi Cuarto","Jerry Di",871098,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ
113,"CÓMO SE SIENTE - Remix","Jhay Cortez",867173,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC
114,"Se Te Nota (with Guaynaa)","Lele Pons",849115,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
115,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,841670,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
116,Azul,"J Balvin",834579,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
117,Safaera,"Bad Bunny",826788,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
118,"Culpable O No - Miénteme Como Siempre","Luis Miguel",824146,https://open.spotify.com/track/7BwxbmYFy0l3ROHDjV2c14
119,Tusa,"KAROL G",823406,https://open.spotify.com/track/0dKg2vGC1hFqcK5LGTaKzX
120,"Desde Morro","Justin Morales",821211,https://open.spotify.com/track/2zVwQPvU5931c7zS0u7wWW
121,"HACIENDO QUE ME AMAS","Bad Bunny",819577,https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4
122,happier,"Olivia Rodrigo",815913,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
123,"Vámonos a Marte","Kevin Kaarl",814521,https://open.spotify.com/track/2TzkIzgzIHhewMxyh1u4hh
124,"El Envidioso","Los Dos Carnales",808484,https://open.spotify.com/track/53PoPAD389bBE4ePYuT95g
125,"La Forma en Que Me Miras","Super Yei",807574,https://open.spotify.com/track/57Ba26w9eoXx8BBUNgRNLV
126,traitor,"Olivia Rodrigo",805096,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
127,"No Te Enamores - Remix",Milly,804710,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
128,"La Tóxica",Farruko,798004,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv
129,"El Color de Tus Ojos","Banda MS de Sergio Lizárraga",789866,https://open.spotify.com/track/1l77YWrGUp3qX3NS1rz7lq
130,"Cerrando Ciclos","Banda MS de Sergio Lizárraga",779011,https://open.spotify.com/track/3fBJNawfhtgCmo58trRK2z
131,Todavia,"La Factoria",778169,https://open.spotify.com/track/3D5uEBD0cAEGZGUo5j9045
132,"Dance Monkey","Tones And I",775856,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
133,"Somos Los Que Somos - En Vivo","Los 2 de la S",774467,https://open.spotify.com/track/1Z04XN4pH2b8JfdiaIEkl5
134,"Hasta la Miel Amarga (feat. Grupo Firme)","Luis Angel ""El Flaco""",769517,https://open.spotify.com/track/3D3W7rDsuJIAtjInwh6Moc
135,"3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) - Remix",Wisin,769211,https://open.spotify.com/track/6dyUkkcyYuDiHOwIRXYOJm
136,"A La Antigüita","Calibre 50",768894,https://open.spotify.com/track/798ahLNEcoFER7Vywg1FMT
137,"Debo Entender","Santa Fe Klan",768273,https://open.spotify.com/track/55mzJ0LftLnef8sxAjrMkU
138,"Amor A Primera Vista","Los Ángeles Azules",761139,https://open.spotify.com/track/5Myb8S90Wg0yLec5kmrIGJ
139,"Disfruto Lo Malo","Junior H",759009,https://open.spotify.com/track/46DU5gYWY2vjE79mbhX4Wv
140,"BOOKER T","Bad Bunny",755283,https://open.spotify.com/track/26w9NTiE9NGjW1ZvIOd1So
141,"Mi Tío Snoop",Aleman,743897,https://open.spotify.com/track/48XgkAh1fkcZqA2EZWCDX6
142,"GIRL LIKE ME","Black Eyed Peas",741111,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
143,Colapso,"Kevin Kaarl",739145,https://open.spotify.com/track/7dT9D6117e5DbhnKxDLNW9
144,"L-Gante: RKT SESSIONS #1","Papu DJ",733923,https://open.spotify.com/track/4A9u8OrzFYbxdjiydkNdUi
145,"Devuélveme a mi chica","Hombres G",732305,https://open.spotify.com/track/1Wrzhfa5bNlqvsnCztz190
146,"La Jeepeta - Remix","Nio Garcia",731582,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
147,"Agua de Jamaica",Maluma,730220,https://open.spotify.com/track/41BzKiCrKpUQHS3TP0jmdr
148,"favorite crime","Olivia Rodrigo",728328,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
149,"A Mí","Rels B",725272,https://open.spotify.com/track/7MmrcXVA7A5zZ2CbDuGHNa
150,"Jueves 10","Junior H",724049,https://open.spotify.com/track/7KoyXL9zghiNpXkb5iVDyj
151,Poco,Reik,721490,https://open.spotify.com/track/6VZMIyzOupI4vA68RaUgXb
152,"Te Ire A Buscar","Santa Fe Klan",719814,https://open.spotify.com/track/3elpkpwYlmUbuvmVps08lJ
153,"¿Quién Te Crees?","MC Davo",718105,https://open.spotify.com/track/2LXOSAYiSrTfIf8smheLaz
154,"Fuerte No Soy",Intocable,711236,https://open.spotify.com/track/7A07Yu1dRND3RKDzbhKrDs
155,"Lamento Boliviano","Los Enanitos Verdes",708774,https://open.spotify.com/track/6Pur3hWy6Nzc27ilmsp5HA
156,"Ya Me Enteré","Chayín Rubio",698733,https://open.spotify.com/track/4ggabbjjuHrG06SsYnqvEs
157,"El Efecto","Rauw Alejandro",698349,https://open.spotify.com/track/4SJHHpKhcuXwDsCsPqshXj
158,Tú,"Los Elegantes de Jerez",698075,https://open.spotify.com/track/5GkeaIeCEfB0LOqk7sIVHQ
159,"Yo Perreo Sola","Bad Bunny",693486,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
160,"Ropa Cara",Camilo,691250,https://open.spotify.com/track/2zY1iTaEgs8ROkkWtWLe7l
161,Desvelado,"Bobby Pulido",690742,https://open.spotify.com/track/2JJSGhPpATm8lXeYjD95fw
162,"Nace Un Borracho","Christian Nodal",688210,https://open.spotify.com/track/6SnO4yCCYtz2rffMpEAlro
163,"Ay, DiOs Mío!","KAROL G",684556,https://open.spotify.com/track/1beTDCe7sT7fzm8WIKXicz
164,"La Difícil","Bad Bunny",682238,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
165,"Adiós Amor","Christian Nodal",681443,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y
166,"Amor en Coma","Manuel Turizo",680480,https://open.spotify.com/track/0kRU83ecI57Iw1kPTeUwK5
167,"Una Vez","Bad Bunny",677463,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
168,"En Tu Perra Vida","Grupo Firme",674721,https://open.spotify.com/track/0ldT3gl7aGNzrJyd4b1CA4
169,"Break My Heart","Dua Lipa",673923,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
170,Ignorantes,"Bad Bunny",671435,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
171,Probablemente,"Christian Nodal",668914,https://open.spotify.com/track/4prmUBle7TtAeeUgCnsc3Z
172,Prometiste,"Pepe Aguilar",664356,https://open.spotify.com/track/2UypFzxfaYgMUnQX2k4qtj
173,Desvielados,"Remik Gonzalez",661958,https://open.spotify.com/track/3N1D4VrIeFeZyraFaIOakm
174,"Tal Vez","Paulo Londra",659525,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
175,"Vida Ventajosa","Los Dos Carnales",654332,https://open.spotify.com/track/72kaj3MRKcGnv2dbukJQRA
176,"Cada Vez Te Extraño Más","Grupo Firme",648766,https://open.spotify.com/track/70w1mwTod6NgCNV6e7ZlIQ
177,Miénteme,TINI,647402,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
178,Nada,"Cali Y El Dandee",646574,https://open.spotify.com/track/4K8cyoCDovlc4FvtUr2Hfx
179,Believer,"Imagine Dragons",645282,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
180,Levitating,"Dua Lipa",644875,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
181,Dueles,"Jesse & Joy",644029,https://open.spotify.com/track/1iRvhKiXRElIH2Uf4gd95P
182,"En Peligro de Extinción","La Adictiva Banda San José de Mesillas",642903,https://open.spotify.com/track/1Utd9DbmWNHWjEuzItBmRX
183,"Voy a Amarte","Perdidos De Sinaloa",641549,https://open.spotify.com/track/5SP2ca8eU4WFK2LLdVQvmx
184,"TODO O NADA",Lunay,640228,https://open.spotify.com/track/59rjsHYxdxeUG6gd43Emzs
185,"No Me Pesa","Junior H",636796,https://open.spotify.com/track/4YU704KDCv4tyE6qQxliY3
186,Millones,Camilo,636174,https://open.spotify.com/track/3YAnNBdk0uHyakXXzMbNJq
187,"Por Mi México","Lefty Sm",635419,https://open.spotify.com/track/2sUknbm8xdLQgH7wb8xcTX
188,brutal,"Olivia Rodrigo",634507,https://open.spotify.com/track/6SRsiMl7w1USE4mFqrOhHC
189,Bonita,Jeeiph,633644,https://open.spotify.com/track/2Q7KYjCv7XaLc0KRGY9m50
190,"Hola - Remix",Dalex,632390,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
191,"Fan de Tus Fotos","Nicky Jam",628878,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
192,Suave,"Luis Miguel",627751,https://open.spotify.com/track/4p7XH4NhQ25iGYrrbg93gt
193,"El Amor De Tu Vida","Carin Leon",627683,https://open.spotify.com/track/5HpXH64cSBNu26yhw3vK37
194,"Persia - Remix",Jossef,627404,https://open.spotify.com/track/3SgybTfx3GWHAcjhK9iPmz
195,"Por Debajo De La Mesa","Luis Miguel",626183,https://open.spotify.com/track/4FqfHVML025cwjfhAOFbfa
196,"Simplemente Gracias","Calibre 50",625749,https://open.spotify.com/track/3K6noLeoPTQJ5jUErC8jT5
197,"Travesuras - Remix","Nio Garcia",624175,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
198,"Ojitos de Miel","T3R Elemento",622467,https://open.spotify.com/track/3V1jBnDI3zCn25ONFiqwN8
199,"Te Vi","Piso 21",621625,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
200,"Mala Fama","Danna Paola",620980,https://open.spotify.com/track/2D9itdl85AQVNpTfrxvUGj
