,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
51,"Más De La Una","Piso 21",1354059,https://open.spotify.com/track/00szcRmgqJGtqrfIUYkM1h
52,"LA CANCIÓN","J Balvin",1289502,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
53,"Ahora Te Puedes Marchar","Luis Miguel",1288943,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E
54,"Save Your Tears","The Weeknd",1285766,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
55,"Me Rehúso","Danny Ocean",1230734,https://open.spotify.com/track/6ifUES3keWjwXgae8pXI3o
56,Perfecta,Reik,1199632,https://open.spotify.com/track/6VOb0Kkrd45Bp5RHYSla2J
57,"La Casita","Banda MS de Sergio Lizárraga",1196192,https://open.spotify.com/track/0vtYnEw1eJwW26BrBnOAYJ
58,"Ma Vie (feat. Yay)","Kidd Keo",1189264,https://open.spotify.com/track/6UU24wuWgGwuSBAxDH866Z
59,"Fuentes de Ortiz","Ed Maverick",1170158,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL
60,"Mi Niña",Wisin,1165588,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
61,"Hasta Abajo","Kevin Roldan",1153051,https://open.spotify.com/track/4PEfJZpVjdclfzZ9XO8uDw
62,"Chica Ideal","Sebastian Yatra",1150736,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
63,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",Bizarrap,1150526,https://open.spotify.com/track/3ke6it1vTmHtz2ApcIVUz5
64,"Machu Picchu",Camilo,1147490,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
65,Dynamite,BTS,1115776,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
66,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",1105755,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
67,"La Curiosidad","Jay Wheeler",1095389,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
68,"Dime Cómo Quieres","Christian Nodal",1079598,https://open.spotify.com/track/4jcxBTrNvyqMJdMDyyjdYV
69,"Build a Bitch","Bella Poarch",1066291,https://open.spotify.com/track/7BoobGhD4x5K96Me0hqC8Q
70,"Qué Más Pues?","J Balvin",1065790,https://open.spotify.com/track/6hf0RpxTbOprT5nnwzkk8e
71,"De Los Besos Que Te Di","Christian Nodal",1063828,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97
72,"Don't Start Now","Dua Lipa",1063721,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
73,LOCATION,"KAROL G",1057483,https://open.spotify.com/track/478g4LSkyMB1PMkVOVmIaE
74,"Gracias - En Vivo","Grupo Firme",1056700,https://open.spotify.com/track/2XlGKZNMkRKvEJsbwQ6MCl
75,"The Business",Tiësto,1053437,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
76,"Parce (feat. Justin Quiles)",Maluma,1050310,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ
77,"La Incondicional","Luis Miguel",1036397,https://open.spotify.com/track/6F9yAYUaNbUhdlQyt5uZ3b
78,"EL POETA",Humbe,1013848,https://open.spotify.com/track/2fIPEgY8CJ4hh5UDZa2lB9
79,"No Me Conoce - Remix","Jhay Cortez",1010387,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
80,"Astronaut In The Ocean","Masked Wolf",1002125,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl
81,"100 MILLONES","Bad Bunny",999763,https://open.spotify.com/track/4Ixc50wY5pbUvNEogTQ2wL
82,"Una Locura",Ozuna,992767,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
83,"Con Tus Besos","Eslabon Armado",982579,https://open.spotify.com/track/6WYB1odDfMPVMyp1QxFInT
84,Aloha,Maluma,978059,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
85,"Relación - Remix",Sech,969404,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
86,"Se Me Olvidó","Christian Nodal",961005,https://open.spotify.com/track/7paFC3FEu1WtPVP4Do6VZN
87,"La Mitad",Camilo,960205,https://open.spotify.com/track/63Zaf8Rci6eOUPqDQ4fUFx
88,"Ramito De Violetas","Mi Banda El Mexicano",957893,https://open.spotify.com/track/6sRaqq9SYsSTPvrWkL1sRy
89,"No Te Contaron Mal","Christian Nodal",949632,https://open.spotify.com/track/7hbk4BaF66O09R1gq0bKwj
90,BEBÉ,Camilo,944616,https://open.spotify.com/track/3Zf4GutWZ7Hv3wsVQsSQPs
91,"El Güero (Feat. Marca MP)","Grupo Firme",944062,https://open.spotify.com/track/2MeEuwplwbbjZ7hxRI6viw
92,"Me Dediqué a Perderte","Alejandro Fernández",942669,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr
93,"Me La Avente","Carin Leon",929372,https://open.spotify.com/track/2QwMXe5zbqymDZGYsMDVqZ
94,"Palabra de Hombre","El Fantasma",924364,https://open.spotify.com/track/4CLkDJ4xLqkV4Vt2vPOny1
95,PROBLEMA,"Daddy Yankee",915105,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
96,"Vida de Rico",Camilo,908710,https://open.spotify.com/track/4nTduFjaTmGysc9WKNuCcs
97,Brillas,"León Larregui",908576,https://open.spotify.com/track/6VuUMo1TusnqBxLTnr3hOI
98,"Tattoo - Remix with Camilo","Rauw Alejandro",903210,https://open.spotify.com/track/4G3PTss3mU33Tau7t4KbwE
99,Tú,"Carin Leon",902725,https://open.spotify.com/track/1nLs8r6K4YN0avBwUmmTnr
100,"Si Te Pudiera Mentir","Calibre 50",899384,https://open.spotify.com/track/3p6eieHX6oEOzJStPtEsLu
101,"Si Estuviésemos Juntos","Bad Bunny",890367,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI
102,Callaita,"Bad Bunny",885441,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
103,"Watermelon Sugar","Harry Styles",883753,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
104,traitor,"Olivia Rodrigo",878940,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
105,"Culpable O No - Miénteme Como Siempre","Luis Miguel",876571,https://open.spotify.com/track/7BwxbmYFy0l3ROHDjV2c14
106,"El Envidioso","Los Dos Carnales",875233,https://open.spotify.com/track/53PoPAD389bBE4ePYuT95g
107,Azul,"J Balvin",867863,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
108,"La Santa","Bad Bunny",861759,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
109,"Se Te Nota (with Guaynaa)","Lele Pons",857498,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
110,"Mente Positiva","Junior H",856457,https://open.spotify.com/track/3WQilym5Vi4ypxb70vx0eY
111,"3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) - Remix",Wisin,852902,https://open.spotify.com/track/6dyUkkcyYuDiHOwIRXYOJm
112,Vete,"Bad Bunny",851546,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
113,"Amor Tumbado","Natanael Cano",850942,https://open.spotify.com/track/5aJ1M43pinROpwaPnO8KRj
114,"CÓMO SE SIENTE - Remix","Jhay Cortez",847005,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC
115,"Si Veo a Tu Mamá","Bad Bunny",842120,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
116,Tusa,"KAROL G",840936,https://open.spotify.com/track/0dKg2vGC1hFqcK5LGTaKzX
117,Safaera,"Bad Bunny",829486,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
118,"Mi Cuarto","Jerry Di",827308,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ
119,"La Tóxica",Farruko,823594,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv
120,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,819336,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
121,"Dance Monkey","Tones And I",815531,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
122,happier,"Olivia Rodrigo",808552,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
123,"Vámonos a Marte","Kevin Kaarl",801670,https://open.spotify.com/track/2TzkIzgzIHhewMxyh1u4hh
124,"Desde Morro","Justin Morales",801243,https://open.spotify.com/track/2zVwQPvU5931c7zS0u7wWW
125,"Hasta la Miel Amarga (feat. Grupo Firme)","Luis Angel ""El Flaco""",799758,https://open.spotify.com/track/3D3W7rDsuJIAtjInwh6Moc
126,"No Te Enamores - Remix",Milly,799568,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
127,Poco,Reik,795310,https://open.spotify.com/track/6VZMIyzOupI4vA68RaUgXb
128,Diamantes,"Natanael Cano",795277,https://open.spotify.com/track/0JDrG1g5HXbfgGtRKT0ofH
129,"Somos Los Que Somos - En Vivo","Los 2 de la S",794517,https://open.spotify.com/track/1Z04XN4pH2b8JfdiaIEkl5
130,"Agua de Jamaica",Maluma,792251,https://open.spotify.com/track/41BzKiCrKpUQHS3TP0jmdr
131,"L-Gante: RKT SESSIONS #1","Papu DJ",781859,https://open.spotify.com/track/4A9u8OrzFYbxdjiydkNdUi
132,"GIRL LIKE ME","Black Eyed Peas",781662,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
133,Todavia,"La Factoria",779949,https://open.spotify.com/track/3D5uEBD0cAEGZGUo5j9045
134,"El Color de Tus Ojos","Banda MS de Sergio Lizárraga",776311,https://open.spotify.com/track/1l77YWrGUp3qX3NS1rz7lq
135,"La Jeepeta - Remix","Nio Garcia",775339,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
136,"A Tu Merced","Bad Bunny",773848,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
137,"BOOKER T","Bad Bunny",772343,https://open.spotify.com/track/26w9NTiE9NGjW1ZvIOd1So
138,"Amor A Primera Vista","Los Ángeles Azules",767051,https://open.spotify.com/track/5Myb8S90Wg0yLec5kmrIGJ
139,"Cerrando Ciclos","Banda MS de Sergio Lizárraga",761575,https://open.spotify.com/track/3fBJNawfhtgCmo58trRK2z
140,Tú,"Los Elegantes de Jerez",754736,https://open.spotify.com/track/5GkeaIeCEfB0LOqk7sIVHQ
141,"Disfruto Lo Malo","Junior H",752173,https://open.spotify.com/track/46DU5gYWY2vjE79mbhX4Wv
142,"HACIENDO QUE ME AMAS","Bad Bunny",741990,https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4
143,"Devuélveme a mi chica","Hombres G",735653,https://open.spotify.com/track/1Wrzhfa5bNlqvsnCztz190
144,"A Mí","Rels B",735351,https://open.spotify.com/track/7MmrcXVA7A5zZ2CbDuGHNa
145,"El Amor De Tu Vida","Carin Leon",732979,https://open.spotify.com/track/5HpXH64cSBNu26yhw3vK37
146,"Mi Tío Snoop",Aleman,727043,https://open.spotify.com/track/48XgkAh1fkcZqA2EZWCDX6
147,"Ropa Cara",Camilo,725715,https://open.spotify.com/track/2zY1iTaEgs8ROkkWtWLe7l
148,"¿Quién Te Crees?","MC Davo",724515,https://open.spotify.com/track/2LXOSAYiSrTfIf8smheLaz
149,"A La Antigüita","Calibre 50",720069,https://open.spotify.com/track/798ahLNEcoFER7Vywg1FMT
150,brutal,"Olivia Rodrigo",716242,https://open.spotify.com/track/6SRsiMl7w1USE4mFqrOhHC
151,"Lamento Boliviano","Los Enanitos Verdes",715946,https://open.spotify.com/track/6Pur3hWy6Nzc27ilmsp5HA
152,Desvielados,"Remik Gonzalez",715145,https://open.spotify.com/track/3N1D4VrIeFeZyraFaIOakm
153,"favorite crime","Olivia Rodrigo",714076,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
154,"Ya Me Enteré","Chayín Rubio",711870,https://open.spotify.com/track/4ggabbjjuHrG06SsYnqvEs
155,"Nace Un Borracho","Christian Nodal",709876,https://open.spotify.com/track/6SnO4yCCYtz2rffMpEAlro
156,"Fuerte No Soy",Intocable,709667,https://open.spotify.com/track/7A07Yu1dRND3RKDzbhKrDs
157,"Adiós Amor","Christian Nodal",709280,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y
158,"El Efecto","Rauw Alejandro",707434,https://open.spotify.com/track/4SJHHpKhcuXwDsCsPqshXj
159,"Te Ire A Buscar","Santa Fe Klan",706857,https://open.spotify.com/track/3elpkpwYlmUbuvmVps08lJ
160,"La Forma en Que Me Miras","Super Yei",706517,https://open.spotify.com/track/57Ba26w9eoXx8BBUNgRNLV
161,"Yo Perreo Sola","Bad Bunny",704050,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
162,Probablemente,"Christian Nodal",703117,https://open.spotify.com/track/4prmUBle7TtAeeUgCnsc3Z
163,"Amor en Coma","Manuel Turizo",702030,https://open.spotify.com/track/0kRU83ecI57Iw1kPTeUwK5
164,Millones,Camilo,700464,https://open.spotify.com/track/3YAnNBdk0uHyakXXzMbNJq
165,Desvelado,"Bobby Pulido",699949,https://open.spotify.com/track/2JJSGhPpATm8lXeYjD95fw
166,"Debo Entender","Santa Fe Klan",696048,https://open.spotify.com/track/55mzJ0LftLnef8sxAjrMkU
167,Colapso,"Kevin Kaarl",694377,https://open.spotify.com/track/7dT9D6117e5DbhnKxDLNW9
168,"Todos Hablan, Nada Saben","Aldo Trujillo",693874,https://open.spotify.com/track/0SIooo95Kba3UwPBRUOcmd
169,"Ay, DiOs Mío!","KAROL G",692801,https://open.spotify.com/track/1beTDCe7sT7fzm8WIKXicz
170,"Break My Heart","Dua Lipa",686294,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
171,Suave,"Luis Miguel",685907,https://open.spotify.com/track/4p7XH4NhQ25iGYrrbg93gt
172,Prometiste,"Pepe Aguilar",680999,https://open.spotify.com/track/2UypFzxfaYgMUnQX2k4qtj
173,"Vida Ventajosa","Los Dos Carnales",676833,https://open.spotify.com/track/72kaj3MRKcGnv2dbukJQRA
174,Levitating,"Dua Lipa",674290,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
175,"Hola - Remix",Dalex,668677,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
176,Dueles,"Jesse & Joy",666773,https://open.spotify.com/track/1iRvhKiXRElIH2Uf4gd95P
177,"Una Vez","Bad Bunny",662455,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
178,"Por Debajo De La Mesa","Luis Miguel",660178,https://open.spotify.com/track/4FqfHVML025cwjfhAOFbfa
179,Ignorantes,"Bad Bunny",657559,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
180,"Alguien Más","Andy Rivera",655660,https://open.spotify.com/track/5mROvpdGeu1vSbZhZoay5O
181,"En Peligro de Extinción","La Adictiva Banda San José de Mesillas",655536,https://open.spotify.com/track/1Utd9DbmWNHWjEuzItBmRX
182,"Tal Vez","Paulo Londra",655102,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
183,Duele,"Alejandro Fernández",653684,https://open.spotify.com/track/6CFaze42M5wiTqMidNtJLE
184,"Tengo Todo Excepto a Ti","Luis Miguel",651069,https://open.spotify.com/track/27XboT5Wb8VOn7A0heo3Ei
185,"Voy a Amarte","Perdidos De Sinaloa",651023,https://open.spotify.com/track/5SP2ca8eU4WFK2LLdVQvmx
186,"No Me Pesa","Junior H",650368,https://open.spotify.com/track/4YU704KDCv4tyE6qQxliY3
187,Believer,"Imagine Dragons",642369,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
188,"Fan de Tus Fotos","Nicky Jam",636026,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
189,"La Media Vuelta","Luis Miguel",634014,https://open.spotify.com/track/1lKI9y1DL6QnYTZguVmACX
190,"Cada Vez Te Extraño Más","Grupo Firme",633964,https://open.spotify.com/track/70w1mwTod6NgCNV6e7ZlIQ
191,Golden,"Harry Styles",633718,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
192,"Te Vi","Piso 21",633225,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
193,"Otra Noche Sin Ti","J Balvin",632044,https://open.spotify.com/track/2CdTLdDjwZdVcm0bresVWx
194,"Adore You","Harry Styles",631222,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
195,"La Difícil","Bad Bunny",627633,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
196,"En Tu Perra Vida","Grupo Firme",626792,https://open.spotify.com/track/0ldT3gl7aGNzrJyd4b1CA4
197,"Por Mi México","Lefty Sm",624657,https://open.spotify.com/track/2sUknbm8xdLQgH7wb8xcTX
198,"Simplemente Gracias","Calibre 50",623773,https://open.spotify.com/track/3K6noLeoPTQJ5jUErC8jT5
199,Jangueo,"Alex Rose",619544,https://open.spotify.com/track/1bRpSCFv6P2OUhciByeRYR
200,Nada,"Cali Y El Dandee",619397,https://open.spotify.com/track/4K8cyoCDovlc4FvtUr2Hfx
