,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
48,"Fuentes de Ortiz","Ed Maverick",1320147,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL
49,"La Casita","Banda MS de Sergio Lizárraga",1300787,https://open.spotify.com/track/0vtYnEw1eJwW26BrBnOAYJ
50,"Pa' Olvidarme De Ella","Piso 21",1253093,https://open.spotify.com/track/3lR4O0vtkhCAvVEUEWUL0S
51,Perfecta,Reik,1251902,https://open.spotify.com/track/6VOb0Kkrd45Bp5RHYSla2J
52,"Que Esta Pasando","Fuerza Regida",1216102,https://open.spotify.com/track/26xQbFpVg8JCT5NKQFJXg8
53,"La Curiosidad","Jay Wheeler",1209924,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
54,"Ma Vie (feat. Yay)","Kidd Keo",1187603,https://open.spotify.com/track/6UU24wuWgGwuSBAxDH866Z
55,"Ahora Te Puedes Marchar","Luis Miguel",1171827,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E
56,"Me Rehúso","Danny Ocean",1151963,https://open.spotify.com/track/6ifUES3keWjwXgae8pXI3o
57,"drivers license","Olivia Rodrigo",1148324,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
58,"Hasta Que Me Olvides","Luis Miguel",1147627,https://open.spotify.com/track/6vPAmoERUMRoTZaCCSWQ12
59,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",1131530,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
60,"Mi Niña",Wisin,1113180,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
61,Idiota,Morat,1110755,https://open.spotify.com/track/35nO174gX5eCh9mPWvUe3s
62,"Ella No Es Tuya - Remix","Rochy RD",1081239,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
63,"Gracias - En Vivo","Grupo Firme",1076373,https://open.spotify.com/track/2XlGKZNMkRKvEJsbwQ6MCl
64,"Dime Cómo Quieres","Christian Nodal",1065432,https://open.spotify.com/track/4jcxBTrNvyqMJdMDyyjdYV
65,"Hasta Abajo","Kevin Roldan",1064929,https://open.spotify.com/track/4PEfJZpVjdclfzZ9XO8uDw
66,"Save Your Tears","The Weeknd",1046842,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
67,"Build a Bitch","Bella Poarch",1037124,https://open.spotify.com/track/7BoobGhD4x5K96Me0hqC8Q
68,"Parce (feat. Justin Quiles)",Maluma,1030799,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ
69,"Una Locura",Ozuna,1028684,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
70,"De Los Besos Que Te Di","Christian Nodal",1026171,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97
71,"Hecha Pa' Mi",Boza,1022354,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
72,"Si Nos Dejan","Christian Nodal",1021004,https://open.spotify.com/track/77OLLnRUGQtf0HH626f0Vj
73,"Debo Entender","Santa Fe Klan",1016818,https://open.spotify.com/track/55mzJ0LftLnef8sxAjrMkU
74,"Don't Start Now","Dua Lipa",1009852,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
75,"La Nota","Manuel Turizo",1005842,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
76,"No Me Conoce - Remix","Jhay Cortez",999023,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
77,"Ramito De Violetas","Mi Banda El Mexicano",994491,https://open.spotify.com/track/6sRaqq9SYsSTPvrWkL1sRy
78,"Jueves 10","Junior H",986849,https://open.spotify.com/track/7KoyXL9zghiNpXkb5iVDyj
79,"Machu Picchu",Camilo,981145,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
80,"The Business",Tiësto,972308,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
81,LOCATION,"KAROL G",965956,https://open.spotify.com/track/478g4LSkyMB1PMkVOVmIaE
82,"Con Tus Besos","Eslabon Armado",962612,https://open.spotify.com/track/6WYB1odDfMPVMyp1QxFInT
83,"La Incondicional","Luis Miguel",959969,https://open.spotify.com/track/6F9yAYUaNbUhdlQyt5uZ3b
84,"Mente Positiva","Junior H",945450,https://open.spotify.com/track/3WQilym5Vi4ypxb70vx0eY
85,"Chica Ideal","Sebastian Yatra",939714,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
86,Brillas,"León Larregui",939565,https://open.spotify.com/track/6VuUMo1TusnqBxLTnr3hOI
87,Tú,"Carin Leon",936371,https://open.spotify.com/track/1nLs8r6K4YN0avBwUmmTnr
88,"El Güero (Feat. Marca MP)","Grupo Firme",929557,https://open.spotify.com/track/2MeEuwplwbbjZ7hxRI6viw
89,Dynamite,BTS,923102,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
90,"Amor Tumbado","Natanael Cano",919913,https://open.spotify.com/track/5aJ1M43pinROpwaPnO8KRj
91,Vete,"Bad Bunny",915953,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
92,Callaita,"Bad Bunny",912734,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
93,"Me La Avente","Carin Leon",911791,https://open.spotify.com/track/2QwMXe5zbqymDZGYsMDVqZ
94,"Si Te Pudiera Mentir","Calibre 50",911195,https://open.spotify.com/track/3p6eieHX6oEOzJStPtEsLu
95,"La Mitad",Camilo,910269,https://open.spotify.com/track/63Zaf8Rci6eOUPqDQ4fUFx
96,"Relación - Remix",Sech,905849,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
97,"Astronaut In The Ocean","Masked Wolf",894746,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl
98,"Si Estuviésemos Juntos","Bad Bunny",893079,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI
99,"Si Veo a Tu Mamá","Bad Bunny",891329,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
100,"A Tu Merced","Bad Bunny",886906,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
101,"EL POETA",Humbe,886800,https://open.spotify.com/track/2fIPEgY8CJ4hh5UDZa2lB9
102,"No Te Contaron Mal","Christian Nodal",880645,https://open.spotify.com/track/7hbk4BaF66O09R1gq0bKwj
103,"Me Dediqué a Perderte","Alejandro Fernández",871813,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr
104,"Se Me Olvidó","Christian Nodal",865795,https://open.spotify.com/track/7paFC3FEu1WtPVP4Do6VZN
105,"La Santa","Bad Bunny",859160,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
106,"A La Antigüita","Calibre 50",859124,https://open.spotify.com/track/798ahLNEcoFER7Vywg1FMT
107,"Tattoo - Remix with Camilo","Rauw Alejandro",857683,https://open.spotify.com/track/4G3PTss3mU33Tau7t4KbwE
108,"Watermelon Sugar","Harry Styles",857503,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
109,"Vida de Rico",Camilo,857085,https://open.spotify.com/track/4nTduFjaTmGysc9WKNuCcs
110,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",Bizarrap,842089,https://open.spotify.com/track/3ke6it1vTmHtz2ApcIVUz5
111,"Desde Morro","Justin Morales",830118,https://open.spotify.com/track/5u6lAvdS8mmHHTHQlC3TtN
112,"Se Te Nota (with Guaynaa)","Lele Pons",828168,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
113,"Te Ire A Buscar","Santa Fe Klan",825971,https://open.spotify.com/track/3elpkpwYlmUbuvmVps08lJ
114,happier,"Olivia Rodrigo",825019,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
115,Tusa,"KAROL G",822527,https://open.spotify.com/track/0dKg2vGC1hFqcK5LGTaKzX
116,PROBLEMA,"Daddy Yankee",821332,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
117,"El Color de Tus Ojos","Banda MS de Sergio Lizárraga",820175,https://open.spotify.com/track/1l77YWrGUp3qX3NS1rz7lq
118,"Mi Cuarto","Jerry Di",817380,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ
119,"CÓMO SE SIENTE - Remix","Jhay Cortez",815049,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC
120,"El Envidioso","Los Dos Carnales",813954,https://open.spotify.com/track/53PoPAD389bBE4ePYuT95g
121,"Palabra de Hombre","El Fantasma",812631,https://open.spotify.com/track/4CLkDJ4xLqkV4Vt2vPOny1
122,Azul,"J Balvin",806868,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
123,"Eladio Carrion: Bzrp Music Sessions, Vol. 40",Bizarrap,806799,https://open.spotify.com/track/1VauUM5CBX7nkLcgafQL2B
124,"Disfruto Lo Malo","Junior H",801177,https://open.spotify.com/track/46DU5gYWY2vjE79mbhX4Wv
125,"Cerrando Ciclos","Banda MS de Sergio Lizárraga",797185,https://open.spotify.com/track/3fBJNawfhtgCmo58trRK2z
126,Safaera,"Bad Bunny",795298,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
127,Aloha,Maluma,792663,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
128,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,791555,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
129,Todavia,"La Factoria",788425,https://open.spotify.com/track/3D5uEBD0cAEGZGUo5j9045
130,"Culpable O No - Miénteme Como Siempre","Luis Miguel",777619,https://open.spotify.com/track/7BwxbmYFy0l3ROHDjV2c14
131,"Vámonos a Marte","Kevin Kaarl",770794,https://open.spotify.com/track/2TzkIzgzIHhewMxyh1u4hh
132,"La Tóxica",Farruko,769782,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv
133,"Dance Monkey","Tones And I",763217,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
134,"HACIENDO QUE ME AMAS","Bad Bunny",760668,https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4
135,"Hasta la Miel Amarga (feat. Grupo Firme)","Luis Angel ""El Flaco""",760257,https://open.spotify.com/track/3D3W7rDsuJIAtjInwh6Moc
136,BEBÉ,Camilo,754578,https://open.spotify.com/track/3Zf4GutWZ7Hv3wsVQsSQPs
137,"Amor A Primera Vista","Los Ángeles Azules",753523,https://open.spotify.com/track/5Myb8S90Wg0yLec5kmrIGJ
138,"Somos Los Que Somos - En Vivo","Los 2 de la S",746066,https://open.spotify.com/track/1Z04XN4pH2b8JfdiaIEkl5
139,"No Te Enamores - Remix",Milly,734428,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
140,traitor,"Olivia Rodrigo",733063,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
141,"GIRL LIKE ME","Black Eyed Peas",731458,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
142,Desvelado,"Bobby Pulido",729043,https://open.spotify.com/track/2JJSGhPpATm8lXeYjD95fw
143,"Mi Tío Snoop",Aleman,728737,https://open.spotify.com/track/48XgkAh1fkcZqA2EZWCDX6
144,Tú,"Los Elegantes de Jerez",728352,https://open.spotify.com/track/5GkeaIeCEfB0LOqk7sIVHQ
145,"Devuélveme a mi chica","Hombres G",727116,https://open.spotify.com/track/1Wrzhfa5bNlqvsnCztz190
146,"En Tu Perra Vida","Grupo Firme",723474,https://open.spotify.com/track/0ldT3gl7aGNzrJyd4b1CA4
147,"¿Quién Te Crees?","MC Davo",721131,https://open.spotify.com/track/2LXOSAYiSrTfIf8smheLaz
148,"3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) - Remix",Wisin,718052,https://open.spotify.com/track/6dyUkkcyYuDiHOwIRXYOJm
149,Miénteme,TINI,715556,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
150,"Lamento Boliviano","Los Enanitos Verdes",712580,https://open.spotify.com/track/6Pur3hWy6Nzc27ilmsp5HA
151,"Fuerte No Soy",Intocable,710372,https://open.spotify.com/track/7A07Yu1dRND3RKDzbhKrDs
152,"La Forma en Que Me Miras","Super Yei",705570,https://open.spotify.com/track/57Ba26w9eoXx8BBUNgRNLV
153,"A Mí","Rels B",705487,https://open.spotify.com/track/7MmrcXVA7A5zZ2CbDuGHNa
154,"Ya Me Enteré","Chayín Rubio",701281,https://open.spotify.com/track/4ggabbjjuHrG06SsYnqvEs
155,"Agua de Jamaica",Maluma,698500,https://open.spotify.com/track/41BzKiCrKpUQHS3TP0jmdr
156,"L-Gante: RKT SESSIONS #1","Papu DJ",696845,https://open.spotify.com/track/4A9u8OrzFYbxdjiydkNdUi
157,"BOOKER T","Bad Bunny",695638,https://open.spotify.com/track/26w9NTiE9NGjW1ZvIOd1So
158,"OTRO FILI","J Balvin",694100,https://open.spotify.com/track/4iDhQFNWG6uHWi7LOKhmkP
159,Poco,Reik,691060,https://open.spotify.com/track/6VZMIyzOupI4vA68RaUgXb
160,"Adiós Amor","Christian Nodal",685925,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y
161,"favorite crime","Olivia Rodrigo",684272,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
162,"La Jeepeta - Remix","Nio Garcia",682859,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
163,"Ay, DiOs Mío!","KAROL G",680845,https://open.spotify.com/track/1beTDCe7sT7fzm8WIKXicz
164,"Nace Un Borracho","Christian Nodal",679848,https://open.spotify.com/track/6SnO4yCCYtz2rffMpEAlro
165,"Por Mi México","Lefty Sm",679403,https://open.spotify.com/track/2sUknbm8xdLQgH7wb8xcTX
166,Colapso,"Kevin Kaarl",677311,https://open.spotify.com/track/7dT9D6117e5DbhnKxDLNW9
167,"Yo Perreo Sola","Bad Bunny",676365,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
168,Probablemente,"Christian Nodal",675676,https://open.spotify.com/track/4prmUBle7TtAeeUgCnsc3Z
169,"Cada Vez Te Extraño Más","Grupo Firme",660195,https://open.spotify.com/track/70w1mwTod6NgCNV6e7ZlIQ
170,Prometiste,"Pepe Aguilar",657525,https://open.spotify.com/track/2UypFzxfaYgMUnQX2k4qtj
171,"Vida Ventajosa","Los Dos Carnales",654775,https://open.spotify.com/track/72kaj3MRKcGnv2dbukJQRA
172,"No Me Pesa","Junior H",649787,https://open.spotify.com/track/4YU704KDCv4tyE6qQxliY3
173,"Ropa Cara",Camilo,649020,https://open.spotify.com/track/2zY1iTaEgs8ROkkWtWLe7l
174,"Break My Heart","Dua Lipa",647719,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
175,"El Amor De Tu Vida","Carin Leon",647287,https://open.spotify.com/track/5HpXH64cSBNu26yhw3vK37
176,"Ojitos de Miel","T3R Elemento",647144,https://open.spotify.com/track/3V1jBnDI3zCn25ONFiqwN8
177,"Amor en Coma","Manuel Turizo",645440,https://open.spotify.com/track/0kRU83ecI57Iw1kPTeUwK5
178,"El Efecto","Rauw Alejandro",645067,https://open.spotify.com/track/4SJHHpKhcuXwDsCsPqshXj
179,"EL BARCO","KAROL G",644191,https://open.spotify.com/track/0MT6qJd7wKlWjH7tP7oWHi
180,"Una Vez","Bad Bunny",643985,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
181,"En Peligro de Extinción","La Adictiva Banda San José de Mesillas",642770,https://open.spotify.com/track/1Utd9DbmWNHWjEuzItBmRX
182,"La Difícil","Bad Bunny",642562,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
183,Ignorantes,"Bad Bunny",641693,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
184,"TODO O NADA",Lunay,640204,https://open.spotify.com/track/59rjsHYxdxeUG6gd43Emzs
185,Believer,"Imagine Dragons",639757,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
186,"Simplemente Gracias","Calibre 50",636408,https://open.spotify.com/track/3K6noLeoPTQJ5jUErC8jT5
187,"Tal Vez","Paulo Londra",634790,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
188,"Me Fije","Alex Rose",632146,https://open.spotify.com/track/6Et5KimMg3IXwD6lJPGmQw
189,"Persia - Remix",Jossef,629706,https://open.spotify.com/track/3SgybTfx3GWHAcjhK9iPmz
190,Dueles,"Jesse & Joy",627196,https://open.spotify.com/track/1iRvhKiXRElIH2Uf4gd95P
191,Nada,"Cali Y El Dandee",624034,https://open.spotify.com/track/4K8cyoCDovlc4FvtUr2Hfx
192,Locos,"León Larregui",623309,https://open.spotify.com/track/3GSMdtJphymHEsR8K9jT5Q
193,"Voy a Amarte","Perdidos De Sinaloa",620716,https://open.spotify.com/track/5SP2ca8eU4WFK2LLdVQvmx
194,"Belleza De Cantina","Cardenales De Nuevo León",619491,https://open.spotify.com/track/4ZplewvZRLFcfBa5uyBbhd
195,"Every Breath You Take","The Police",619374,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
196,Desvielados,"Remik Gonzalez",615935,https://open.spotify.com/track/3N1D4VrIeFeZyraFaIOakm
197,"Te Vi","Piso 21",613012,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
198,Diamantes,"Natanael Cano",608999,https://open.spotify.com/track/0JDrG1g5HXbfgGtRKT0ofH
199,"Todos Hablan, Nada Saben","Aldo Trujillo",607379,https://open.spotify.com/track/0SIooo95Kba3UwPBRUOcmd
200,"jealousy, jealousy","Olivia Rodrigo",605433,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
