,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
84,Tranquilito,"Gerardo Ortiz",1032364,https://open.spotify.com/track/2LJRoFOtMGLnSxJqlJuhge
85,"MONTERO (Call Me By Your Name)","Lil Nas X",1025391,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
86,"Fiel - Remix",Wisin,1016893,https://open.spotify.com/track/43qcs9NpJhDxtG91zxFkj7
87,512,Mora,1012843,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2
88,"good 4 u","Olivia Rodrigo",1002990,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
89,Loquita,Reik,1002438,https://open.spotify.com/track/2OTULPNeQUkwQ0tNzcG7tj
90,"No Me Conoce - Remix","Jhay Cortez",1002206,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
91,AM,"Nio Garcia",983166,https://open.spotify.com/track/2dNhNlpZAtV4lwAFW45LIv
92,Amapolas,"Leo Rizzi",982702,https://open.spotify.com/track/0z5yLgBmAtaylDYrgwzlpH
93,"De Los Besos Que Te Di","Christian Nodal",979803,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97
94,Amnesia,"La Santa Grifa",979666,https://open.spotify.com/track/3T0DeQvOtdqd7Yo3t2Ig3N
95,"Ahora Te Puedes Marchar","Luis Miguel",976838,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E
96,Fulanito,"Becky G",963790,https://open.spotify.com/track/59L8x0xy8njj75vzVCPMqg
97,"Que Esta Pasando","Fuerza Regida",962451,https://open.spotify.com/track/26xQbFpVg8JCT5NKQFJXg8
98,"Grandes Ligas","Lupillo Rivera",935082,https://open.spotify.com/track/06IceO7e9isF3nX3y7dOTe
99,"El Güero (Feat. Marca MP)","Grupo Firme",923058,https://open.spotify.com/track/2MeEuwplwbbjZ7hxRI6viw
100,"Si Estuviésemos Juntos","Bad Bunny",922782,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI
101,"Me La Avente","Carin Leon",920802,https://open.spotify.com/track/2QwMXe5zbqymDZGYsMDVqZ
102,"Hasta la Miel Amarga (feat. Grupo Firme)","Luis Angel ""El Flaco""",919153,https://open.spotify.com/track/3D3W7rDsuJIAtjInwh6Moc
103,"TE MUDASTE","Bad Bunny",913636,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
104,"Dime Cómo Quieres","Christian Nodal",908251,https://open.spotify.com/track/4jcxBTrNvyqMJdMDyyjdYV
105,"2 Veces","Los Plebes del Rancho de Ariel Camacho",901120,https://open.spotify.com/track/4cV6ld7uIs906zOwNscoBM
106,"Bombos y Tarolas","Cartel De Santa",894707,https://open.spotify.com/track/5MyEACD2kRFeh231Z6FkdE
107,"La Botella","Justin Quiles",894650,https://open.spotify.com/track/6GPBXtnSepHovJi1uD1Ggj
108,"Cerrando Ciclos","Banda MS de Sergio Lizárraga",891931,https://open.spotify.com/track/3fBJNawfhtgCmo58trRK2z
109,"El Color de Tus Ojos","Banda MS de Sergio Lizárraga",891258,https://open.spotify.com/track/1l77YWrGUp3qX3NS1rz7lq
110,"Palabra de Hombre","El Fantasma",884410,https://open.spotify.com/track/4CLkDJ4xLqkV4Vt2vPOny1
111,"Need To Know","Doja Cat",881107,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
112,Vete,"Bad Bunny",873923,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
113,"El Amor Soñado","Los Tucanes De Tijuana",872048,https://open.spotify.com/track/587p8shYuTXUhThG3t9x60
114,"Sal y Perrea",Sech,868950,https://open.spotify.com/track/5u7twkeask1VIyDeNTElSU
115,Callaita,"Bad Bunny",866638,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
116,"¿Quién Te Crees?","MC Davo",862500,https://open.spotify.com/track/2LXOSAYiSrTfIf8smheLaz
117,"KESI - Remix",Camilo,859310,https://open.spotify.com/track/0IqCoZ168iRc9LqfrYgpZy
118,"Belleza De Cantina","Cardenales De Nuevo León",856847,https://open.spotify.com/track/4ZplewvZRLFcfBa5uyBbhd
119,"Ram Pam Pam","Natti Natasha",853319,https://open.spotify.com/track/4DHDIdeayp8xvlyg22wREO
120,"El Amor De Tu Vida","Carin Leon",852437,https://open.spotify.com/track/5HpXH64cSBNu26yhw3vK37
121,"Pa' Olvidarme De Ella","Piso 21",851863,https://open.spotify.com/track/3lR4O0vtkhCAvVEUEWUL0S
122,"La Santa","Bad Bunny",841089,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
123,LALISA,LISA,840563,https://open.spotify.com/track/7uQZVznj0uQOGC9KhV2Mg6
124,"Me Dediqué a Perderte","Alejandro Fernández",836089,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr
125,"Si Veo a Tu Mamá","Bad Bunny",835254,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
126,"Don't Start Now","Dua Lipa",828391,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
127,"Amor Fugaz","Los Del Limit",827068,https://open.spotify.com/track/4O2bxKTnK9En7OPw8kGDDF
128,Todavia,"La Factoria",824240,https://open.spotify.com/track/3D5uEBD0cAEGZGUo5j9045
129,"Hasta Que Me Olvides","Luis Miguel",821580,https://open.spotify.com/track/6vPAmoERUMRoTZaCCSWQ12
130,PSL,Sech,821105,https://open.spotify.com/track/6o4Gciys1ZIOQ2kDGnvKdm
131,"Mente Positiva","Junior H",818582,https://open.spotify.com/track/3WQilym5Vi4ypxb70vx0eY
132,"Vámonos a Marte","Kevin Kaarl",815992,https://open.spotify.com/track/2TzkIzgzIHhewMxyh1u4hh
133,"UN DIA (ONE DAY)","J Balvin",804170,https://open.spotify.com/track/66x45Yh9x397PWpxMX0ZDT
134,"El Drip","Natanael Cano",803071,https://open.spotify.com/track/5NCBP3ivrIDcHEtzHSW3k0
135,"Culón Culito","Cartel De Santa",797621,https://open.spotify.com/track/2JNqLKnqJejNzrmRLNFNFL
136,"Levitating (feat. DaBaby)","Dua Lipa",790720,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
137,"Amor Tumbado","Natanael Cano",789949,https://open.spotify.com/track/5aJ1M43pinROpwaPnO8KRj
138,traitor,"Olivia Rodrigo",787538,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
139,Reloj,"Rauw Alejandro",787126,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
140,"drivers license","Olivia Rodrigo",776465,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
141,"Música Romántica","Pancho Barraza",771367,https://open.spotify.com/track/0gOwkN1piWLMINfj97SogV
142,Locos,"León Larregui",769994,https://open.spotify.com/track/3GSMdtJphymHEsR8K9jT5Q
143,"Devuélveme a mi chica","Hombres G",769305,https://open.spotify.com/track/1Wrzhfa5bNlqvsnCztz190
144,"Happier Than Ever","Billie Eilish",768806,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
145,"Tan Solo Morro","Aldo Trujillo",756787,https://open.spotify.com/track/5eBzDfTG7m8NUWf14YYQcU
146,Leve,"Cartel De Santa",753662,https://open.spotify.com/track/00jpfco62YfQj1BBYCCuKH
147,Butter,BTS,747675,https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN
148,"La Incondicional","Luis Miguel",744939,https://open.spotify.com/track/6F9yAYUaNbUhdlQyt5uZ3b
149,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",744753,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
150,"El Envidioso","Los Dos Carnales",744486,https://open.spotify.com/track/53PoPAD389bBE4ePYuT95g
151,Tú,"Los Elegantes de Jerez",744357,https://open.spotify.com/track/5GkeaIeCEfB0LOqk7sIVHQ
152,"Lamento Boliviano","Los Enanitos Verdes",744150,https://open.spotify.com/track/6Pur3hWy6Nzc27ilmsp5HA
153,"Simplemente Gracias","Calibre 50",742072,https://open.spotify.com/track/3K6noLeoPTQJ5jUErC8jT5
154,Linda,Tokischa,739700,https://open.spotify.com/track/1ahCrpeTt94LL7y1aXw0Y8
155,"Tal Vez","Paulo Londra",739690,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
156,"THATS WHAT I WANT","Lil Nas X",738657,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
157,"Cada Vez Te Extraño Más","Grupo Firme",730756,https://open.spotify.com/track/70w1mwTod6NgCNV6e7ZlIQ
158,"Amor A Primera Vista","Los Ángeles Azules",727951,https://open.spotify.com/track/5Myb8S90Wg0yLec5kmrIGJ
159,"Se Me Olvidó","Christian Nodal",725461,https://open.spotify.com/track/7paFC3FEu1WtPVP4Do6VZN
160,"El Amor No Fue Pa´ Mí - En Vivo","Grupo Firme",721698,https://open.spotify.com/track/3dkEwOKhFselY2m22Nj2vi
161,Desvelado,"Bobby Pulido",719737,https://open.spotify.com/track/2JJSGhPpATm8lXeYjD95fw
162,"No Te Contaron Mal","Christian Nodal",718872,https://open.spotify.com/track/7hbk4BaF66O09R1gq0bKwj
163,"Si Te Vienen a Contar","Cartel De Santa",718211,https://open.spotify.com/track/1qNUhmx3rGjiMRThz7Eruv
164,"A Mí","Rels B",713100,https://open.spotify.com/track/7MmrcXVA7A5zZ2CbDuGHNa
165,"Adiós Amor","Christian Nodal",713005,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y
166,Nostálgico,Rvssian,712501,https://open.spotify.com/track/2BEcap3xJtmiPaHKyfQi4e
167,Éxtasis,"Millonario & W. Corona",711017,https://open.spotify.com/track/4xbMF8jx0msGGgrtJaAuXE
168,"La Mitad",Camilo,710683,https://open.spotify.com/track/63Zaf8Rci6eOUPqDQ4fUFx
169,"love nwantiti (feat. Dj Yo! & AX'EL) - Remix",CKay,709719,https://open.spotify.com/track/4gvrJnKCKIPiacNsWVQwEU
170,"Disfruto Lo Malo","Junior H",707017,https://open.spotify.com/track/46DU5gYWY2vjE79mbhX4Wv
171,Dueles,"Jesse & Joy",704093,https://open.spotify.com/track/1iRvhKiXRElIH2Uf4gd95P
172,"deja vu","Olivia Rodrigo",696356,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
173,Prometiste,"Pepe Aguilar",693925,https://open.spotify.com/track/2UypFzxfaYgMUnQX2k4qtj
174,"Una Locura",Ozuna,690767,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
175,Pineapple,"KAROL G",689190,https://open.spotify.com/track/24SkzbH7hGhUvqIaKlJ1TY
176,"Algo Mágico","Rauw Alejandro",685270,https://open.spotify.com/track/7D93pJcwymzaZx8WgBo2zG
177,Colapso,"Kevin Kaarl",682305,https://open.spotify.com/track/7dT9D6117e5DbhnKxDLNW9
178,Tusa,"KAROL G",679980,https://open.spotify.com/track/0dKg2vGC1hFqcK5LGTaKzX
179,"Con Tus Besos","Eslabon Armado",673860,https://open.spotify.com/track/6WYB1odDfMPVMyp1QxFInT
180,"CÓMO SE SIENTE - Remix","Jhay Cortez",672745,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC
181,Safaera,"Bad Bunny",671805,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
182,"Save Your Tears","The Weeknd",670979,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
183,"Watermelon Sugar","Harry Styles",669448,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
184,"HACIENDO QUE ME AMAS","Bad Bunny",667557,https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4
185,"Así Soy","Santa Fe Klan",658804,https://open.spotify.com/track/5Wvw29RKTFSK0IuCd2qs4m
186,"Una Vez","Bad Bunny",656782,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
187,"I WANNA BE YOUR SLAVE",Måneskin,648487,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
188,"Every Breath You Take","The Police",643303,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
189,"Ojitos de Miel","T3R Elemento",640033,https://open.spotify.com/track/3V1jBnDI3zCn25ONFiqwN8
190,"Ya Me Enteré","Chayín Rubio",637726,https://open.spotify.com/track/4ggabbjjuHrG06SsYnqvEs
191,"ALMAS GEMELAS","Myke Towers",636238,https://open.spotify.com/track/2KcNrONbZ0hvBPjvrDO2tx
192,Toketeo,"Ghetto Kids",636154,https://open.spotify.com/track/0pRgURvgp75RPKjTGQodau
193,Casualidad,"Sofía Reyes",635827,https://open.spotify.com/track/5FcT2TuosRkokjn3xyncER
194,"Vida de Rico",Camilo,635739,https://open.spotify.com/track/4nTduFjaTmGysc9WKNuCcs
195,"Relación - Remix",Sech,635711,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
196,"Amargo Adiós",Inspector,632908,https://open.spotify.com/track/0zCOT028cU3DeCqN1G18wE
197,Azul,"J Balvin",632483,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
198,"Leave The Door Open","Bruno Mars",631763,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
199,"Fuerte No Soy",Intocable,630203,https://open.spotify.com/track/7A07Yu1dRND3RKDzbhKrDs
200,"Wildest Dreams (Taylor's Version)","Taylor Swift",626576,https://open.spotify.com/track/1Ov37jtRQ2YNAe8HzfczkL
