,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
59,"Parce (feat. Justin Quiles)",Maluma,1142525,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ
60,"Chica Ideal","Sebastian Yatra",1137176,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
61,"Astronaut In The Ocean","Masked Wolf",1115364,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
62,"La Incondicional","Luis Miguel",1111364,https://open.spotify.com/track/6F9yAYUaNbUhdlQyt5uZ3b
63,"good 4 u","Olivia Rodrigo",1097021,https://open.spotify.com/track/6PERP62TejQjgHu81OHxgM
64,"Gracias - En Vivo","Grupo Firme",1093004,https://open.spotify.com/track/2XlGKZNMkRKvEJsbwQ6MCl
65,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",1090422,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
66,"Dime Cómo Quieres","Christian Nodal",1066334,https://open.spotify.com/track/4jcxBTrNvyqMJdMDyyjdYV
67,"De Los Besos Que Te Di","Christian Nodal",1047211,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97
68,"drivers license","Olivia Rodrigo",1032280,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
69,"No Me Conoce - Remix","Jhay Cortez",1027754,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
70,"Relación - Remix",Sech,1017231,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
71,"Me La Avente","Carin Leon",1007658,https://open.spotify.com/track/2QwMXe5zbqymDZGYsMDVqZ
72,"GIRL LIKE ME","Black Eyed Peas",991496,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
73,"¿Quién Te Crees?","MC Davo",983407,https://open.spotify.com/track/2LXOSAYiSrTfIf8smheLaz
74,PROBLEMA,"Daddy Yankee",983000,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
75,"Con Tus Besos","Eslabon Armado",972104,https://open.spotify.com/track/6WYB1odDfMPVMyp1QxFInT
76,"Se Me Olvidó","Christian Nodal",970660,https://open.spotify.com/track/7paFC3FEu1WtPVP4Do6VZN
77,"Vida de Rico",Camilo,966738,https://open.spotify.com/track/4nTduFjaTmGysc9WKNuCcs
78,BEBÉ,Camilo,961720,https://open.spotify.com/track/3Zf4GutWZ7Hv3wsVQsSQPs
79,"Una Locura",Ozuna,948641,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
80,"Culpable O No - Miénteme Como Siempre","Luis Miguel",943977,https://open.spotify.com/track/7BwxbmYFy0l3ROHDjV2c14
81,"Palabra de Hombre","El Fantasma",941472,https://open.spotify.com/track/4CLkDJ4xLqkV4Vt2vPOny1
82,"Se Te Nota (with Guaynaa)","Lele Pons",938302,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
83,Tú,"Carin Leon",936067,https://open.spotify.com/track/1nLs8r6K4YN0avBwUmmTnr
84,"El Güero (Feat. Marca MP)","Grupo Firme",928782,https://open.spotify.com/track/2MeEuwplwbbjZ7hxRI6viw
85,"Ramito De Violetas","Mi Banda El Mexicano",924372,https://open.spotify.com/track/6sRaqq9SYsSTPvrWkL1sRy
86,"La Mitad",Camilo,921664,https://open.spotify.com/track/63Zaf8Rci6eOUPqDQ4fUFx
87,"No Te Contaron Mal","Christian Nodal",921347,https://open.spotify.com/track/7hbk4BaF66O09R1gq0bKwj
88,"Ropa Cara",Camilo,919727,https://open.spotify.com/track/2zY1iTaEgs8ROkkWtWLe7l
89,Azul,"J Balvin",918405,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
90,Brillas,"León Larregui",908711,https://open.spotify.com/track/6VuUMo1TusnqBxLTnr3hOI
91,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,907465,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
92,"Watermelon Sugar","Harry Styles",892579,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
93,"Si Te Pudiera Mentir","Calibre 50",891769,https://open.spotify.com/track/3p6eieHX6oEOzJStPtEsLu
94,"Tattoo - Remix with Camilo","Rauw Alejandro",886946,https://open.spotify.com/track/4G3PTss3mU33Tau7t4KbwE
95,"Me Dediqué a Perderte","Alejandro Fernández",886524,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr
96,"La Tóxica",Farruko,885350,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv
97,"La Santa","Bad Bunny",881830,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
98,Callaita,"Bad Bunny",873655,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
99,"No Te Enamores - Remix",Milly,869478,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
100,"3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) - Remix",Wisin,868158,https://open.spotify.com/track/6dyUkkcyYuDiHOwIRXYOJm
101,"Dance Monkey","Tones And I",865512,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
102,Tusa,"KAROL G",864012,https://open.spotify.com/track/0dKg2vGC1hFqcK5LGTaKzX
103,Safaera,"Bad Bunny",861376,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
104,"Mi Cuarto","Jerry Di",859729,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ
105,"Ma Vie (feat. Yay)","Kidd Keo",857649,https://open.spotify.com/track/6UU24wuWgGwuSBAxDH866Z
106,"Si Estuviésemos Juntos","Bad Bunny",852381,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI
107,Vete,"Bad Bunny",850641,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
108,"CÓMO SE SIENTE - Remix","Jhay Cortez",841745,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC
109,"Ram Pam Pam","Natti Natasha",841648,https://open.spotify.com/track/4DHDIdeayp8xvlyg22wREO
110,"Si Veo a Tu Mamá","Bad Bunny",835662,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
111,"La Jeepeta - Remix","Nio Garcia",824663,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
112,"L-Gante: RKT SESSIONS #1","Papu DJ",824293,https://open.spotify.com/track/4A9u8OrzFYbxdjiydkNdUi
113,"Ponte Pa' Mi","Justin Quiles",824260,https://open.spotify.com/track/4C6BlqqMwjFzOXzqpTeoWR
114,"El Envidioso","Los Dos Carnales",818993,https://open.spotify.com/track/53PoPAD389bBE4ePYuT95g
115,"Hasta la Miel Amarga (feat. Grupo Firme)","Luis Angel ""El Flaco""",817175,https://open.spotify.com/track/3D3W7rDsuJIAtjInwh6Moc
116,"El Amor De Tu Vida","Carin Leon",815514,https://open.spotify.com/track/5HpXH64cSBNu26yhw3vK37
117,"Somos Los Que Somos - En Vivo","Los 2 de la S",807165,https://open.spotify.com/track/1Z04XN4pH2b8JfdiaIEkl5
118,"BOOKER T","Bad Bunny",807022,https://open.spotify.com/track/26w9NTiE9NGjW1ZvIOd1So
119,Dynamite,BTS,806374,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
120,"Mi Tío Snoop",Aleman,806079,https://open.spotify.com/track/48XgkAh1fkcZqA2EZWCDX6
121,"Vámonos a Marte","Kevin Kaarl",804760,https://open.spotify.com/track/2TzkIzgzIHhewMxyh1u4hh
122,Golden,"Harry Styles",802896,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
123,"Cerrando Ciclos","Banda MS de Sergio Lizárraga",799771,https://open.spotify.com/track/3fBJNawfhtgCmo58trRK2z
124,"Mente Positiva","Junior H",797289,https://open.spotify.com/track/3WQilym5Vi4ypxb70vx0eY
125,"Amor Tumbado","Natanael Cano",796778,https://open.spotify.com/track/5aJ1M43pinROpwaPnO8KRj
126,"Agua de Jamaica",Maluma,792099,https://open.spotify.com/track/41BzKiCrKpUQHS3TP0jmdr
127,"Fuerte No Soy",Intocable,784247,https://open.spotify.com/track/7A07Yu1dRND3RKDzbhKrDs
128,Duele,"Alejandro Fernández",779847,https://open.spotify.com/track/6CFaze42M5wiTqMidNtJLE
129,Poco,Reik,776796,https://open.spotify.com/track/6VZMIyzOupI4vA68RaUgXb
130,"El Color de Tus Ojos","Banda MS de Sergio Lizárraga",771935,https://open.spotify.com/track/1l77YWrGUp3qX3NS1rz7lq
131,"Amor A Primera Vista","Los Ángeles Azules",763481,https://open.spotify.com/track/5Myb8S90Wg0yLec5kmrIGJ
132,"Desde Morro","Justin Morales",754939,https://open.spotify.com/track/2zVwQPvU5931c7zS0u7wWW
133,"Devuélveme a mi chica","Hombres G",754544,https://open.spotify.com/track/1Wrzhfa5bNlqvsnCztz190
134,Saturno,"Pablo Alborán",753844,https://open.spotify.com/track/2f0Ft2XdvNSMSY5TUlZgEz
135,"A Tu Merced","Bad Bunny",752854,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
136,Todavia,"La Factoria",749343,https://open.spotify.com/track/3D5uEBD0cAEGZGUo5j9045
137,Desvielados,"Remik Gonzalez",748252,https://open.spotify.com/track/3N1D4VrIeFeZyraFaIOakm
138,"Break My Heart","Dua Lipa",737764,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
139,"Ay, DiOs Mío!","KAROL G",730228,https://open.spotify.com/track/1beTDCe7sT7fzm8WIKXicz
140,"Yo Perreo Sola","Bad Bunny",729875,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
141,"Por Debajo De La Mesa","Luis Miguel",728779,https://open.spotify.com/track/4FqfHVML025cwjfhAOFbfa
142,"Heartbreak Anniversary",Giveon,728655,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
143,"La Forma en Que Me Miras","Super Yei",726704,https://open.spotify.com/track/57Ba26w9eoXx8BBUNgRNLV
144,"La Media Vuelta","Luis Miguel",726310,https://open.spotify.com/track/1lKI9y1DL6QnYTZguVmACX
145,Prometiste,"Pepe Aguilar",723486,https://open.spotify.com/track/2UypFzxfaYgMUnQX2k4qtj
146,"HACIENDO QUE ME AMAS","Bad Bunny",723362,https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4
147,Levitating,"Dua Lipa",722082,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
148,"Lamento Boliviano","Los Enanitos Verdes",718082,https://open.spotify.com/track/6Pur3hWy6Nzc27ilmsp5HA
149,"A Mí","Rels B",717924,https://open.spotify.com/track/7MmrcXVA7A5zZ2CbDuGHNa
150,Suave,"Luis Miguel",716403,https://open.spotify.com/track/4p7XH4NhQ25iGYrrbg93gt
151,Aloha,Maluma,711573,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
152,"Fan de Tus Fotos","Nicky Jam",710343,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
153,"Your Power","Billie Eilish",708251,https://open.spotify.com/track/5qNh5WtzMbfpSj2jLlBkoD
154,"Ya Me Enteré","Chayín Rubio",705382,https://open.spotify.com/track/4ggabbjjuHrG06SsYnqvEs
155,Tú,"Los Elegantes de Jerez",703989,https://open.spotify.com/track/5GkeaIeCEfB0LOqk7sIVHQ
156,Desvelado,"Bobby Pulido",694077,https://open.spotify.com/track/2JJSGhPpATm8lXeYjD95fw
157,"Voy a Amarte","Perdidos De Sinaloa",692044,https://open.spotify.com/track/5SP2ca8eU4WFK2LLdVQvmx
158,"Adiós Amor","Christian Nodal",684574,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y
159,"Nace Un Borracho","Christian Nodal",683800,https://open.spotify.com/track/6SnO4yCCYtz2rffMpEAlro
160,"Tengo Todo Excepto a Ti","Luis Miguel",681896,https://open.spotify.com/track/27XboT5Wb8VOn7A0heo3Ei
161,"Disfruto Lo Malo","Junior H",679996,https://open.spotify.com/track/7LH2UUuyMHt7035PLZQ8wx
162,Probablemente,"Christian Nodal",676841,https://open.spotify.com/track/4prmUBle7TtAeeUgCnsc3Z
163,Ignorantes,"Bad Bunny",674131,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
164,Millones,Camilo,674123,https://open.spotify.com/track/3YAnNBdk0uHyakXXzMbNJq
165,"Vida Ventajosa","Los Dos Carnales",672715,https://open.spotify.com/track/72kaj3MRKcGnv2dbukJQRA
166,"Amor en Coma","Manuel Turizo",671350,https://open.spotify.com/track/0kRU83ecI57Iw1kPTeUwK5
167,"Travesuras - Remix","Nio Garcia",670844,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
168,"En Peligro de Extinción","La Adictiva Banda San José de Mesillas",669635,https://open.spotify.com/track/1Utd9DbmWNHWjEuzItBmRX
169,"Hola - Remix",Dalex,669015,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
170,"Build a Bitch","Bella Poarch",668163,https://open.spotify.com/track/7BoobGhD4x5K96Me0hqC8Q
171,"Otra Noche Sin Ti","J Balvin",668103,https://open.spotify.com/track/2CdTLdDjwZdVcm0bresVWx
172,Colapso,"Kevin Kaarl",667042,https://open.spotify.com/track/7dT9D6117e5DbhnKxDLNW9
173,"Tal Vez","Paulo Londra",666878,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
174,"Todos Hablan, Nada Saben","Aldo Trujillo",663364,https://open.spotify.com/track/0SIooo95Kba3UwPBRUOcmd
175,"Adore You","Harry Styles",660001,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
176,"En Realidad","Ángela Aguilar",655669,https://open.spotify.com/track/0yig7Mn3nsz17bRgyeameH
177,"En El Refuego","Grupo Diez 4tro",654252,https://open.spotify.com/track/5a03ZGBn3dqr3H3W3li7FO
178,"A La Antigüita","Calibre 50",650278,https://open.spotify.com/track/798ahLNEcoFER7Vywg1FMT
179,"Una Vez","Bad Bunny",650183,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
180,"Te Vi","Piso 21",649480,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
181,"La Difícil","Bad Bunny",646055,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
182,"Sigues Con El","Dímelo Flow",644583,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
183,"Mala Fama","Danna Paola",644068,https://open.spotify.com/track/2D9itdl85AQVNpTfrxvUGj
184,Rosas,"La Oreja de Van Gogh",642789,https://open.spotify.com/track/4waqcUQWdj0yH26STWl2Rq
185,Believer,"Imagine Dragons",642444,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
186,Nada,"Cali Y El Dandee",642102,https://open.spotify.com/track/4K8cyoCDovlc4FvtUr2Hfx
187,Jangueo,"Alex Rose",639334,https://open.spotify.com/track/1bRpSCFv6P2OUhciByeRYR
188,"Cada Vez Te Extraño Más","Grupo Firme",638416,https://open.spotify.com/track/70w1mwTod6NgCNV6e7ZlIQ
189,Runaway,AURORA,634963,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
190,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,631919,https://open.spotify.com/track/78SeXVRJ7KCqVmOwTiFjnI
191,Éxtasis,"Millonario & W. Corona",629621,https://open.spotify.com/track/4xbMF8jx0msGGgrtJaAuXE
192,"El Roto - En Vivo","Grupo Firme",628286,https://open.spotify.com/track/21bfgzz92T3L96IsFn8Kvy
193,"El Efecto","Rauw Alejandro",628066,https://open.spotify.com/track/4SJHHpKhcuXwDsCsPqshXj
194,"Lost on You",LP,625310,https://open.spotify.com/track/3SqvR3HYLlCTYzbDXJ52OC
195,"Belleza De Cantina","Cardenales De Nuevo León",624841,https://open.spotify.com/track/4ZplewvZRLFcfBa5uyBbhd
196,"Te Ire A Buscar","Santa Fe Klan",619665,https://open.spotify.com/track/3elpkpwYlmUbuvmVps08lJ
197,"Tu Veneno","J Balvin",619612,https://open.spotify.com/track/5KFHrrBMyGj5MhVbZMM3ts
198,"Ride It",Regard,617713,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
199,Dueles,"Jesse & Joy",617651,https://open.spotify.com/track/1iRvhKiXRElIH2Uf4gd95P
200,"La Escuela No Me Gustó","Adriel Favela",616454,https://open.spotify.com/track/4qArKIA7dnmdushoBlkV94
