,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
65,Bandido,"Myke Towers",1164219,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
66,"Sal y Perrea",Sech,1136107,https://open.spotify.com/track/5u7twkeask1VIyDeNTElSU
67,"Blinding Lights","The Weeknd",1135633,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
68,telepatía,"Kali Uchis",1131824,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
69,"Cabrón y Vago - En Vivo","El Fantasma",1128540,https://open.spotify.com/track/4nbWX2HzrOEnX4xxvYRCyU
70,Saturno,"Pablo Alborán",1128044,https://open.spotify.com/track/2f0Ft2XdvNSMSY5TUlZgEz
71,"Need To Know","Doja Cat",1110630,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
72,512,Mora,1103109,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2
73,"Fiel - Remix",Wisin,1101310,https://open.spotify.com/track/43qcs9NpJhDxtG91zxFkj7
74,AM,"Nio Garcia",1091357,https://open.spotify.com/track/2dNhNlpZAtV4lwAFW45LIv
75,"Me Rehúso","Danny Ocean",1089725,https://open.spotify.com/track/6ifUES3keWjwXgae8pXI3o
76,"A Tu Merced","Bad Bunny",1085357,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
77,"Tan Bonita","Piso 21",1083469,https://open.spotify.com/track/6mm3K0yWp6uzfOMuipM9Zh
78,"Todas Mueren por Mí","Cartel De Santa",1078761,https://open.spotify.com/track/3p2KYoBgxUaaoJzXUToM8a
79,Ella,"Junior H",1072931,https://open.spotify.com/track/0tKl8ZVM6xJkhznvJAS3Nq
80,"Si Te Pudiera Mentir","Calibre 50",1049174,https://open.spotify.com/track/3p6eieHX6oEOzJStPtEsLu
81,Fulanito,"Becky G",1042433,https://open.spotify.com/track/59L8x0xy8njj75vzVCPMqg
82,"Grandes Ligas","Lupillo Rivera",1040563,https://open.spotify.com/track/06IceO7e9isF3nX3y7dOTe
83,"good 4 u","Olivia Rodrigo",1036927,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
84,"Ramito De Violetas","Mi Banda El Mexicano",1024602,https://open.spotify.com/track/6sRaqq9SYsSTPvrWkL1sRy
85,Tú,"Carin Leon",1022894,https://open.spotify.com/track/1nLs8r6K4YN0avBwUmmTnr
86,"Por Mi México","Lefty Sm",1022389,https://open.spotify.com/track/2sUknbm8xdLQgH7wb8xcTX
87,Amnesia,"La Santa Grifa",1020405,https://open.spotify.com/track/3T0DeQvOtdqd7Yo3t2Ig3N
88,"Que Esta Pasando","Fuerza Regida",1012977,https://open.spotify.com/track/26xQbFpVg8JCT5NKQFJXg8
89,Brillas,"León Larregui",1006697,https://open.spotify.com/track/6VuUMo1TusnqBxLTnr3hOI
90,"Ahora Te Puedes Marchar","Luis Miguel",996128,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E
91,Amapolas,"Leo Rizzi",988772,https://open.spotify.com/track/0z5yLgBmAtaylDYrgwzlpH
92,"No Me Conoce - Remix","Jhay Cortez",978519,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
93,"Cold Heart - PNAU Remix","Elton John",976743,https://open.spotify.com/track/6zSpb8dQRaw0M1dK8PBwQz
94,"Hablando Claro (En Vivo)","Grupo Firme",961148,https://open.spotify.com/track/5hRFjooNvZWb9gdnXjrv2j
95,"Bombos y Tarolas","Cartel De Santa",960514,https://open.spotify.com/track/5MyEACD2kRFeh231Z6FkdE
96,"KESI - Remix",Camilo,958160,https://open.spotify.com/track/0IqCoZ168iRc9LqfrYgpZy
97,"I WANNA BE YOUR SLAVE",Måneskin,958005,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
98,"De Los Besos Que Te Di","Christian Nodal",942947,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97
99,PSL,Sech,939280,https://open.spotify.com/track/6o4Gciys1ZIOQ2kDGnvKdm
100,"TE MUDASTE","Bad Bunny",936724,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
101,Tranquilito,"Gerardo Ortiz",933479,https://open.spotify.com/track/2LJRoFOtMGLnSxJqlJuhge
102,"Cerrando Ciclos","Banda MS de Sergio Lizárraga",932229,https://open.spotify.com/track/3fBJNawfhtgCmo58trRK2z
103,"Ley Seca","Jhay Cortez",918552,https://open.spotify.com/track/3JCaq3KDSROg3TXhdiDa9n
104,"La Botella","Justin Quiles",917098,https://open.spotify.com/track/6GPBXtnSepHovJi1uD1Ggj
105,"Ram Pam Pam","Natti Natasha",913749,https://open.spotify.com/track/4DHDIdeayp8xvlyg22wREO
106,"Palabra de Hombre","El Fantasma",911703,https://open.spotify.com/track/4CLkDJ4xLqkV4Vt2vPOny1
107,"999 (with Camilo)","Selena Gomez",907224,https://open.spotify.com/track/0EtuSDTRJYUwlPf4y6coIz
108,"MONTERO (Call Me By Your Name)","Lil Nas X",903457,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
109,"El Güero (Feat. Marca MP)","Grupo Firme",899225,https://open.spotify.com/track/2MeEuwplwbbjZ7hxRI6viw
110,"Me La Avente","Carin Leon",897547,https://open.spotify.com/track/2QwMXe5zbqymDZGYsMDVqZ
111,"Si Estuviésemos Juntos","Bad Bunny",895798,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI
112,Vete,"Bad Bunny",881672,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
113,Callaita,"Bad Bunny",881144,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
114,"Hasta la Miel Amarga (feat. Grupo Firme)","Luis Angel ""El Flaco""",874212,https://open.spotify.com/track/3D3W7rDsuJIAtjInwh6Moc
115,"2 Veces","Los Plebes del Rancho de Ariel Camacho",861261,https://open.spotify.com/track/4cV6ld7uIs906zOwNscoBM
116,"Dime Cómo Quieres","Christian Nodal",858207,https://open.spotify.com/track/4jcxBTrNvyqMJdMDyyjdYV
117,"Pa' Olvidarme De Ella","Piso 21",858083,https://open.spotify.com/track/3lR4O0vtkhCAvVEUEWUL0S
118,"Hasta Que Me Olvides","Luis Miguel",856162,https://open.spotify.com/track/6vPAmoERUMRoTZaCCSWQ12
119,"Mente Positiva","Junior H",852941,https://open.spotify.com/track/3WQilym5Vi4ypxb70vx0eY
120,Reloj,"Rauw Alejandro",850277,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
121,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",847663,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
122,"La Santa","Bad Bunny",845536,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
123,"Si Veo a Tu Mamá","Bad Bunny",836711,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
124,"El Color de Tus Ojos","Banda MS de Sergio Lizárraga",835442,https://open.spotify.com/track/1l77YWrGUp3qX3NS1rz7lq
125,"El Drip","Natanael Cano",835259,https://open.spotify.com/track/5NCBP3ivrIDcHEtzHSW3k0
126,"Don't Start Now","Dua Lipa",831703,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
127,"¿Quién Te Crees?","MC Davo",824544,https://open.spotify.com/track/2LXOSAYiSrTfIf8smheLaz
128,Butter,BTS,822468,https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN
129,"El Amor Soñado","Los Tucanes De Tijuana",821772,https://open.spotify.com/track/587p8shYuTXUhThG3t9x60
130,"El Amor De Tu Vida","Carin Leon",820100,https://open.spotify.com/track/5HpXH64cSBNu26yhw3vK37
131,"Me Dediqué a Perderte","Alejandro Fernández",818678,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr
132,"Levitating (feat. DaBaby)","Dua Lipa",810840,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
133,"Amor Tumbado","Natanael Cano",808217,https://open.spotify.com/track/5aJ1M43pinROpwaPnO8KRj
134,"Disfruto Lo Malo","Junior H",808096,https://open.spotify.com/track/46DU5gYWY2vjE79mbhX4Wv
135,traitor,"Olivia Rodrigo",801353,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
136,Toketeo,"Ghetto Kids",799131,https://open.spotify.com/track/0pRgURvgp75RPKjTGQodau
137,Todavia,"La Factoria",799071,https://open.spotify.com/track/3D5uEBD0cAEGZGUo5j9045
138,"Música Romántica","Pancho Barraza",794420,https://open.spotify.com/track/0gOwkN1piWLMINfj97SogV
139,"Amor Fugaz","Los Del Limit",794232,https://open.spotify.com/track/4O2bxKTnK9En7OPw8kGDDF
140,"Vámonos a Marte","Kevin Kaarl",790702,https://open.spotify.com/track/2TzkIzgzIHhewMxyh1u4hh
141,"drivers license","Olivia Rodrigo",784762,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
142,"Belleza De Cantina","Cardenales De Nuevo León",783187,https://open.spotify.com/track/4ZplewvZRLFcfBa5uyBbhd
143,"Devuélveme a mi chica","Hombres G",778222,https://open.spotify.com/track/1Wrzhfa5bNlqvsnCztz190
144,"La Incondicional","Luis Miguel",775990,https://open.spotify.com/track/6F9yAYUaNbUhdlQyt5uZ3b
145,"Happier Than Ever","Billie Eilish",772694,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
146,"Una Locura",Ozuna,769542,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
147,"El Envidioso","Los Dos Carnales",769439,https://open.spotify.com/track/53PoPAD389bBE4ePYuT95g
148,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",758185,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
149,"Lamento Boliviano","Los Enanitos Verdes",743471,https://open.spotify.com/track/6Pur3hWy6Nzc27ilmsp5HA
150,Leve,"Cartel De Santa",743085,https://open.spotify.com/track/00jpfco62YfQj1BBYCCuKH
151,"Tal Vez","Paulo Londra",742101,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
152,Tú,"Los Elegantes de Jerez",738765,https://open.spotify.com/track/5GkeaIeCEfB0LOqk7sIVHQ
153,"deja vu","Olivia Rodrigo",737408,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
154,"Si Te Vienen a Contar","Cartel De Santa",736711,https://open.spotify.com/track/1qNUhmx3rGjiMRThz7Eruv
155,"Simplemente Gracias","Calibre 50",736308,https://open.spotify.com/track/3K6noLeoPTQJ5jUErC8jT5
156,"Se Me Olvidó","Christian Nodal",733627,https://open.spotify.com/track/7paFC3FEu1WtPVP4Do6VZN
157,"Algo Mágico","Rauw Alejandro",732232,https://open.spotify.com/track/7D93pJcwymzaZx8WgBo2zG
158,"Cada Vez Te Extraño Más","Grupo Firme",731722,https://open.spotify.com/track/70w1mwTod6NgCNV6e7ZlIQ
159,"A Mí","Rels B",725300,https://open.spotify.com/track/7MmrcXVA7A5zZ2CbDuGHNa
160,"No Te Contaron Mal","Christian Nodal",722154,https://open.spotify.com/track/7hbk4BaF66O09R1gq0bKwj
161,"Amor A Primera Vista","Los Ángeles Azules",720392,https://open.spotify.com/track/5Myb8S90Wg0yLec5kmrIGJ
162,Dueles,"Jesse & Joy",716644,https://open.spotify.com/track/1iRvhKiXRElIH2Uf4gd95P
163,"Save Your Tears","The Weeknd",713747,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
164,Locos,"León Larregui",711964,https://open.spotify.com/track/3GSMdtJphymHEsR8K9jT5Q
165,"Así Soy","Santa Fe Klan",711887,https://open.spotify.com/track/5Wvw29RKTFSK0IuCd2qs4m
166,Éxtasis,"Millonario & W. Corona",704333,https://open.spotify.com/track/4xbMF8jx0msGGgrtJaAuXE
167,"Culón Culito","Cartel De Santa",699621,https://open.spotify.com/track/2JNqLKnqJejNzrmRLNFNFL
168,"Watermelon Sugar","Harry Styles",698401,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
169,"Adiós Amor","Christian Nodal",698011,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y
170,"El Amor No Fue Pa´ Mí - En Vivo","Grupo Firme",697020,https://open.spotify.com/track/3dkEwOKhFselY2m22Nj2vi
171,"Vida de Rico",Camilo,696608,https://open.spotify.com/track/4nTduFjaTmGysc9WKNuCcs
172,"Leave The Door Open","Bruno Mars",694220,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
173,Tusa,"KAROL G",693377,https://open.spotify.com/track/0dKg2vGC1hFqcK5LGTaKzX
174,"CÓMO SE SIENTE - Remix","Jhay Cortez",692629,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC
175,Casualidad,"Sofía Reyes",691054,https://open.spotify.com/track/5FcT2TuosRkokjn3xyncER
176,"Con Tus Besos","Eslabon Armado",690485,https://open.spotify.com/track/6WYB1odDfMPVMyp1QxFInT
177,"La Mitad",Camilo,689449,https://open.spotify.com/track/63Zaf8Rci6eOUPqDQ4fUFx
178,"Wow Wow (feat. Becky G)","Maria Becerra",687893,https://open.spotify.com/track/4Yip3hds5IHyT7AqoNHfmX
179,Safaera,"Bad Bunny",686299,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
180,Prometiste,"Pepe Aguilar",682147,https://open.spotify.com/track/2UypFzxfaYgMUnQX2k4qtj
181,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",678221,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
182,"HACIENDO QUE ME AMAS","Bad Bunny",664021,https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4
183,"Relación - Remix",Sech,662359,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
184,Desvelado,"Bobby Pulido",655589,https://open.spotify.com/track/2JJSGhPpATm8lXeYjD95fw
185,Azul,"J Balvin",644083,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
186,"Tan Solo Morro","Aldo Trujillo",642785,https://open.spotify.com/track/5eBzDfTG7m8NUWf14YYQcU
187,Bonita,"Los Dorados",641032,https://open.spotify.com/track/4oonyJXO2PuTXq2KUOdFPH
188,"Every Breath You Take","The Police",640968,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
189,"Chica Ideal","Sebastian Yatra",639871,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
190,"Una Vez","Bad Bunny",634590,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
191,"Dance Monkey","Tones And I",633447,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
192,"Amargo Adiós",Inspector,633236,https://open.spotify.com/track/0zCOT028cU3DeCqN1G18wE
193,"Se Te Nota (with Guaynaa)","Lele Pons",628316,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
194,Idiota,Morat,623089,https://open.spotify.com/track/0cS0bJ0oBylj3TFtz6x9pC
195,"La Difícil","Bad Bunny",620944,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
196,Socios,"Santa Fe Klan",620638,https://open.spotify.com/track/7d8TPVWQLeW5PKrAb76V3N
197,Colapso,"Kevin Kaarl",619132,https://open.spotify.com/track/7dT9D6117e5DbhnKxDLNW9
198,"ALMAS GEMELAS","Myke Towers",616622,https://open.spotify.com/track/2KcNrONbZ0hvBPjvrDO2tx
199,Rosas,"La Oreja de Van Gogh",614031,https://open.spotify.com/track/4waqcUQWdj0yH26STWl2Rq
200,"Desde Morro","Justin Morales",613951,https://open.spotify.com/track/5u6lAvdS8mmHHTHQlC3TtN
