,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
59,"2 Veces","Los Plebes del Rancho de Ariel Camacho",1129507,https://open.spotify.com/track/2G5kj8gYNAVM4pQ0IBBaGA
60,"3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) - Remix",Wisin,1102456,https://open.spotify.com/track/6dyUkkcyYuDiHOwIRXYOJm
61,"Fuentes de Ortiz","Ed Maverick",1099836,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL
62,Duele,"Alejandro Fernández",1072906,https://open.spotify.com/track/6CFaze42M5wiTqMidNtJLE
63,"Se Me Olvidó","Christian Nodal",1056098,https://open.spotify.com/track/7paFC3FEu1WtPVP4Do6VZN
64,"Tattoo - Remix with Camilo","Rauw Alejandro",1044215,https://open.spotify.com/track/4G3PTss3mU33Tau7t4KbwE
65,"Una Locura",Ozuna,1032003,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
66,"Culpable O No - Miénteme Como Siempre","Luis Miguel",1028402,https://open.spotify.com/track/7BwxbmYFy0l3ROHDjV2c14
67,"BOOKER T","Bad Bunny",1027762,https://open.spotify.com/track/26w9NTiE9NGjW1ZvIOd1So
68,"Agua de Jamaica",Maluma,1023825,https://open.spotify.com/track/41BzKiCrKpUQHS3TP0jmdr
69,Tú,"Carin Leon",1019330,https://open.spotify.com/track/1nLs8r6K4YN0avBwUmmTnr
70,Tusa,"KAROL G",1018762,https://open.spotify.com/track/0dKg2vGC1hFqcK5LGTaKzX
71,"No Te Enamores - Remix",Milly,1011522,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
72,"Ponte Pa' Mi","Justin Quiles",1008918,https://open.spotify.com/track/4C6BlqqMwjFzOXzqpTeoWR
73,"Ramito De Violetas","Mi Banda El Mexicano",1004280,https://open.spotify.com/track/6sRaqq9SYsSTPvrWkL1sRy
74,Poco,Reik,1000347,https://open.spotify.com/track/6VZMIyzOupI4vA68RaUgXb
75,"El Güero (Feat. Marca MP)","Grupo Firme",990496,https://open.spotify.com/track/2MeEuwplwbbjZ7hxRI6viw
76,"Si Te Pudiera Mentir","Calibre 50",989249,https://open.spotify.com/track/3p6eieHX6oEOzJStPtEsLu
77,"No Te Contaron Mal","Christian Nodal",987265,https://open.spotify.com/track/7hbk4BaF66O09R1gq0bKwj
78,"Palabra de Hombre","El Fantasma",986323,https://open.spotify.com/track/4CLkDJ4xLqkV4Vt2vPOny1
79,"Me Rehúso","Danny Ocean",985477,https://open.spotify.com/track/6ifUES3keWjwXgae8pXI3o
80,"La Santa","Bad Bunny",979426,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
81,"Watermelon Sugar","Harry Styles",977020,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
82,"Gracias - En Vivo","Grupo Firme",976330,https://open.spotify.com/track/2XlGKZNMkRKvEJsbwQ6MCl
83,"Si Estuviésemos Juntos","Bad Bunny",973715,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI
84,"Mi Cuarto","Jerry Di",972412,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ
85,Azul,"J Balvin",971034,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
86,"Pareja Del Año","Sebastian Yatra",969649,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM
87,PROBLEMA,"Daddy Yankee",968656,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
88,Callaita,"Bad Bunny",964144,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
89,"Tan Bonita","Piso 21",961294,https://open.spotify.com/track/6mm3K0yWp6uzfOMuipM9Zh
90,"El Amor de Tu Vida","Carin Leon",958996,https://open.spotify.com/track/2hqvvHxbWNHBnknhTSKaac
91,"La Jeepeta - Remix","Nio Garcia",957643,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
92,"La Mitad",Camilo,955170,https://open.spotify.com/track/63Zaf8Rci6eOUPqDQ4fUFx
93,Safaera,"Bad Bunny",952046,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
94,"Amor Tumbado","Natanael Cano",945594,https://open.spotify.com/track/6RRfUmnxz3Ef4KZxNBSLgV
95,"Si Veo a Tu Mamá","Bad Bunny",945096,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
96,"CÓMO SE SIENTE - Remix","Jhay Cortez",929674,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC
97,Brillas,"León Larregui",919944,https://open.spotify.com/track/6VuUMo1TusnqBxLTnr3hOI
98,Vete,"Bad Bunny",916180,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
99,"Con Tus Besos","Eslabon Armado",914419,https://open.spotify.com/track/6WYB1odDfMPVMyp1QxFInT
100,"Me Dediqué a Perderte","Alejandro Fernández",911148,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr
101,Golden,"Harry Styles",909668,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
102,Ella,"Junior H",908224,https://open.spotify.com/track/0tKl8ZVM6xJkhznvJAS3Nq
103,"El Envidioso","Los Dos Carnales",906204,https://open.spotify.com/track/53PoPAD389bBE4ePYuT95g
104,"Dance Monkey","Tones And I",898995,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
105,"Heartbreak Anniversary",Giveon,896852,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
106,"Ay, DiOs Mío!","KAROL G",892446,https://open.spotify.com/track/1beTDCe7sT7fzm8WIKXicz
107,"Amor Tumbado","Natanael Cano",886013,https://open.spotify.com/track/5aJ1M43pinROpwaPnO8KRj
108,Nada,"Cali Y El Dandee",884240,https://open.spotify.com/track/4K8cyoCDovlc4FvtUr2Hfx
109,"HACIENDO QUE ME AMAS","Bad Bunny",882727,https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4
110,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,878010,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
111,"Calla Tú","Danna Paola",862602,https://open.spotify.com/track/7jL2tCE0Xn2tunqWayBkte
112,"Somos Los Que Somos - En Vivo","Los 2 de la S",844720,https://open.spotify.com/track/1Z04XN4pH2b8JfdiaIEkl5
113,"Mi Tío Snoop",Aleman,842985,https://open.spotify.com/track/48XgkAh1fkcZqA2EZWCDX6
114,Dynamite,BTS,841672,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
115,"¿Quién Te Crees?","MC Davo",834528,https://open.spotify.com/track/2LXOSAYiSrTfIf8smheLaz
116,"EL POETA",Humbe,829388,https://open.spotify.com/track/2fIPEgY8CJ4hh5UDZa2lB9
117,"Hasta la Miel Amarga (feat. Grupo Firme)","Luis Angel ""El Flaco""",828974,https://open.spotify.com/track/3D3W7rDsuJIAtjInwh6Moc
118,"El Color de Tus Ojos","Banda MS de Sergio Lizárraga",825594,https://open.spotify.com/track/1l77YWrGUp3qX3NS1rz7lq
119,"A Tu Merced","Bad Bunny",823894,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
120,"Fuerte No Soy",Intocable,821743,https://open.spotify.com/track/7A07Yu1dRND3RKDzbhKrDs
121,"Vámonos a Marte","Kevin Kaarl",802949,https://open.spotify.com/track/2TzkIzgzIHhewMxyh1u4hh
122,"Mente Positiva","Junior H",799133,https://open.spotify.com/track/3WQilym5Vi4ypxb70vx0eY
123,Despeinada,Ozuna,793812,https://open.spotify.com/track/0JAZWvvqttGFm4UMDsPQXC
124,"Yo Perreo Sola","Bad Bunny",792398,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
125,"Tu Veneno","J Balvin",787128,https://open.spotify.com/track/5KFHrrBMyGj5MhVbZMM3ts
126,"deja vu","Olivia Rodrigo",786950,https://open.spotify.com/track/61KpQadow081I2AsbeLcsb
127,"Cerrando Ciclos","Banda MS de Sergio Lizárraga",783946,https://open.spotify.com/track/3fBJNawfhtgCmo58trRK2z
128,"Amor A Primera Vista","Los Ángeles Azules",776992,https://open.spotify.com/track/5Myb8S90Wg0yLec5kmrIGJ
129,"Dese Morro","Justin Morales",775346,https://open.spotify.com/track/2LEgTuCP5iezFKHRtI5llW
130,"Por Debajo De La Mesa","Luis Miguel",773687,https://open.spotify.com/track/4FqfHVML025cwjfhAOFbfa
131,"La Media Vuelta","Luis Miguel",771898,https://open.spotify.com/track/1lKI9y1DL6QnYTZguVmACX
132,"Por Mi No Te Detengas","Banda MS de Sergio Lizárraga",768939,https://open.spotify.com/track/3mV5TTtHnXUeOzRkyFKsVl
133,"Break My Heart","Dua Lipa",765392,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
134,"Devuélveme a mi chica","Hombres G",765005,https://open.spotify.com/track/1Wrzhfa5bNlqvsnCztz190
135,"Tengo Todo Excepto a Ti","Luis Miguel",764595,https://open.spotify.com/track/27XboT5Wb8VOn7A0heo3Ei
136,Ignorantes,"Bad Bunny",763530,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
137,"Vida Ventajosa","Los Dos Carnales",761264,https://open.spotify.com/track/72kaj3MRKcGnv2dbukJQRA
138,Millones,Camilo,760957,https://open.spotify.com/track/3YAnNBdk0uHyakXXzMbNJq
139,Jeans,"Justin Quiles",755047,https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW
140,"Fan de Tus Fotos","Nicky Jam",753336,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
141,"Otra Noche Sin Ti","J Balvin",746502,https://open.spotify.com/track/2CdTLdDjwZdVcm0bresVWx
142,Favorito,Camilo,744912,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q
143,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)","Super Yei",742117,https://open.spotify.com/track/5DoLhdU27owX1NMrKLUbUl
144,"Hola - Remix",Dalex,741124,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
145,"De Cora <3","Rauw Alejandro",737253,https://open.spotify.com/track/22Sh5dlwbERqJAq1fZk5b2
146,"Lamento Boliviano","Los Enanitos Verdes",735836,https://open.spotify.com/track/6Pur3hWy6Nzc27ilmsp5HA
147,Todavia,"La Factoria",731982,https://open.spotify.com/track/3D5uEBD0cAEGZGUo5j9045
148,Tú,"Los Elegantes de Jerez",731493,https://open.spotify.com/track/5GkeaIeCEfB0LOqk7sIVHQ
149,"Voy a Amarte","Perdidos De Sinaloa",730039,https://open.spotify.com/track/5SP2ca8eU4WFK2LLdVQvmx
150,"La Forma en Que Me Miras","Super Yei",728603,https://open.spotify.com/track/57Ba26w9eoXx8BBUNgRNLV
151,"Sigues Con El","Dímelo Flow",727347,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
152,Prometiste,"Pepe Aguilar",724055,https://open.spotify.com/track/2UypFzxfaYgMUnQX2k4qtj
153,"En Peligro de Extinción","La Adictiva Banda San José de Mesillas",722718,https://open.spotify.com/track/1Utd9DbmWNHWjEuzItBmRX
154,"Travesuras - Remix","Nio Garcia",722253,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
155,Desvelado,"Bobby Pulido",720162,https://open.spotify.com/track/2JJSGhPpATm8lXeYjD95fw
156,"La Difícil","Bad Bunny",719900,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
157,"Tal Vez","Paulo Londra",717446,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
158,Jangueo,"Alex Rose",716079,https://open.spotify.com/track/1bRpSCFv6P2OUhciByeRYR
159,"Ya Me Enteré","Chayín Rubio",714758,https://open.spotify.com/track/4ggabbjjuHrG06SsYnqvEs
160,"Adiós Amor","Christian Nodal",714211,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y
161,Chivirika,"El Villanord",710903,https://open.spotify.com/track/0cGy3K7zTivPgk3iUC91nz
162,"En Realidad","Ángela Aguilar",706041,https://open.spotify.com/track/0yig7Mn3nsz17bRgyeameH
163,"Una Vez","Bad Bunny",703862,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
164,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,700711,https://open.spotify.com/track/78SeXVRJ7KCqVmOwTiFjnI
165,"Te Vi","Piso 21",698564,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
166,"Adore You","Harry Styles",698002,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
167,Aloha,Maluma,695385,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
168,"A Mí","Rels B",694909,https://open.spotify.com/track/7MmrcXVA7A5zZ2CbDuGHNa
169,"Amor en Coma","Manuel Turizo",690234,https://open.spotify.com/track/0kRU83ecI57Iw1kPTeUwK5
170,"Mala Fama","Danna Paola",685985,https://open.spotify.com/track/2D9itdl85AQVNpTfrxvUGj
171,"Tuyo y Mío",Camilo,685410,https://open.spotify.com/track/4msyEItsAavVb5pZYCuz4n
172,"El Efecto","Rauw Alejandro",684369,https://open.spotify.com/track/4SJHHpKhcuXwDsCsPqshXj
173,"Belleza De Cantina","Cardenales De Nuevo León",683966,https://open.spotify.com/track/4ZplewvZRLFcfBa5uyBbhd
174,Runaway,AURORA,683224,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
175,"Disfruto Lo Malo","Junior H",680899,https://open.spotify.com/track/7LH2UUuyMHt7035PLZQ8wx
176,"Cada Vez Te Extraño Más","Grupo Firme",680266,https://open.spotify.com/track/70w1mwTod6NgCNV6e7ZlIQ
177,"Todos Hablan, Nada Saben","Aldo Trujillo",678269,https://open.spotify.com/track/0SIooo95Kba3UwPBRUOcmd
178,Probablemente,"Christian Nodal",674620,https://open.spotify.com/track/4prmUBle7TtAeeUgCnsc3Z
179,"El Roto - En Vivo","Grupo Firme",672909,https://open.spotify.com/track/21bfgzz92T3L96IsFn8Kvy
180,"Nace Un Borracho","Christian Nodal",669080,https://open.spotify.com/track/6SnO4yCCYtz2rffMpEAlro
181,Suave,"Luis Miguel",666210,https://open.spotify.com/track/4p7XH4NhQ25iGYrrbg93gt
182,Believer,"Imagine Dragons",664188,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
183,Levitating,"Dua Lipa",659554,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
184,"El Paciente","Alfredo Olivas",654745,https://open.spotify.com/track/2Nk3gXgekore0lfB7PCnub
185,"Tú Me Dejaste De Querer","C. Tangana",653340,https://open.spotify.com/track/5ddFjrPG8NgQQ6xlOQIVd2
186,"La Escuela No Me Gustó","Adriel Favela",650195,https://open.spotify.com/track/4qArKIA7dnmdushoBlkV94
187,"Qué Nivel De Mujer","Luis Miguel",644602,https://open.spotify.com/track/4yakD6EKEjeMezENNCSlcc
188,Polvo,"Nicky Jam",643554,https://open.spotify.com/track/68mrW6gXHgupgSiDHgaDi5
189,"Te Apuesto - En vivo","Marca MP",643531,https://open.spotify.com/track/7wnO6pBzcWWT8zT4vFx7hM
190,Chachachá,"Jósean Log",640505,https://open.spotify.com/track/6aommJFM8i3iT4inKuDSXh
191,"100 Años","Carlos Rivera",638179,https://open.spotify.com/track/33Va5mHYSweB26k0OsZAdu
192,"Another One Bites The Dust - Remastered 2011",Queen,637377,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
193,Rosas,"La Oreja de Van Gogh",637058,https://open.spotify.com/track/4waqcUQWdj0yH26STWl2Rq
194,"Kiss Me More (feat. SZA)","Doja Cat",635401,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK
195,Rojo,"J Balvin",631353,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
196,"Every Breath You Take","The Police",630705,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
197,"Simplemente Gracias","Calibre 50",630040,https://open.spotify.com/track/3K6noLeoPTQJ5jUErC8jT5
198,Bonita,Jeeiph,623435,https://open.spotify.com/track/2Q7KYjCv7XaLc0KRGY9m50
199,Locos,"León Larregui",622422,https://open.spotify.com/track/3GSMdtJphymHEsR8K9jT5Q
200,"Vete Ya","Valentín Elizalde",620913,https://open.spotify.com/track/3gqgSM82j6NMAj4Jllr06T
