,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
41,"Vida de Rico",Camilo,1361127,https://open.spotify.com/track/4nTduFjaTmGysc9WKNuCcs
42,"2 Veces","Los Plebes del Rancho de Ariel Camacho",1354487,https://open.spotify.com/track/2G5kj8gYNAVM4pQ0IBBaGA
43,"Me La Avente","Carin Leon",1342483,https://open.spotify.com/track/2QwMXe5zbqymDZGYsMDVqZ
44,"Don't Start Now","Dua Lipa",1329824,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
45,"BOOKER T","Bad Bunny",1296003,https://open.spotify.com/track/26w9NTiE9NGjW1ZvIOd1So
46,"LA CANCIÓN","J Balvin",1277224,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
47,"Calla Tú","Danna Paola",1274439,https://open.spotify.com/track/7jL2tCE0Xn2tunqWayBkte
48,BEBÉ,Camilo,1273089,https://open.spotify.com/track/3Zf4GutWZ7Hv3wsVQsSQPs
49,"Tu Veneno","J Balvin",1271707,https://open.spotify.com/track/5KFHrrBMyGj5MhVbZMM3ts
50,"De Los Besos Que Te Di","Christian Nodal",1254408,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97
51,Tusa,"KAROL G",1186923,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
52,"Mi Cuarto","Jerry Di",1178321,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ
53,"Ponte Pa' Mi","Justin Quiles",1175017,https://open.spotify.com/track/4C6BlqqMwjFzOXzqpTeoWR
54,"The Business",Tiësto,1173921,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
55,"EL POETA",Humbe,1145031,https://open.spotify.com/track/2fIPEgY8CJ4hh5UDZa2lB9
56,"3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) - Remix",Wisin,1140280,https://open.spotify.com/track/6dyUkkcyYuDiHOwIRXYOJm
57,PROBLEMA,"Daddy Yankee",1134660,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
58,Duele,"Alejandro Fernández",1132649,https://open.spotify.com/track/6CFaze42M5wiTqMidNtJLE
59,"No Te Enamores - Remix",Milly,1128757,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
60,"Watermelon Sugar","Harry Styles",1119525,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
61,"Levitating (feat. DaBaby)","Dua Lipa",1117352,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
62,"Ahora Te Puedes Marchar","Luis Miguel",1110870,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E
63,"Agua de Jamaica",Maluma,1107942,https://open.spotify.com/track/41BzKiCrKpUQHS3TP0jmdr
64,"No Me Conoce - Remix","Jhay Cortez",1094120,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
65,"Una Locura",Ozuna,1081173,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
66,"Ramito De Violetas","Mi Banda El Mexicano",1078881,https://open.spotify.com/track/6sRaqq9SYsSTPvrWkL1sRy
67,Azul,"J Balvin",1076974,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
68,Tú,"Carin Leon",1066843,https://open.spotify.com/track/1nLs8r6K4YN0avBwUmmTnr
69,"Ay, DiOs Mío!","KAROL G",1062778,https://open.spotify.com/track/7x4ASXYEKfQBCewcZhK776
70,"Se Me Olvidó","Christian Nodal",1059056,https://open.spotify.com/track/7paFC3FEu1WtPVP4Do6VZN
71,"Leave The Door Open","Bruno Mars",1054914,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
72,"Fuentes de Ortiz","Ed Maverick",1051929,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL
73,"Palabra de Hombre","El Fantasma",1044187,https://open.spotify.com/track/4CLkDJ4xLqkV4Vt2vPOny1
74,"Tattoo - Remix with Camilo","Rauw Alejandro",1042816,https://open.spotify.com/track/4G3PTss3mU33Tau7t4KbwE
75,Jeans,"Justin Quiles",1041451,https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW
76,"Los No Tan Tristes","Nanpa Básico",1031986,https://open.spotify.com/track/4soIDKXJbxGnSMmADYnANT
77,Golden,"Harry Styles",1018533,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
78,"La Jeepeta - Remix","Nio Garcia",1017364,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
79,Nada,"Cali Y El Dandee",1007156,https://open.spotify.com/track/4K8cyoCDovlc4FvtUr2Hfx
80,"Mi Tío Snoop",Aleman,1006231,https://open.spotify.com/track/48XgkAh1fkcZqA2EZWCDX6
81,"Si Te Pudiera Mentir","Calibre 50",1002964,https://open.spotify.com/track/3p6eieHX6oEOzJStPtEsLu
82,Safaera,"Bad Bunny",996495,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
83,"La Mitad",Camilo,989356,https://open.spotify.com/track/63Zaf8Rci6eOUPqDQ4fUFx
84,"No Te Contaron Mal","Christian Nodal",988311,https://open.spotify.com/track/7hbk4BaF66O09R1gq0bKwj
85,"El Roto - En Vivo","Grupo Firme",985548,https://open.spotify.com/track/21bfgzz92T3L96IsFn8Kvy
86,"Si Veo a Tu Mamá","Bad Bunny",981058,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
87,"La Santa","Bad Bunny",972807,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
88,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,965685,https://open.spotify.com/track/78SeXVRJ7KCqVmOwTiFjnI
89,"El Güero (Feat. Marca MP)","Grupo Firme",952776,https://open.spotify.com/track/2MeEuwplwbbjZ7hxRI6viw
90,"HACIENDO QUE ME AMAS","Bad Bunny",951731,https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4
91,"Quiéreme Mientras Se Pueda","Manuel Turizo",948294,https://open.spotify.com/track/34LI7rwi9H8w2S5KTHnv1M
92,"Dance Monkey","Tones And I",948211,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
93,"Me Rehúso","Danny Ocean",937309,https://open.spotify.com/track/6ifUES3keWjwXgae8pXI3o
94,Brillas,"León Larregui",931245,https://open.spotify.com/track/6VuUMo1TusnqBxLTnr3hOI
95,Dynamite,BTS,922038,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
96,"Si Estuviésemos Juntos","Bad Bunny",920708,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI
97,"El Envidioso","Los Dos Carnales",919356,https://open.spotify.com/track/53PoPAD389bBE4ePYuT95g
98,"Hold On","Justin Bieber",900078,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
99,Callaita,"Bad Bunny",894316,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
100,"De Cora <3","Rauw Alejandro",892181,https://open.spotify.com/track/22Sh5dlwbERqJAq1fZk5b2
101,"El Color de Tus Ojos","Banda MS de Sergio Lizárraga",890647,https://open.spotify.com/track/1l77YWrGUp3qX3NS1rz7lq
102,Poco,Reik,888309,https://open.spotify.com/track/6VZMIyzOupI4vA68RaUgXb
103,"CÓMO SE SIENTE - Remix","Jhay Cortez",881502,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC
104,"El Amor de Tu Vida","Carin Leon",880574,https://open.spotify.com/track/2hqvvHxbWNHBnknhTSKaac
105,"Me Dediqué a Perderte","Alejandro Fernández",879147,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr
106,Vete,"Bad Bunny",877293,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
107,"Cerrando Ciclos","Banda MS de Sergio Lizárraga",870733,https://open.spotify.com/track/3fBJNawfhtgCmo58trRK2z
108,"Con Tus Besos","Eslabon Armado",867131,https://open.spotify.com/track/6WYB1odDfMPVMyp1QxFInT
109,"Fan de Tus Fotos","Nicky Jam",853189,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
110,Despeinada,Ozuna,853166,https://open.spotify.com/track/0JAZWvvqttGFm4UMDsPQXC
111,"A Tu Merced","Bad Bunny",851080,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
112,"Yo Perreo Sola","Bad Bunny",831248,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
113,"Break My Heart","Dua Lipa",830536,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
114,"Somos Los Que Somos - En Vivo","Los 2 de la S",829475,https://open.spotify.com/track/1Z04XN4pH2b8JfdiaIEkl5
115,"La Incondicional","Luis Miguel",826215,https://open.spotify.com/track/6F9yAYUaNbUhdlQyt5uZ3b
116,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)","Super Yei",825584,https://open.spotify.com/track/5DoLhdU27owX1NMrKLUbUl
117,"Por Mi No Te Detengas","Banda MS de Sergio Lizárraga",825192,https://open.spotify.com/track/3mV5TTtHnXUeOzRkyFKsVl
118,"Astronaut In The Ocean","Masked Wolf",804213,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
119,"Caramelo - Remix",Ozuna,798945,https://open.spotify.com/track/67jvGGbJmOmVonlyX3mNkV
120,Jangueo,"Alex Rose",792751,https://open.spotify.com/track/1bRpSCFv6P2OUhciByeRYR
121,"Sigues Con El","Dímelo Flow",786533,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
122,TUY,"Cartel De Santa",783430,https://open.spotify.com/track/7IQB5Jkkf8bKW6BDdEu97N
123,"¿Quién Te Crees?","MC Davo",782208,https://open.spotify.com/track/2LXOSAYiSrTfIf8smheLaz
124,"Devuélveme a mi chica","Hombres G",778269,https://open.spotify.com/track/1Wrzhfa5bNlqvsnCztz190
125,"La Forma en Que Me Miras","Super Yei",773000,https://open.spotify.com/track/57Ba26w9eoXx8BBUNgRNLV
126,"Amor A Primera Vista","Los Ángeles Azules",771590,https://open.spotify.com/track/5Myb8S90Wg0yLec5kmrIGJ
127,Ignorantes,"Bad Bunny",765616,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
128,Polvo,"Nicky Jam",760008,https://open.spotify.com/track/68mrW6gXHgupgSiDHgaDi5
129,"Lamento Boliviano","Los Enanitos Verdes",758742,https://open.spotify.com/track/6Pur3hWy6Nzc27ilmsp5HA
130,"Vámonos a Marte","Kevin Kaarl",758062,https://open.spotify.com/track/2TzkIzgzIHhewMxyh1u4hh
131,"Hola - Remix",Dalex,755287,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
132,"Adore You","Harry Styles",753761,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
133,"Therefore I Am","Billie Eilish",750442,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
134,"Ya Me Enteré","Chayín Rubio",749711,https://open.spotify.com/track/4ggabbjjuHrG06SsYnqvEs
135,Ella,"Junior H",746901,https://open.spotify.com/track/0tKl8ZVM6xJkhznvJAS3Nq
136,"Fuerte No Soy",Intocable,742272,https://open.spotify.com/track/7A07Yu1dRND3RKDzbhKrDs
137,Tú,"Los Elegantes de Jerez",742185,https://open.spotify.com/track/5GkeaIeCEfB0LOqk7sIVHQ
138,"Además de Mí - Remix",Rusherking,741943,https://open.spotify.com/track/7I8L3vYCLThw2FDrE6LuzE
139,"La Difícil","Bad Bunny",739374,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
140,"A Mí","Rels B",737333,https://open.spotify.com/track/7MmrcXVA7A5zZ2CbDuGHNa
141,"Vete Ya","Valentín Elizalde",736722,https://open.spotify.com/track/3gqgSM82j6NMAj4Jllr06T
142,"Vida Ventajosa","Los Dos Carnales",732807,https://open.spotify.com/track/72kaj3MRKcGnv2dbukJQRA
143,"Tú Me Dejaste De Querer","C. Tangana",731615,https://open.spotify.com/track/5ddFjrPG8NgQQ6xlOQIVd2
144,"Amor Tumbado","Natanael Cano",729017,https://open.spotify.com/track/5aJ1M43pinROpwaPnO8KRj
145,"Desde Morro","Justin Morales",725255,https://open.spotify.com/track/5u6lAvdS8mmHHTHQlC3TtN
146,Streets,"Doja Cat",723999,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
147,Prometiste,"Pepe Aguilar",722881,https://open.spotify.com/track/2UypFzxfaYgMUnQX2k4qtj
148,"Mente Positiva","Junior H",721525,https://open.spotify.com/track/3WQilym5Vi4ypxb70vx0eY
149,"100 Años","Carlos Rivera",719276,https://open.spotify.com/track/4XKC4nfeXgyd4KQDu8arKL
150,Favorito,Camilo,714843,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q
151,"Cada Vez Te Extraño Más","Grupo Firme",711220,https://open.spotify.com/track/70w1mwTod6NgCNV6e7ZlIQ
152,"Vaya Vaya","Cartel De Santa",710825,https://open.spotify.com/track/2kTYr1MEn7lzybRudQpmWx
153,"Nace Un Borracho","Christian Nodal",706189,https://open.spotify.com/track/6SnO4yCCYtz2rffMpEAlro
154,"El Buho","Luis R Conriquez",705842,https://open.spotify.com/track/6IK6ltyraU1WrC586feemA
155,"Tal Vez","Paulo Londra",705195,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
156,"Te Vi","Piso 21",703722,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
157,"La Escuela No Me Gustó","Adriel Favela",703631,https://open.spotify.com/track/4qArKIA7dnmdushoBlkV94
158,"Mala Fama","Danna Paola",701862,https://open.spotify.com/track/2D9itdl85AQVNpTfrxvUGj
159,"Hasta la Miel Amarga (feat. Grupo Firme)","Luis Angel ""El Flaco""",700243,https://open.spotify.com/track/3D3W7rDsuJIAtjInwh6Moc
160,"En Peligro de Extinción","La Adictiva Banda San José de Mesillas",697808,https://open.spotify.com/track/1Utd9DbmWNHWjEuzItBmRX
161,"Another One Bites The Dust - Remastered 2011",Queen,696195,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
162,Rojo,"J Balvin",695529,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
163,Chachachá,"Jósean Log",690796,https://open.spotify.com/track/6aommJFM8i3iT4inKuDSXh
164,Todavia,"La Factoria",690556,https://open.spotify.com/track/3D5uEBD0cAEGZGUo5j9045
165,"Culpable O No - Miénteme Como Siempre","Luis Miguel",690345,https://open.spotify.com/track/7BwxbmYFy0l3ROHDjV2c14
166,"La Curiosidad (feat. Dj Nelson, Jhay Cortez, Lunay & Kendo Kaponi) - Blue Grand Prix Remix","Jay Wheeler",690326,https://open.spotify.com/track/7LE1K0lZyRFZjSlrnm7lfD
167,"Adiós Amor","Christian Nodal",688942,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y
168,Believer,"Imagine Dragons",686161,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
169,"Belleza De Cantina","Cardenales De Nuevo León",686146,https://open.spotify.com/track/4ZplewvZRLFcfBa5uyBbhd
170,Desvelado,"Bobby Pulido",682840,https://open.spotify.com/track/2JJSGhPpATm8lXeYjD95fw
171,"Every Breath You Take","The Police",676749,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
172,"We're Good","Dua Lipa",676641,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
173,"Tuyo y Mío",Camilo,676277,https://open.spotify.com/track/4msyEItsAavVb5pZYCuz4n
174,"L-Gante Rkt","Papu DJ",675837,https://open.spotify.com/track/6EHrppRT1Uj4cyShAujxFu
175,"Ride It",Regard,664360,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
176,"El Efecto","Rauw Alejandro",661585,https://open.spotify.com/track/4SJHHpKhcuXwDsCsPqshXj
177,"Simplemente Gracias","Calibre 50",660782,https://open.spotify.com/track/3K6noLeoPTQJ5jUErC8jT5
178,"No Bailes Sola","Danna Paola",659227,https://open.spotify.com/track/411nmd0QMzty1UjCWSo3rc
179,"Prisoner (feat. Dua Lipa)","Miley Cyrus",656549,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
180,Bonita,Jeeiph,654716,https://open.spotify.com/track/2Q7KYjCv7XaLc0KRGY9m50
181,"Amor Tóxico","Christian Nodal",654629,https://open.spotify.com/track/5LPlvbxA6bJQHvUW12Mr22
182,"Una Vez","Bad Bunny",654113,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
183,Probablemente,"Christian Nodal",654098,https://open.spotify.com/track/4prmUBle7TtAeeUgCnsc3Z
184,Caramelo,Ozuna,645753,https://open.spotify.com/track/5Jm4w8jmPEBTLjI9vH4fXo
185,"Te Volvería A Elegir","Calibre 50",639577,https://open.spotify.com/track/7e8uUH6bOLxpXDm9lARsbI
186,"Christian Dior","Jhay Cortez",639233,https://open.spotify.com/track/4jOBQxq4Ffd8DDrsN4wPOR
187,"Elegí (feat. Dímelo Flow)","Rauw Alejandro",638383,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau
188,"Amargo Adiós",Inspector,637703,https://open.spotify.com/track/0zCOT028cU3DeCqN1G18wE
189,"Te Conocí en Japón",Humbe,633139,https://open.spotify.com/track/1QSvHSBcPlSlHhsntszy85
190,Locos,"León Larregui",629667,https://open.spotify.com/track/3GSMdtJphymHEsR8K9jT5Q
191,Caballero,"Alejandro Fernández",629080,https://open.spotify.com/track/6jrK6Y8d9tvjAjurI4W99u
192,Relación,Sech,626095,https://open.spotify.com/track/3ZG8N7aWw2meb6UrI5ZmnZ
193,"Corazón partío","Alejandro Sanz",625975,https://open.spotify.com/track/0wQCKR9OFjYu5Kzrk7WivJ
194,ADMV,Maluma,621975,https://open.spotify.com/track/4j3iq13kHs5PB94jdTp3Y3
195,"De Una Vez","Selena Gomez",620225,https://open.spotify.com/track/1v3lhrZEsOcazqR2QIyyRu
196,"11 PM",Maluma,620208,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
197,China,"Anuel AA",620164,https://open.spotify.com/track/0KkIkfsLEJbrcIhYsCL7L5
198,Seremos,"El Bebeto",618058,https://open.spotify.com/track/0B5nnPv1ebuo0VFXCMfUij
199,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,617216,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
200,Penitencia,"Nanpa Básico",616945,https://open.spotify.com/track/7aHkSmt0l7xTgCaAYvSZ9L
