,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
74,"Se Te Nota (with Guaynaa)","Lele Pons",1011702,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
75,"Agua de Jamaica",Maluma,1001572,https://open.spotify.com/track/41BzKiCrKpUQHS3TP0jmdr
76,"Palabra de Hombre","El Fantasma",999112,https://open.spotify.com/track/4CLkDJ4xLqkV4Vt2vPOny1
77,"La Mitad",Camilo,997257,https://open.spotify.com/track/63Zaf8Rci6eOUPqDQ4fUFx
78,Tú,"Carin Leon",975600,https://open.spotify.com/track/1nLs8r6K4YN0avBwUmmTnr
79,"La Tóxica",Farruko,960653,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv
80,"Una Locura",Ozuna,960580,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
81,"Tattoo - Remix with Camilo","Rauw Alejandro",951753,https://open.spotify.com/track/4G3PTss3mU33Tau7t4KbwE
82,"Me Rehúso","Danny Ocean",947371,https://open.spotify.com/track/6ifUES3keWjwXgae8pXI3o
83,"No Te Enamores - Remix",Milly,945553,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
84,PROBLEMA,"Daddy Yankee",943311,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
85,Azul,"J Balvin",941008,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
86,"Con Tus Besos","Eslabon Armado",935285,https://open.spotify.com/track/6WYB1odDfMPVMyp1QxFInT
87,"Ramito De Violetas","Mi Banda El Mexicano",932805,https://open.spotify.com/track/6sRaqq9SYsSTPvrWkL1sRy
88,Ella,"Junior H",932209,https://open.spotify.com/track/0tKl8ZVM6xJkhznvJAS3Nq
89,"El Güero (Feat. Marca MP)","Grupo Firme",931319,https://open.spotify.com/track/2MeEuwplwbbjZ7hxRI6viw
90,"El Amor De Tu Vida","Carin Leon",927813,https://open.spotify.com/track/5HpXH64cSBNu26yhw3vK37
91,Tusa,"KAROL G",927710,https://open.spotify.com/track/0dKg2vGC1hFqcK5LGTaKzX
92,"Ponte Pa' Mi","Justin Quiles",918429,https://open.spotify.com/track/4C6BlqqMwjFzOXzqpTeoWR
93,"Mi Cuarto","Jerry Di",917278,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ
94,"Watermelon Sugar","Harry Styles",916031,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
95,"El Envidioso","Los Dos Carnales",906757,https://open.spotify.com/track/53PoPAD389bBE4ePYuT95g
96,"La Santa","Bad Bunny",905537,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
97,Callaita,"Bad Bunny",899890,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
98,"BOOKER T","Bad Bunny",890410,https://open.spotify.com/track/26w9NTiE9NGjW1ZvIOd1So
99,Brillas,"León Larregui",885786,https://open.spotify.com/track/6VuUMo1TusnqBxLTnr3hOI
100,Golden,"Harry Styles",884000,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
101,"Dance Monkey","Tones And I",882228,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
102,"Si Estuviésemos Juntos","Bad Bunny",880747,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI
103,Safaera,"Bad Bunny",876018,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
104,"Somos Los Que Somos - En Vivo","Los 2 de la S",875448,https://open.spotify.com/track/1Z04XN4pH2b8JfdiaIEkl5
105,"La Jeepeta - Remix","Nio Garcia",873344,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
106,Dynamite,BTS,866601,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
107,"Si Veo a Tu Mamá","Bad Bunny",864384,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
108,"CÓMO SE SIENTE - Remix","Jhay Cortez",864047,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC
109,"Me Dediqué a Perderte","Alejandro Fernández",859905,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr
110,Vete,"Bad Bunny",851810,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
111,"Si Te Pudiera Mentir","Calibre 50",851360,https://open.spotify.com/track/3p6eieHX6oEOzJStPtEsLu
112,Poco,Reik,839384,https://open.spotify.com/track/6VZMIyzOupI4vA68RaUgXb
113,512,Mora,839090,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2
114,Suave,"Luis Miguel",838925,https://open.spotify.com/track/4p7XH4NhQ25iGYrrbg93gt
115,"Mi Tío Snoop",Aleman,806183,https://open.spotify.com/track/48XgkAh1fkcZqA2EZWCDX6
116,"Heartbreak Anniversary",Giveon,805047,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
117,"deja vu","Olivia Rodrigo",801072,https://open.spotify.com/track/61KpQadow081I2AsbeLcsb
118,"Ay, DiOs Mío!","KAROL G",800424,https://open.spotify.com/track/1beTDCe7sT7fzm8WIKXicz
119,"Amor A Primera Vista","Los Ángeles Azules",792745,https://open.spotify.com/track/5Myb8S90Wg0yLec5kmrIGJ
120,"Hasta la Miel Amarga (feat. Grupo Firme)","Luis Angel ""El Flaco""",792567,https://open.spotify.com/track/3D3W7rDsuJIAtjInwh6Moc
121,"Desde Morro","Justin Morales",789963,https://open.spotify.com/track/2zVwQPvU5931c7zS0u7wWW
122,"El Color de Tus Ojos","Banda MS de Sergio Lizárraga",789108,https://open.spotify.com/track/1l77YWrGUp3qX3NS1rz7lq
123,"L-Gante: RKT SESSIONS #1","Papu DJ",786330,https://open.spotify.com/track/4A9u8OrzFYbxdjiydkNdUi
124,"Ma Vie (feat. Yay)","Kidd Keo",784930,https://open.spotify.com/track/6UU24wuWgGwuSBAxDH866Z
125,"Vámonos a Marte","Kevin Kaarl",784649,https://open.spotify.com/track/2TzkIzgzIHhewMxyh1u4hh
126,"Mente Positiva","Junior H",780422,https://open.spotify.com/track/3WQilym5Vi4ypxb70vx0eY
127,"Fuerte No Soy",Intocable,775867,https://open.spotify.com/track/7A07Yu1dRND3RKDzbhKrDs
128,"Amor Tumbado","Natanael Cano",774352,https://open.spotify.com/track/5aJ1M43pinROpwaPnO8KRj
129,"A Tu Merced","Bad Bunny",768730,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
130,"EL POETA",Humbe,766588,https://open.spotify.com/track/2fIPEgY8CJ4hh5UDZa2lB9
131,"Por Debajo De La Mesa","Luis Miguel",765695,https://open.spotify.com/track/4FqfHVML025cwjfhAOFbfa
132,"Fan de Tus Fotos","Nicky Jam",765327,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
133,"Cerrando Ciclos","Banda MS de Sergio Lizárraga",763358,https://open.spotify.com/track/3fBJNawfhtgCmo58trRK2z
134,"Break My Heart","Dua Lipa",760221,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
135,Poblado,Crissin,757880,https://open.spotify.com/track/7xT1n5JKpB0bMPh6FL589e
136,"HACIENDO QUE ME AMAS","Bad Bunny",756287,https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4
137,"La Media Vuelta","Luis Miguel",755716,https://open.spotify.com/track/1lKI9y1DL6QnYTZguVmACX
138,"Nace Un Borracho","Christian Nodal",752122,https://open.spotify.com/track/6SnO4yCCYtz2rffMpEAlro
139,"Voy a Amarte","Perdidos De Sinaloa",749826,https://open.spotify.com/track/5SP2ca8eU4WFK2LLdVQvmx
140,"Devuélveme a mi chica","Hombres G",746886,https://open.spotify.com/track/1Wrzhfa5bNlqvsnCztz190
141,Aloha,Maluma,745066,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
142,Millones,Camilo,744889,https://open.spotify.com/track/3YAnNBdk0uHyakXXzMbNJq
143,"Yo Perreo Sola","Bad Bunny",744876,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
144,"Vida Ventajosa","Los Dos Carnales",740100,https://open.spotify.com/track/72kaj3MRKcGnv2dbukJQRA
145,Tú,"Los Elegantes de Jerez",739698,https://open.spotify.com/track/5GkeaIeCEfB0LOqk7sIVHQ
146,"Tengo Todo Excepto a Ti","Luis Miguel",737397,https://open.spotify.com/track/27XboT5Wb8VOn7A0heo3Ei
147,"En El Refuego","Grupo Diez 4tro",736579,https://open.spotify.com/track/5a03ZGBn3dqr3H3W3li7FO
148,"Calla Tú","Danna Paola",733987,https://open.spotify.com/track/7jL2tCE0Xn2tunqWayBkte
149,"La Forma en Que Me Miras","Super Yei",731585,https://open.spotify.com/track/57Ba26w9eoXx8BBUNgRNLV
150,"Otra Noche Sin Ti","J Balvin",725335,https://open.spotify.com/track/2CdTLdDjwZdVcm0bresVWx
151,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,723187,https://open.spotify.com/track/78SeXVRJ7KCqVmOwTiFjnI
152,Probablemente,"Christian Nodal",721068,https://open.spotify.com/track/4prmUBle7TtAeeUgCnsc3Z
153,"Adiós Amor","Christian Nodal",715499,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y
154,"Por Mi No Te Detengas","Banda MS de Sergio Lizárraga",715119,https://open.spotify.com/track/3mV5TTtHnXUeOzRkyFKsVl
155,"Lamento Boliviano","Los Enanitos Verdes",711457,https://open.spotify.com/track/6Pur3hWy6Nzc27ilmsp5HA
156,Todavia,"La Factoria",710577,https://open.spotify.com/track/3D5uEBD0cAEGZGUo5j9045
157,Runaway,AURORA,709845,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
158,"Tú Me Dejaste De Querer","C. Tangana",706493,https://open.spotify.com/track/5ddFjrPG8NgQQ6xlOQIVd2
159,Levitating,"Dua Lipa",701073,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
160,"En Peligro de Extinción","La Adictiva Banda San José de Mesillas",694198,https://open.spotify.com/track/1Utd9DbmWNHWjEuzItBmRX
161,Prometiste,"Pepe Aguilar",693844,https://open.spotify.com/track/2UypFzxfaYgMUnQX2k4qtj
162,"Ya Me Enteré","Chayín Rubio",693599,https://open.spotify.com/track/4ggabbjjuHrG06SsYnqvEs
163,"Tuyo y Mío",Camilo,691593,https://open.spotify.com/track/4msyEItsAavVb5pZYCuz4n
164,"Travesuras - Remix","Nio Garcia",689770,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
165,Jangueo,"Alex Rose",689681,https://open.spotify.com/track/1bRpSCFv6P2OUhciByeRYR
166,Ignorantes,"Bad Bunny",688735,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
167,"En Realidad","Ángela Aguilar",688674,https://open.spotify.com/track/0yig7Mn3nsz17bRgyeameH
168,"Hola - Remix",Dalex,688258,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
169,Desvelado,"Bobby Pulido",687076,https://open.spotify.com/track/2JJSGhPpATm8lXeYjD95fw
170,"Amor en Coma","Manuel Turizo",680359,https://open.spotify.com/track/0kRU83ecI57Iw1kPTeUwK5
171,"Tu Veneno","J Balvin",680262,https://open.spotify.com/track/5KFHrrBMyGj5MhVbZMM3ts
172,"A Mí","Rels B",679364,https://open.spotify.com/track/7MmrcXVA7A5zZ2CbDuGHNa
173,"Te Apuesto - En vivo","Marca MP",674761,https://open.spotify.com/track/7wnO6pBzcWWT8zT4vFx7hM
174,"Adore You","Harry Styles",668642,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
175,"Tal Vez","Paulo Londra",666082,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
176,"Una Vez","Bad Bunny",664480,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
177,Nada,"Cali Y El Dandee",663600,https://open.spotify.com/track/4K8cyoCDovlc4FvtUr2Hfx
178,"Sigues Con El","Dímelo Flow",662584,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
179,"La Difícil","Bad Bunny",662454,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
180,"Te Vi","Piso 21",660687,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
181,"Disfruto Lo Malo","Junior H",652969,https://open.spotify.com/track/7LH2UUuyMHt7035PLZQ8wx
182,"Cada Vez Te Extraño Más","Grupo Firme",651156,https://open.spotify.com/track/70w1mwTod6NgCNV6e7ZlIQ
183,Favorito,Camilo,648929,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q
184,"El Roto - En Vivo","Grupo Firme",648406,https://open.spotify.com/track/21bfgzz92T3L96IsFn8Kvy
185,"Amor Tumbado","Natanael Cano",647740,https://open.spotify.com/track/6RRfUmnxz3Ef4KZxNBSLgV
186,"El Efecto","Rauw Alejandro",645351,https://open.spotify.com/track/4SJHHpKhcuXwDsCsPqshXj
187,"Qué Nivel De Mujer","Luis Miguel",640482,https://open.spotify.com/track/4yakD6EKEjeMezENNCSlcc
188,"Amor Tóxico","Christian Nodal",638908,https://open.spotify.com/track/5LPlvbxA6bJQHvUW12Mr22
189,"Que Esta Pasando","Fuerza Regida",637365,https://open.spotify.com/track/26xQbFpVg8JCT5NKQFJXg8
190,"Mala Fama","Danna Paola",636142,https://open.spotify.com/track/2D9itdl85AQVNpTfrxvUGj
191,Believer,"Imagine Dragons",632561,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
192,2/Catorce,"Rauw Alejandro",631644,https://open.spotify.com/track/71R8HJxQk5qMiRstrlXN9t
193,"Belleza De Cantina","Cardenales De Nuevo León",630142,https://open.spotify.com/track/4ZplewvZRLFcfBa5uyBbhd
194,Jeans,"Justin Quiles",629683,https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW
195,"La Escuela No Me Gustó","Adriel Favela",627200,https://open.spotify.com/track/4qArKIA7dnmdushoBlkV94
196,"Todos Hablan, Nada Saben","Aldo Trujillo",626472,https://open.spotify.com/track/0SIooo95Kba3UwPBRUOcmd
197,Rosas,"La Oreja de Van Gogh",624171,https://open.spotify.com/track/4waqcUQWdj0yH26STWl2Rq
198,"Lost on You",LP,616907,https://open.spotify.com/track/3SqvR3HYLlCTYzbDXJ52OC
199,"El Paciente","Alfredo Olivas",614822,https://open.spotify.com/track/2Nk3gXgekore0lfB7PCnub
200,Chachachá,"Jósean Log",613509,https://open.spotify.com/track/6aommJFM8i3iT4inKuDSXh
