,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
20,"Nicky Jam: Bzrp Music Sessions, Vol. 41",Bizarrap,2007485,https://open.spotify.com/track/03LfOYi0icz4souspZVVhq
21,Mónaco,LAGOS,1995380,https://open.spotify.com/track/3HgvO4B5LLmdPOT2d8cSZd
22,"Ya Acabo","Marca MP",1885345,https://open.spotify.com/track/4H3t8C59tXjKf1R2iKtc5M
23,Hawái,Maluma,1817773,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
24,telepatía,"Kali Uchis",1814082,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
25,512,Mora,1805751,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2
26,Bandido,"Myke Towers",1779102,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
27,"good 4 u","Olivia Rodrigo",1760057,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
28,"LA NOCHE DE ANOCHE","Bad Bunny",1749110,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
29,"Kiss Me More (feat. SZA)","Doja Cat",1720473,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
30,AM,"Nio Garcia",1712767,https://open.spotify.com/track/2dNhNlpZAtV4lwAFW45LIv
31,Saturno,"Pablo Alborán",1689895,https://open.spotify.com/track/2f0Ft2XdvNSMSY5TUlZgEz
32,"Ram Pam Pam","Natti Natasha",1672880,https://open.spotify.com/track/4DHDIdeayp8xvlyg22wREO
33,"El Tóxico","Grupo Firme",1587557,https://open.spotify.com/track/7E9GeFGfjXw9LAI4ay6rsw
34,BICHOTA,"KAROL G",1563661,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
35,Sobrio,Maluma,1514085,https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w
36,"Sal y Perrea",Sech,1512468,https://open.spotify.com/track/5u7twkeask1VIyDeNTElSU
37,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",1512204,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
38,"In Da Getto","J Balvin",1496959,https://open.spotify.com/track/63aj87TQG6F3RVO5nbG2VQ
39,"Tan Bonita","Piso 21",1487515,https://open.spotify.com/track/6mm3K0yWp6uzfOMuipM9Zh
40,911,Sech,1468298,https://open.spotify.com/track/2p2Q23iaaPSEa1tI6TsCVX
41,"Aquí Abajo","Christian Nodal",1458036,https://open.spotify.com/track/16ONd70tvWAaLIc6hcLzaG
42,"Yo Ya No Vuelvo Contigo - En Vivo","Lenin Ramírez",1445714,https://open.spotify.com/track/1s59X35jDULAyOGmBuTAnd
43,"Levitating (feat. DaBaby)","Dua Lipa",1424700,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
44,"Algo Mágico","Rauw Alejandro",1392821,https://open.spotify.com/track/7D93pJcwymzaZx8WgBo2zG
45,"MONTERO (Call Me By Your Name)","Lil Nas X",1392663,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
46,"Cabrón y Vago - En Vivo","El Fantasma",1374504,https://open.spotify.com/track/4nbWX2HzrOEnX4xxvYRCyU
47,"Blinding Lights","The Weeknd",1342633,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
48,"TE MUDASTE","Bad Bunny",1321508,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
49,"Debo Entender","Santa Fe Klan",1302929,https://open.spotify.com/track/55mzJ0LftLnef8sxAjrMkU
50,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",1302705,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
51,"LA CANCIÓN","J Balvin",1270686,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
52,"Leave The Door Open","Bruno Mars",1226763,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
53,"Todo Va a Estar Bien","Santa Fe Klan",1224583,https://open.spotify.com/track/3XjRIN9vEt35lm1iStPcgq
54,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",1220209,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
55,"La Casita","Banda MS de Sergio Lizárraga",1201947,https://open.spotify.com/track/0vtYnEw1eJwW26BrBnOAYJ
56,"Grandes Ligas","Lupillo Rivera",1199409,https://open.spotify.com/track/06IceO7e9isF3nX3y7dOTe
57,"A Tu Merced","Bad Bunny",1193885,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
58,Reloj,"Rauw Alejandro",1192675,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
59,"Fuentes de Ortiz","Ed Maverick",1187900,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL
60,Ella,"Junior H",1185840,https://open.spotify.com/track/0tKl8ZVM6xJkhznvJAS3Nq
61,"Ma Vie (feat. Yay)","Kidd Keo",1184087,https://open.spotify.com/track/6UU24wuWgGwuSBAxDH866Z
62,"2 Veces","Los Plebes del Rancho de Ariel Camacho",1146363,https://open.spotify.com/track/4cV6ld7uIs906zOwNscoBM
63,"Que Esta Pasando","Fuerza Regida",1134090,https://open.spotify.com/track/26xQbFpVg8JCT5NKQFJXg8
64,Miénteme,TINI,1134001,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
65,"Bad Habits","Ed Sheeran",1113678,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
66,Perfecta,Reik,1098515,https://open.spotify.com/track/6VOb0Kkrd45Bp5RHYSla2J
67,"Me Rehúso","Danny Ocean",1093239,https://open.spotify.com/track/6ifUES3keWjwXgae8pXI3o
68,"Gracias - En Vivo","Grupo Firme",1076691,https://open.spotify.com/track/2XlGKZNMkRKvEJsbwQ6MCl
69,"Pa' Olvidarme De Ella","Piso 21",1060919,https://open.spotify.com/track/3lR4O0vtkhCAvVEUEWUL0S
70,"deja vu","Olivia Rodrigo",1060788,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
71,"En Tu Perra Vida","Grupo Firme",1052080,https://open.spotify.com/track/0ldT3gl7aGNzrJyd4b1CA4
72,"Ahora Te Puedes Marchar","Luis Miguel",1049131,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E
73,"De Los Besos Que Te Di","Christian Nodal",1031158,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97
74,"Te Ire A Buscar","Santa Fe Klan",1007007,https://open.spotify.com/track/3elpkpwYlmUbuvmVps08lJ
75,MÍA,"Danna Paola",977107,https://open.spotify.com/track/2HWXhViZhTPJa10NgyrRRS
76,"A La Antigüita","Calibre 50",975322,https://open.spotify.com/track/798ahLNEcoFER7Vywg1FMT
77,Dynamite,BTS,974908,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
78,"No Me Conoce - Remix","Jhay Cortez",973488,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
79,"Ramito De Violetas","Mi Banda El Mexicano",970008,https://open.spotify.com/track/6sRaqq9SYsSTPvrWkL1sRy
80,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",964173,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
81,"Hasta Que Me Olvides","Luis Miguel",961629,https://open.spotify.com/track/6vPAmoERUMRoTZaCCSWQ12
82,Diamantes,"Natanael Cano",953908,https://open.spotify.com/track/0JDrG1g5HXbfgGtRKT0ofH
83,Tú,"Carin Leon",947600,https://open.spotify.com/track/1nLs8r6K4YN0avBwUmmTnr
84,"drivers license","Olivia Rodrigo",938322,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
85,"Dime Cómo Quieres","Christian Nodal",930520,https://open.spotify.com/track/4jcxBTrNvyqMJdMDyyjdYV
86,Callaita,"Bad Bunny",924014,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
87,Vete,"Bad Bunny",922145,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
88,"Me Fije","Alex Rose",914037,https://open.spotify.com/track/6Et5KimMg3IXwD6lJPGmQw
89,"The Business",Tiësto,913694,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
90,"Palabra de Hombre","El Fantasma",909706,https://open.spotify.com/track/4CLkDJ4xLqkV4Vt2vPOny1
91,Brillas,"León Larregui",903439,https://open.spotify.com/track/6VuUMo1TusnqBxLTnr3hOI
92,"Amor Tumbado","Natanael Cano",901878,https://open.spotify.com/track/5aJ1M43pinROpwaPnO8KRj
93,"Si Veo a Tu Mamá","Bad Bunny",899117,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
94,"La Curiosidad","Jay Wheeler",896512,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
95,"Ella No Es Tuya - Remix","Rochy RD",896128,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
96,"Vámonos a Marte","Kevin Kaarl",894439,https://open.spotify.com/track/2TzkIzgzIHhewMxyh1u4hh
97,"Don't Start Now","Dua Lipa",893401,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
98,"Una Locura",Ozuna,888280,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
99,Idiota,Morat,885480,https://open.spotify.com/track/35nO174gX5eCh9mPWvUe3s
100,"Si Estuviésemos Juntos","Bad Bunny",884238,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI
101,"Save Your Tears","The Weeknd",877415,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
102,"La Santa","Bad Bunny",875986,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
103,"911 - Remix",Sech,869327,https://open.spotify.com/track/27RSJHEA99Y0Vsow7nA37A
104,"Mente Positiva","Junior H",867572,https://open.spotify.com/track/3WQilym5Vi4ypxb70vx0eY
105,"Me La Avente","Carin Leon",860301,https://open.spotify.com/track/2QwMXe5zbqymDZGYsMDVqZ
106,"Con Tus Besos","Eslabon Armado",851734,https://open.spotify.com/track/6WYB1odDfMPVMyp1QxFInT
107,Poblado,Crissin,850628,https://open.spotify.com/track/47gSYfwFBbV1BXHfXEq1qs
108,"Se Me Olvidó","Christian Nodal",839016,https://open.spotify.com/track/7paFC3FEu1WtPVP4Do6VZN
109,"I WANNA BE YOUR SLAVE",Måneskin,838249,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
110,"Más De La Una","Piso 21",827449,https://open.spotify.com/track/00szcRmgqJGtqrfIUYkM1h
111,"La Incondicional","Luis Miguel",821927,https://open.spotify.com/track/6F9yAYUaNbUhdlQyt5uZ3b
112,"El Güero (Feat. Marca MP)","Grupo Firme",809651,https://open.spotify.com/track/2MeEuwplwbbjZ7hxRI6viw
113,"Desde Morro","Justin Morales",808737,https://open.spotify.com/track/5u6lAvdS8mmHHTHQlC3TtN
114,"Chica Ideal","Sebastian Yatra",806730,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
115,"El Envidioso","Los Dos Carnales",806475,https://open.spotify.com/track/53PoPAD389bBE4ePYuT95g
116,"No Te Contaron Mal","Christian Nodal",804585,https://open.spotify.com/track/7hbk4BaF66O09R1gq0bKwj
117,"La Mitad",Camilo,803783,https://open.spotify.com/track/63Zaf8Rci6eOUPqDQ4fUFx
118,"Entre Nosotros","Tiago PZK",800852,https://open.spotify.com/track/6w8yBI2vthyN9UnwO4UBWb
119,"Relación - Remix",Sech,796536,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
120,"Disfruto Lo Malo","Junior H",792402,https://open.spotify.com/track/46DU5gYWY2vjE79mbhX4Wv
121,"Build a Bitch","Bella Poarch",788828,https://open.spotify.com/track/7BoobGhD4x5K96Me0hqC8Q
122,"El Color de Tus Ojos","Banda MS de Sergio Lizárraga",786574,https://open.spotify.com/track/1l77YWrGUp3qX3NS1rz7lq
123,Todavia,"La Factoria",785386,https://open.spotify.com/track/3D5uEBD0cAEGZGUo5j9045
124,"Si Te Pudiera Mentir","Calibre 50",785074,https://open.spotify.com/track/3p6eieHX6oEOzJStPtEsLu
125,Tusa,"KAROL G",784763,https://open.spotify.com/track/0dKg2vGC1hFqcK5LGTaKzX
126,"Hasta la Miel Amarga (feat. Grupo Firme)","Luis Angel ""El Flaco""",784753,https://open.spotify.com/track/3D3W7rDsuJIAtjInwh6Moc
127,"Watermelon Sugar","Harry Styles",782799,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
128,"Sexo Virtual","Rauw Alejandro",781771,https://open.spotify.com/track/0giiXonRhODYy4J1iy4Lb3
129,"CÓMO SE SIENTE - Remix","Jhay Cortez",778556,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC
130,"Me Dediqué a Perderte","Alejandro Fernández",777493,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr
131,traitor,"Olivia Rodrigo",767738,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
132,"El Drip","Natanael Cano",761713,https://open.spotify.com/track/5NCBP3ivrIDcHEtzHSW3k0
133,happier,"Olivia Rodrigo",761494,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
134,"Machu Picchu",Camilo,761376,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
135,Fulanito,"Becky G",760622,https://open.spotify.com/track/59L8x0xy8njj75vzVCPMqg
136,"Por Mi México","Lefty Sm",760459,https://open.spotify.com/track/2sUknbm8xdLQgH7wb8xcTX
137,"Vida de Rico",Camilo,759644,https://open.spotify.com/track/4nTduFjaTmGysc9WKNuCcs
138,Safaera,"Bad Bunny",752400,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
139,Azul,"J Balvin",750297,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
140,NDA,"Billie Eilish",747821,https://open.spotify.com/track/6uqyE384HDSsuwpoF4mjrL
141,"Una Vaina Loca",Fuego,741853,https://open.spotify.com/track/337cEDExdFKmLrQMKjffxr
142,Tú,"Los Elegantes de Jerez",732620,https://open.spotify.com/track/5GkeaIeCEfB0LOqk7sIVHQ
143,"Devuélveme a mi chica","Hombres G",727893,https://open.spotify.com/track/1Wrzhfa5bNlqvsnCztz190
144,"favorite crime","Olivia Rodrigo",726282,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
145,"Tattoo - Remix with Camilo","Rauw Alejandro",726236,https://open.spotify.com/track/4G3PTss3mU33Tau7t4KbwE
146,"STAY (with Justin Bieber)","The Kid LAROI",725802,https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TgA20
147,"Amor A Primera Vista","Los Ángeles Azules",723510,https://open.spotify.com/track/5Myb8S90Wg0yLec5kmrIGJ
148,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",Bizarrap,723218,https://open.spotify.com/track/3ke6it1vTmHtz2ApcIVUz5
149,"Se Te Nota (with Guaynaa)","Lele Pons",721841,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
150,"HACIENDO QUE ME AMAS","Bad Bunny",717210,https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4
151,París,Ingratax,714062,https://open.spotify.com/track/4bF2y8rR7GUjrd5LNEvej3
152,LOCATION,"KAROL G",713468,https://open.spotify.com/track/478g4LSkyMB1PMkVOVmIaE
153,"jealousy, jealousy","Olivia Rodrigo",713202,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
154,"Adiós Amor","Christian Nodal",712996,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y
155,"Dance Monkey","Tones And I",706179,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
156,"Bombos y Tarolas","Cartel De Santa",698257,https://open.spotify.com/track/5MyEACD2kRFeh231Z6FkdE
157,"Somos Los Que Somos - En Vivo","Los 2 de la S",697768,https://open.spotify.com/track/1Z04XN4pH2b8JfdiaIEkl5
158,Loco,"Justin Quiles",694123,https://open.spotify.com/track/6PDlkWmrq2ZKiUuFt2aQsH
159,Probablemente,"Christian Nodal",693752,https://open.spotify.com/track/4prmUBle7TtAeeUgCnsc3Z
160,"Lamento Boliviano","Los Enanitos Verdes",693207,https://open.spotify.com/track/6Pur3hWy6Nzc27ilmsp5HA
161,"Hasta Abajo","Kevin Roldan",682350,https://open.spotify.com/track/4PEfJZpVjdclfzZ9XO8uDw
162,"Cerrando Ciclos","Banda MS de Sergio Lizárraga",682306,https://open.spotify.com/track/3fBJNawfhtgCmo58trRK2z
163,"Ya Me Enteré","Chayín Rubio",681153,https://open.spotify.com/track/4ggabbjjuHrG06SsYnqvEs
164,"Cada Vez Te Extraño Más","Grupo Firme",677901,https://open.spotify.com/track/70w1mwTod6NgCNV6e7ZlIQ
165,"A Mí","Rels B",676871,https://open.spotify.com/track/7MmrcXVA7A5zZ2CbDuGHNa
166,"Hecha Pa' Mi",Boza,671799,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
167,"Sencillo Soy","Polo Gonzalez",670865,https://open.spotify.com/track/5XWPoQ2lS8qgaf5aeDwBmh
168,"Persia - Remix",Jossef,661852,https://open.spotify.com/track/3SgybTfx3GWHAcjhK9iPmz
169,Desvelado,"Bobby Pulido",658080,https://open.spotify.com/track/2JJSGhPpATm8lXeYjD95fw
170,"¿Quién Te Crees?","MC Davo",656311,https://open.spotify.com/track/2LXOSAYiSrTfIf8smheLaz
171,Aloha,Maluma,656197,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
172,"Parce (feat. Justin Quiles)",Maluma,655443,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ
173,"La Tóxica",Farruko,652416,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv
174,"La Difícil","Bad Bunny",650185,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
175,"El Amor De Tu Vida","Carin Leon",649942,https://open.spotify.com/track/5HpXH64cSBNu26yhw3vK37
176,"Culpable O No - Miénteme Como Siempre","Luis Miguel",648268,https://open.spotify.com/track/7BwxbmYFy0l3ROHDjV2c14
177,"Fuerte No Soy",Intocable,646456,https://open.spotify.com/track/7A07Yu1dRND3RKDzbhKrDs
178,"Yo Perreo Sola","Bad Bunny",646199,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
179,"GIRL LIKE ME","Black Eyed Peas",644420,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
180,Dueles,"Jesse & Joy",643527,https://open.spotify.com/track/1iRvhKiXRElIH2Uf4gd95P
181,"Amor Fugaz","Los Del Limit",643232,https://open.spotify.com/track/4O2bxKTnK9En7OPw8kGDDF
182,"Una Vez","Bad Bunny",642278,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
183,"Mi Niña",Wisin,640361,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
184,BEBÉ,Camilo,637323,https://open.spotify.com/track/3Zf4GutWZ7Hv3wsVQsSQPs
185,Ignorantes,"Bad Bunny",635281,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
186,"Tal Vez","Paulo Londra",627504,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
187,"Ojitos de Miel","T3R Elemento",626706,https://open.spotify.com/track/3V1jBnDI3zCn25ONFiqwN8
188,"La Jeepeta - Remix","Nio Garcia",624415,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
189,"BOOKER T","Bad Bunny",623822,https://open.spotify.com/track/26w9NTiE9NGjW1ZvIOd1So
190,"La Nota","Manuel Turizo",623621,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
191,"Every Breath You Take","The Police",621978,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
192,PROBLEMA,"Daddy Yankee",619751,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
193,"Jueves 10","Junior H",619604,https://open.spotify.com/track/7KoyXL9zghiNpXkb5iVDyj
194,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,618182,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
195,"El Bélico","El Fantasma",616825,https://open.spotify.com/track/50pkO56KXHoH53sVPRSbZ3
196,Prometiste,"Pepe Aguilar",616680,https://open.spotify.com/track/2UypFzxfaYgMUnQX2k4qtj
197,"Belleza De Cantina","Cardenales De Nuevo León",615937,https://open.spotify.com/track/4ZplewvZRLFcfBa5uyBbhd
198,Colapso,"Kevin Kaarl",615575,https://open.spotify.com/track/7dT9D6117e5DbhnKxDLNW9
199,"El Amor No Fue Pa´ Mí - En Vivo","Grupo Firme",613754,https://open.spotify.com/track/3dkEwOKhFselY2m22Nj2vi
200,"Vida Ventajosa","Los Dos Carnales",612798,https://open.spotify.com/track/72kaj3MRKcGnv2dbukJQRA
