,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
95,"Los No Tan Tristes","Nanpa Básico",935423,https://open.spotify.com/track/4soIDKXJbxGnSMmADYnANT
96,"HACIENDO QUE ME AMAS","Bad Bunny",924968,https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4
97,Callaita,"Bad Bunny",920639,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
98,"CÓMO SE SIENTE - Remix","Jhay Cortez",918466,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC
99,"Quiéreme Mientras Se Pueda","Manuel Turizo",915449,https://open.spotify.com/track/34LI7rwi9H8w2S5KTHnv1M
100,"Si Estuviésemos Juntos","Bad Bunny",914763,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI
101,"Travesuras - Remix","Nio Garcia",914121,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
102,"Me Dediqué a Perderte","Alejandro Fernández",897449,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr
103,"Hasta la Miel Amarga (feat. Grupo Firme)","Luis Angel ""El Flaco""",892811,https://open.spotify.com/track/3D3W7rDsuJIAtjInwh6Moc
104,Dynamite,BTS,888225,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
105,Vete,"Bad Bunny",881691,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
106,"Cerrando Ciclos","Banda MS de Sergio Lizárraga",864335,https://open.spotify.com/track/3fBJNawfhtgCmo58trRK2z
107,"Somos Los Que Somos - En Vivo","Los 2 de la S",863286,https://open.spotify.com/track/1Z04XN4pH2b8JfdiaIEkl5
108,"Con Tus Besos","Eslabon Armado",861016,https://open.spotify.com/track/6WYB1odDfMPVMyp1QxFInT
109,"La Incondicional","Luis Miguel",854194,https://open.spotify.com/track/6F9yAYUaNbUhdlQyt5uZ3b
110,"Fuerte No Soy",Intocable,852717,https://open.spotify.com/track/7A07Yu1dRND3RKDzbhKrDs
111,"El Roto - En Vivo","Grupo Firme",846352,https://open.spotify.com/track/21bfgzz92T3L96IsFn8Kvy
112,"A Tu Merced","Bad Bunny",845334,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
113,"Fan de Tus Fotos","Nicky Jam",841569,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
114,"Yo Perreo Sola","Bad Bunny",834766,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
115,"De Cora <3","Rauw Alejandro",826553,https://open.spotify.com/track/22Sh5dlwbERqJAq1fZk5b2
116,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)","Super Yei",824296,https://open.spotify.com/track/5DoLhdU27owX1NMrKLUbUl
117,"Vida Ventajosa","Los Dos Carnales",823822,https://open.spotify.com/track/72kaj3MRKcGnv2dbukJQRA
118,Jangueo,"Alex Rose",821333,https://open.spotify.com/track/1bRpSCFv6P2OUhciByeRYR
119,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,821003,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
120,"Amor A Primera Vista","Los Ángeles Azules",815582,https://open.spotify.com/track/5Myb8S90Wg0yLec5kmrIGJ
121,"Astronaut In The Ocean","Masked Wolf",811769,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
122,Despeinada,Ozuna,810571,https://open.spotify.com/track/0JAZWvvqttGFm4UMDsPQXC
123,"Por Mi No Te Detengas","Banda MS de Sergio Lizárraga",808036,https://open.spotify.com/track/3mV5TTtHnXUeOzRkyFKsVl
124,"Break My Heart","Dua Lipa",805188,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
125,"Sigues Con El","Dímelo Flow",798992,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
126,"Desde Morro","Justin Morales",798798,https://open.spotify.com/track/5u6lAvdS8mmHHTHQlC3TtN
127,"Ya Me Enteré","Chayín Rubio",793617,https://open.spotify.com/track/4ggabbjjuHrG06SsYnqvEs
128,"Ya Acabo","Marca MP",793552,https://open.spotify.com/track/4H3t8C59tXjKf1R2iKtc5M
129,"100 Años","Carlos Rivera",787240,https://open.spotify.com/track/4XKC4nfeXgyd4KQDu8arKL
130,"Hola - Remix",Dalex,781940,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
131,Ella,"Junior H",778059,https://open.spotify.com/track/0tKl8ZVM6xJkhznvJAS3Nq
132,"Lamento Boliviano","Los Enanitos Verdes",777001,https://open.spotify.com/track/6Pur3hWy6Nzc27ilmsp5HA
133,"Devuélveme a mi chica","Hombres G",773369,https://open.spotify.com/track/1Wrzhfa5bNlqvsnCztz190
134,"Mente Positiva","Junior H",772319,https://open.spotify.com/track/3WQilym5Vi4ypxb70vx0eY
135,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,771542,https://open.spotify.com/track/78SeXVRJ7KCqVmOwTiFjnI
136,"Cada Vez Te Extraño Más","Grupo Firme",770697,https://open.spotify.com/track/70w1mwTod6NgCNV6e7ZlIQ
137,"¿Quién Te Crees?","MC Davo",766990,https://open.spotify.com/track/2LXOSAYiSrTfIf8smheLaz
138,Ignorantes,"Bad Bunny",766120,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
139,AM,"Nio Garcia",765191,https://open.spotify.com/track/2dNhNlpZAtV4lwAFW45LIv
140,"Vámonos a Marte","Kevin Kaarl",755896,https://open.spotify.com/track/2TzkIzgzIHhewMxyh1u4hh
141,Prometiste,"Pepe Aguilar",755469,https://open.spotify.com/track/2UypFzxfaYgMUnQX2k4qtj
142,Tú,"Los Elegantes de Jerez",750422,https://open.spotify.com/track/5GkeaIeCEfB0LOqk7sIVHQ
143,"La Forma en Que Me Miras","Super Yei",749406,https://open.spotify.com/track/57Ba26w9eoXx8BBUNgRNLV
144,"La Difícil","Bad Bunny",744588,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
145,Todavia,"La Factoria",743137,https://open.spotify.com/track/3D5uEBD0cAEGZGUo5j9045
146,"Adiós Amor","Christian Nodal",739386,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y
147,"Nace Un Borracho","Christian Nodal",739028,https://open.spotify.com/track/6SnO4yCCYtz2rffMpEAlro
148,Desvelado,"Bobby Pulido",736023,https://open.spotify.com/track/2JJSGhPpATm8lXeYjD95fw
149,"Adore You","Harry Styles",735536,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
150,"Amor Tumbado","Natanael Cano",734914,https://open.spotify.com/track/5aJ1M43pinROpwaPnO8KRj
151,"El Buho","Luis R Conriquez",732171,https://open.spotify.com/track/6IK6ltyraU1WrC586feemA
152,Favorito,Camilo,731625,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q
153,TUY,"Cartel De Santa",724310,https://open.spotify.com/track/7IQB5Jkkf8bKW6BDdEu97N
154,"Voy a Amarte","Perdidos De Sinaloa",722273,https://open.spotify.com/track/5SP2ca8eU4WFK2LLdVQvmx
155,"En Peligro de Extinción","La Adictiva Banda San José de Mesillas",721004,https://open.spotify.com/track/1Utd9DbmWNHWjEuzItBmRX
156,"A Mí","Rels B",720582,https://open.spotify.com/track/7MmrcXVA7A5zZ2CbDuGHNa
157,"Belleza De Cantina","Cardenales De Nuevo León",717752,https://open.spotify.com/track/4ZplewvZRLFcfBa5uyBbhd
158,"Culpable O No - Miénteme Como Siempre","Luis Miguel",713814,https://open.spotify.com/track/7BwxbmYFy0l3ROHDjV2c14
159,"Te Vi","Piso 21",712427,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
160,Polvo,"Nicky Jam",705614,https://open.spotify.com/track/68mrW6gXHgupgSiDHgaDi5
161,"Tal Vez","Paulo Londra",704529,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
162,"Tú Me Dejaste De Querer","C. Tangana",703034,https://open.spotify.com/track/5ddFjrPG8NgQQ6xlOQIVd2
163,"Mala Fama","Danna Paola",702146,https://open.spotify.com/track/2D9itdl85AQVNpTfrxvUGj
164,"Vete Ya","Valentín Elizalde",701316,https://open.spotify.com/track/3gqgSM82j6NMAj4Jllr06T
165,Rojo,"J Balvin",699080,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
166,"La Escuela No Me Gustó","Adriel Favela",696048,https://open.spotify.com/track/4qArKIA7dnmdushoBlkV94
167,"La Llevo Al Cielo","Kallde ""El Rey Del Placer""",693296,https://open.spotify.com/track/6Zt5p8qcOO5NW0udr3t2Tm
168,"Hold On","Justin Bieber",693223,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
169,"Simplemente Gracias","Calibre 50",691439,https://open.spotify.com/track/3K6noLeoPTQJ5jUErC8jT5
170,"Another One Bites The Dust - Remastered 2011",Queen,689955,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
171,"El Efecto","Rauw Alejandro",689697,https://open.spotify.com/track/4SJHHpKhcuXwDsCsPqshXj
172,Probablemente,"Christian Nodal",688905,https://open.spotify.com/track/4prmUBle7TtAeeUgCnsc3Z
173,"El Paciente","Alfredo Olivas",684039,https://open.spotify.com/track/2Nk3gXgekore0lfB7PCnub
174,"Vaya Vaya","Cartel De Santa",679486,https://open.spotify.com/track/2kTYr1MEn7lzybRudQpmWx
175,"Every Breath You Take","The Police",676537,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
176,"Amor Tóxico","Christian Nodal",670995,https://open.spotify.com/track/5LPlvbxA6bJQHvUW12Mr22
177,Believer,"Imagine Dragons",668158,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
178,"El Amor No Fue Pa´ Mí - En Vivo","Grupo Firme",667131,https://open.spotify.com/track/3dkEwOKhFselY2m22Nj2vi
179,Chachachá,"Jósean Log",663942,https://open.spotify.com/track/6aommJFM8i3iT4inKuDSXh
180,"Corazón partío","Alejandro Sanz",663627,https://open.spotify.com/track/0wQCKR9OFjYu5Kzrk7WivJ
181,"Ride It",Regard,663275,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
182,Streets,"Doja Cat",661939,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
183,"Una Vez","Bad Bunny",661837,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
184,"Además de Mí - Remix",Rusherking,656814,https://open.spotify.com/track/7I8L3vYCLThw2FDrE6LuzE
185,"El Circo","El Fantasma",655893,https://open.spotify.com/track/66SvxvblhUIEL6awyLMGL2
186,"No Bailes Sola","Danna Paola",654459,https://open.spotify.com/track/411nmd0QMzty1UjCWSo3rc
187,"Amargo Adiós",Inspector,651394,https://open.spotify.com/track/0zCOT028cU3DeCqN1G18wE
188,"La Curiosidad (feat. Dj Nelson, Jhay Cortez, Lunay & Kendo Kaponi) - Blue Grand Prix Remix","Jay Wheeler",648115,https://open.spotify.com/track/7LE1K0lZyRFZjSlrnm7lfD
189,Locos,"León Larregui",647705,https://open.spotify.com/track/3GSMdtJphymHEsR8K9jT5Q
190,Caballero,"Alejandro Fernández",643961,https://open.spotify.com/track/6jrK6Y8d9tvjAjurI4W99u
191,"Elegí (feat. Dímelo Flow)","Rauw Alejandro",643831,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau
192,China,"Anuel AA",643803,https://open.spotify.com/track/0KkIkfsLEJbrcIhYsCL7L5
193,"Mi Enemigo El Amor","Pancho Barraza",642602,https://open.spotify.com/track/3V5mrjHNr7VFhcUJ5oh45V
194,"Hasta Que Me Olvides","Luis Miguel",641381,https://open.spotify.com/track/6vPAmoERUMRoTZaCCSWQ12
195,"Te Volvería A Elegir","Calibre 50",638707,https://open.spotify.com/track/7e8uUH6bOLxpXDm9lARsbI
196,"MONTERO (Call Me By Your Name)","Lil Nas X",638004,https://open.spotify.com/track/3BZEcbdtXQSo7OrvKRJ6mb
197,Caramelo,Ozuna,636580,https://open.spotify.com/track/5Jm4w8jmPEBTLjI9vH4fXo
198,Bonita,Jeeiph,630936,https://open.spotify.com/track/2Q7KYjCv7XaLc0KRGY9m50
199,Seremos,"El Bebeto",628939,https://open.spotify.com/track/0B5nnPv1ebuo0VFXCMfUij
200,AYAYAY!,"Christian Nodal",628781,https://open.spotify.com/track/7iQc2DabEtzp60faOO9EmN
