,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
35,"Yo Ya No Vuelvo Contigo - En Vivo","Lenin Ramírez",1629400,https://open.spotify.com/track/1s59X35jDULAyOGmBuTAnd
36,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",1620664,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
37,"Cabrón y Vago - En Vivo","El Fantasma",1568652,https://open.spotify.com/track/4nbWX2HzrOEnX4xxvYRCyU
38,"Blinding Lights","The Weeknd",1559438,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
39,"2 Veces","Los Plebes del Rancho de Ariel Camacho",1540024,https://open.spotify.com/track/4cV6ld7uIs906zOwNscoBM
40,"Mi Niña",Wisin,1522494,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
41,"TE MUDASTE","Bad Bunny",1483628,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
42,"Hecha Pa' Mi",Boza,1468868,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
43,"Que Esta Pasando","Fuerza Regida",1451422,https://open.spotify.com/track/26xQbFpVg8JCT5NKQFJXg8
44,Dynamite,BTS,1427100,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
45,Ella,"Junior H",1419817,https://open.spotify.com/track/0tKl8ZVM6xJkhznvJAS3Nq
46,"Ella No Es Tuya - Remix","Rochy RD",1415026,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
47,"Pa' Olvidarme De Ella","Piso 21",1378334,https://open.spotify.com/track/3lR4O0vtkhCAvVEUEWUL0S
48,"Ahora Te Puedes Marchar","Luis Miguel",1378111,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E
49,"Más De La Una","Piso 21",1367539,https://open.spotify.com/track/00szcRmgqJGtqrfIUYkM1h
50,"Save Your Tears","The Weeknd",1359585,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
51,"Tan Bonita","Piso 21",1327583,https://open.spotify.com/track/6mm3K0yWp6uzfOMuipM9Zh
52,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",Bizarrap,1306379,https://open.spotify.com/track/3ke6it1vTmHtz2ApcIVUz5
53,"La Casita","Banda MS de Sergio Lizárraga",1304217,https://open.spotify.com/track/0vtYnEw1eJwW26BrBnOAYJ
54,"LA CANCIÓN","J Balvin",1302138,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
55,"La Nota","Manuel Turizo",1279501,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
56,"Hasta Abajo","Kevin Roldan",1227410,https://open.spotify.com/track/4PEfJZpVjdclfzZ9XO8uDw
57,Saturno,"Pablo Alborán",1226192,https://open.spotify.com/track/2f0Ft2XdvNSMSY5TUlZgEz
58,"Machu Picchu",Camilo,1225142,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
59,"Ram Pam Pam","Natti Natasha",1214462,https://open.spotify.com/track/4DHDIdeayp8xvlyg22wREO
60,"Me Rehúso","Danny Ocean",1195607,https://open.spotify.com/track/6ifUES3keWjwXgae8pXI3o
61,"Fuentes de Ortiz","Ed Maverick",1168313,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL
62,"La Curiosidad","Jay Wheeler",1165658,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
63,"Parce (feat. Justin Quiles)",Maluma,1160678,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ
64,"Gracias - En Vivo","Grupo Firme",1130052,https://open.spotify.com/track/2XlGKZNMkRKvEJsbwQ6MCl
65,"Chica Ideal","Sebastian Yatra",1124677,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
66,LOCATION,"KAROL G",1107287,https://open.spotify.com/track/478g4LSkyMB1PMkVOVmIaE
67,"Dime Cómo Quieres","Christian Nodal",1090168,https://open.spotify.com/track/4jcxBTrNvyqMJdMDyyjdYV
68,"Build a Bitch","Bella Poarch",1086922,https://open.spotify.com/track/7BoobGhD4x5K96Me0hqC8Q
69,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",1085989,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
70,"Don't Start Now","Dua Lipa",1085173,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
71,"Ma Vie (feat. Yay)","Kidd Keo",1067775,https://open.spotify.com/track/6UU24wuWgGwuSBAxDH866Z
72,"De Los Besos Que Te Di","Christian Nodal",1065514,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97
73,"La Incondicional","Luis Miguel",1063563,https://open.spotify.com/track/6F9yAYUaNbUhdlQyt5uZ3b
74,"The Business",Tiësto,1062066,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
75,"Ramito De Violetas","Mi Banda El Mexicano",1029475,https://open.spotify.com/track/6sRaqq9SYsSTPvrWkL1sRy
76,"Una Locura",Ozuna,1028406,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
77,"Astronaut In The Ocean","Masked Wolf",1027123,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
78,"Con Tus Besos","Eslabon Armado",1024601,https://open.spotify.com/track/6WYB1odDfMPVMyp1QxFInT
79,"No Me Conoce - Remix","Jhay Cortez",1023087,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
80,"Relación - Remix",Sech,1003206,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
81,"Si Te Pudiera Mentir","Calibre 50",987343,https://open.spotify.com/track/3p6eieHX6oEOzJStPtEsLu
82,Brillas,"León Larregui",982230,https://open.spotify.com/track/6VuUMo1TusnqBxLTnr3hOI
83,traitor,"Olivia Rodrigo",978577,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
84,"El Güero (Feat. Marca MP)","Grupo Firme",978140,https://open.spotify.com/track/2MeEuwplwbbjZ7hxRI6viw
85,"Palabra de Hombre","El Fantasma",973784,https://open.spotify.com/track/4CLkDJ4xLqkV4Vt2vPOny1
86,PROBLEMA,"Daddy Yankee",973007,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
87,"Vida de Rico",Camilo,951541,https://open.spotify.com/track/4nTduFjaTmGysc9WKNuCcs
88,brutal,"Olivia Rodrigo",950816,https://open.spotify.com/track/6SRsiMl7w1USE4mFqrOhHC
89,"No Te Contaron Mal","Christian Nodal",947275,https://open.spotify.com/track/7hbk4BaF66O09R1gq0bKwj
90,"Me La Avente","Carin Leon",947178,https://open.spotify.com/track/2QwMXe5zbqymDZGYsMDVqZ
91,"GIRL LIKE ME","Black Eyed Peas",946007,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
92,"Se Me Olvidó","Christian Nodal",945866,https://open.spotify.com/track/7paFC3FEu1WtPVP4Do6VZN
93,BEBÉ,Camilo,943636,https://open.spotify.com/track/3Zf4GutWZ7Hv3wsVQsSQPs
94,"La Mitad",Camilo,940226,https://open.spotify.com/track/63Zaf8Rci6eOUPqDQ4fUFx
95,Tú,"Carin Leon",920539,https://open.spotify.com/track/1nLs8r6K4YN0avBwUmmTnr
96,"Se Te Nota (with Guaynaa)","Lele Pons",905111,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
97,happier,"Olivia Rodrigo",901376,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
98,"Culpable O No - Miénteme Como Siempre","Luis Miguel",895486,https://open.spotify.com/track/7BwxbmYFy0l3ROHDjV2c14
99,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,891428,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
100,"Mi Cuarto","Jerry Di",889810,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ
101,"Tattoo - Remix with Camilo","Rauw Alejandro",888493,https://open.spotify.com/track/4G3PTss3mU33Tau7t4KbwE
102,Callaita,"Bad Bunny",882706,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
103,"El Envidioso","Los Dos Carnales",881108,https://open.spotify.com/track/53PoPAD389bBE4ePYuT95g
104,Azul,"J Balvin",879163,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
105,"La Santa","Bad Bunny",876576,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
106,Todavia,"La Factoria",874679,https://open.spotify.com/track/3D5uEBD0cAEGZGUo5j9045
107,"Watermelon Sugar","Harry Styles",872258,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
108,"No Te Enamores - Remix",Milly,872149,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
109,"La Tóxica",Farruko,863650,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv
110,"Si Estuviésemos Juntos","Bad Bunny",863416,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI
111,"Fuerte No Soy",Intocable,861087,https://open.spotify.com/track/7A07Yu1dRND3RKDzbhKrDs
112,"Somos Los Que Somos - En Vivo","Los 2 de la S",859546,https://open.spotify.com/track/1Z04XN4pH2b8JfdiaIEkl5
113,Tusa,"KAROL G",856692,https://open.spotify.com/track/0dKg2vGC1hFqcK5LGTaKzX
114,"Me Dediqué a Perderte","Alejandro Fernández",856465,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr
115,Aloha,Maluma,850270,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
116,Vete,"Bad Bunny",848973,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
117,"CÓMO SE SIENTE - Remix","Jhay Cortez",846293,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC
118,"EL POETA",Humbe,843248,https://open.spotify.com/track/2fIPEgY8CJ4hh5UDZa2lB9
119,"Hasta la Miel Amarga (feat. Grupo Firme)","Luis Angel ""El Flaco""",841277,https://open.spotify.com/track/3D3W7rDsuJIAtjInwh6Moc
120,"Dance Monkey","Tones And I",841031,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
121,Safaera,"Bad Bunny",840839,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
122,"3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) - Remix",Wisin,835380,https://open.spotify.com/track/6dyUkkcyYuDiHOwIRXYOJm
123,"Desde Morro","Justin Morales",833602,https://open.spotify.com/track/2zVwQPvU5931c7zS0u7wWW
124,"Mente Positiva","Junior H",833399,https://open.spotify.com/track/3WQilym5Vi4ypxb70vx0eY
125,"¿Quién Te Crees?","MC Davo",832634,https://open.spotify.com/track/2LXOSAYiSrTfIf8smheLaz
126,"Si Veo a Tu Mamá","Bad Bunny",829859,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
127,"Amor Tumbado","Natanael Cano",823101,https://open.spotify.com/track/5aJ1M43pinROpwaPnO8KRj
128,"Ponte Pa' Mi","Justin Quiles",818312,https://open.spotify.com/track/4C6BlqqMwjFzOXzqpTeoWR
129,"Cerrando Ciclos","Banda MS de Sergio Lizárraga",808726,https://open.spotify.com/track/3fBJNawfhtgCmo58trRK2z
130,"L-Gante: RKT SESSIONS #1","Papu DJ",808673,https://open.spotify.com/track/4A9u8OrzFYbxdjiydkNdUi
131,"La Jeepeta - Remix","Nio Garcia",807279,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
132,"Ya Me Enteré","Chayín Rubio",806966,https://open.spotify.com/track/4ggabbjjuHrG06SsYnqvEs
133,"El Amor De Tu Vida","Carin Leon",805714,https://open.spotify.com/track/5HpXH64cSBNu26yhw3vK37
134,"Vámonos a Marte","Kevin Kaarl",800260,https://open.spotify.com/track/2TzkIzgzIHhewMxyh1u4hh
135,"enough for you","Olivia Rodrigo",795976,https://open.spotify.com/track/2TOzTqQXNmR2zDJXihjZ2e
136,"Agua de Jamaica",Maluma,790617,https://open.spotify.com/track/41BzKiCrKpUQHS3TP0jmdr
137,Poco,Reik,786249,https://open.spotify.com/track/6VZMIyzOupI4vA68RaUgXb
138,"BOOKER T","Bad Bunny",777954,https://open.spotify.com/track/26w9NTiE9NGjW1ZvIOd1So
139,"El Color de Tus Ojos","Banda MS de Sergio Lizárraga",776527,https://open.spotify.com/track/1l77YWrGUp3qX3NS1rz7lq
140,"Ropa Cara",Camilo,772584,https://open.spotify.com/track/2zY1iTaEgs8ROkkWtWLe7l
141,Tú,"Los Elegantes de Jerez",772511,https://open.spotify.com/track/5GkeaIeCEfB0LOqk7sIVHQ
142,Duele,"Alejandro Fernández",768086,https://open.spotify.com/track/6CFaze42M5wiTqMidNtJLE
143,"Lamento Boliviano","Los Enanitos Verdes",766158,https://open.spotify.com/track/6Pur3hWy6Nzc27ilmsp5HA
144,Desvelado,"Bobby Pulido",765387,https://open.spotify.com/track/2JJSGhPpATm8lXeYjD95fw
145,"Mi Tío Snoop",Aleman,763746,https://open.spotify.com/track/48XgkAh1fkcZqA2EZWCDX6
146,"A Tu Merced","Bad Bunny",756950,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
147,"Amor A Primera Vista","Los Ángeles Azules",751831,https://open.spotify.com/track/5Myb8S90Wg0yLec5kmrIGJ
148,Desvielados,"Remik Gonzalez",751795,https://open.spotify.com/track/3N1D4VrIeFeZyraFaIOakm
149,"Devuélveme a mi chica","Hombres G",740784,https://open.spotify.com/track/1Wrzhfa5bNlqvsnCztz190
150,Millones,Camilo,735561,https://open.spotify.com/track/3YAnNBdk0uHyakXXzMbNJq
151,"La Forma en Que Me Miras","Super Yei",734985,https://open.spotify.com/track/57Ba26w9eoXx8BBUNgRNLV
152,"HACIENDO QUE ME AMAS","Bad Bunny",728402,https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4
153,"A Mí","Rels B",726125,https://open.spotify.com/track/7MmrcXVA7A5zZ2CbDuGHNa
154,"Vida Ventajosa","Los Dos Carnales",724946,https://open.spotify.com/track/72kaj3MRKcGnv2dbukJQRA
155,"A La Antigüita","Calibre 50",723527,https://open.spotify.com/track/798ahLNEcoFER7Vywg1FMT
156,"Disfruto Lo Malo","Junior H",723258,https://open.spotify.com/track/46DU5gYWY2vjE79mbhX4Wv
157,"Adiós Amor","Christian Nodal",722893,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y
158,"Nace Un Borracho","Christian Nodal",722740,https://open.spotify.com/track/6SnO4yCCYtz2rffMpEAlro
159,"Fan de Tus Fotos","Nicky Jam",722704,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
160,"Ay, DiOs Mío!","KAROL G",721386,https://open.spotify.com/track/1beTDCe7sT7fzm8WIKXicz
161,"Amor en Coma","Manuel Turizo",717884,https://open.spotify.com/track/0kRU83ecI57Iw1kPTeUwK5
162,Suave,"Luis Miguel",716371,https://open.spotify.com/track/4p7XH4NhQ25iGYrrbg93gt
163,"Yo Perreo Sola","Bad Bunny",714897,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
164,"Te Ire A Buscar","Santa Fe Klan",709383,https://open.spotify.com/track/3elpkpwYlmUbuvmVps08lJ
165,Probablemente,"Christian Nodal",706047,https://open.spotify.com/track/4prmUBle7TtAeeUgCnsc3Z
166,"Voy a Amarte","Perdidos De Sinaloa",702423,https://open.spotify.com/track/5SP2ca8eU4WFK2LLdVQvmx
167,"jealousy, jealousy","Olivia Rodrigo",699520,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
168,"En Peligro de Extinción","La Adictiva Banda San José de Mesillas",696153,https://open.spotify.com/track/1Utd9DbmWNHWjEuzItBmRX
169,"1 step forward, 3 steps back","Olivia Rodrigo",694507,https://open.spotify.com/track/4wcBRRpIfesgcyUtis7PEg
170,"Todos Hablan, Nada Saben","Aldo Trujillo",694278,https://open.spotify.com/track/0SIooo95Kba3UwPBRUOcmd
171,"Break My Heart","Dua Lipa",690940,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
172,"Debo Entender","Santa Fe Klan",689469,https://open.spotify.com/track/55mzJ0LftLnef8sxAjrMkU
173,"Por Debajo De La Mesa","Luis Miguel",687647,https://open.spotify.com/track/4FqfHVML025cwjfhAOFbfa
174,"favorite crime","Olivia Rodrigo",687357,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
175,Levitating,"Dua Lipa",687219,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
176,"Life Goes On",BTS,686993,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
177,Prometiste,"Pepe Aguilar",686802,https://open.spotify.com/track/2UypFzxfaYgMUnQX2k4qtj
178,"La Media Vuelta","Luis Miguel",682931,https://open.spotify.com/track/1lKI9y1DL6QnYTZguVmACX
179,"Tengo Todo Excepto a Ti","Luis Miguel",681384,https://open.spotify.com/track/27XboT5Wb8VOn7A0heo3Ei
180,"Simplemente Gracias","Calibre 50",679003,https://open.spotify.com/track/3K6noLeoPTQJ5jUErC8jT5
181,"Hola - Remix",Dalex,676782,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
182,"Tal Vez","Paulo Londra",667789,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
183,"Travesuras - Remix","Nio Garcia",664178,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
184,Locos,"León Larregui",663232,https://open.spotify.com/track/3GSMdtJphymHEsR8K9jT5Q
185,Ignorantes,"Bad Bunny",662795,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
186,"Alguien Más","Andy Rivera",659788,https://open.spotify.com/track/5mROvpdGeu1vSbZhZoay5O
187,Colapso,"Kevin Kaarl",656404,https://open.spotify.com/track/7dT9D6117e5DbhnKxDLNW9
188,"En El Refuego","Grupo Diez 4tro",655760,https://open.spotify.com/track/5a03ZGBn3dqr3H3W3li7FO
189,"Una Vez","Bad Bunny",655570,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
190,"La Escuela No Me Gustó","Adriel Favela",654977,https://open.spotify.com/track/4qArKIA7dnmdushoBlkV94
191,"El Efecto","Rauw Alejandro",648788,https://open.spotify.com/track/4SJHHpKhcuXwDsCsPqshXj
192,"En Realidad","Ángela Aguilar",646809,https://open.spotify.com/track/0yig7Mn3nsz17bRgyeameH
193,Golden,"Harry Styles",646397,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
194,"Te Vi","Piso 21",644202,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
195,Believer,"Imagine Dragons",639378,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
196,"Ojitos de Miel","T3R Elemento",638906,https://open.spotify.com/track/3V1jBnDI3zCn25ONFiqwN8
197,"La Difícil","Bad Bunny",636615,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
198,"Adore You","Harry Styles",634439,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
199,Bonita,Jeeiph,633989,https://open.spotify.com/track/2Q7KYjCv7XaLc0KRGY9m50
200,"Sigues Con El","Dímelo Flow",633680,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
