,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
21,Fiel,"Los Legendarios",2091503,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs
22,Miénteme,TINI,2089932,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
23,"Porte Exuberante","Natanael Cano",1979054,https://open.spotify.com/track/4DdnffqoFr9wDRlCACNmGf
24,2/Catorce,"Rauw Alejandro",1912355,https://open.spotify.com/track/0PwFN7vRvY80Hnkoew2x3f
25,"In Da Getto","J Balvin",1868950,https://open.spotify.com/track/63aj87TQG6F3RVO5nbG2VQ
26,"Cuidando El Territorio","Calibre 50",1835079,https://open.spotify.com/track/64ImcY4fJhY243wr20SR3e
27,"EL MAKINON","KAROL G",1809114,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
28,"Fiel - Remix",Wisin,1752241,https://open.spotify.com/track/43qcs9NpJhDxtG91zxFkj7
29,Hawái,Maluma,1735553,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
30,"Sal y Perrea",Sech,1615712,https://open.spotify.com/track/5u7twkeask1VIyDeNTElSU
31,"El Tóxico","Grupo Firme",1608000,https://open.spotify.com/track/7E9GeFGfjXw9LAI4ay6rsw
32,"Todo Va a Estar Bien","Santa Fe Klan",1601128,https://open.spotify.com/track/3XjRIN9vEt35lm1iStPcgq
33,"Kiss Me More (feat. SZA)","Doja Cat",1565362,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
34,"Debo Entender","Santa Fe Klan",1545231,https://open.spotify.com/track/55mzJ0LftLnef8sxAjrMkU
35,"LA NOCHE DE ANOCHE","Bad Bunny",1522409,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
36,512,Mora,1499901,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2
37,AM,"Nio Garcia",1458616,https://open.spotify.com/track/2dNhNlpZAtV4lwAFW45LIv
38,Saturno,"Pablo Alborán",1435116,https://open.spotify.com/track/2f0Ft2XdvNSMSY5TUlZgEz
39,"Yo Ya No Vuelvo Contigo - En Vivo","Lenin Ramírez",1425364,https://open.spotify.com/track/1s59X35jDULAyOGmBuTAnd
40,telepatía,"Kali Uchis",1395735,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
41,"Ram Pam Pam","Natti Natasha",1391265,https://open.spotify.com/track/4DHDIdeayp8xvlyg22wREO
42,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",1383978,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
43,Bandido,"Myke Towers",1382822,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
44,BICHOTA,"KAROL G",1381676,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
45,"Aquí Abajo","Christian Nodal",1366911,https://open.spotify.com/track/16ONd70tvWAaLIc6hcLzaG
46,"Cabrón y Vago - En Vivo","El Fantasma",1295892,https://open.spotify.com/track/4nbWX2HzrOEnX4xxvYRCyU
47,"200 COPAS","KAROL G",1289028,https://open.spotify.com/track/0aZnyTWJNgdzYoOiaW8HKG
48,"Blinding Lights","The Weeknd",1283642,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
49,"good 4 u","Olivia Rodrigo",1270699,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
50,"Fuentes de Ortiz","Ed Maverick",1248482,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL
51,"Tan Bonita","Piso 21",1242807,https://open.spotify.com/track/6mm3K0yWp6uzfOMuipM9Zh
52,"STAY (with Justin Bieber)","The Kid LAROI",1211874,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
53,Fulanito,"Becky G",1202964,https://open.spotify.com/track/59L8x0xy8njj75vzVCPMqg
54,"Gracias - En Vivo","Grupo Firme",1198461,https://open.spotify.com/track/2XlGKZNMkRKvEJsbwQ6MCl
55,Perfecta,Reik,1185934,https://open.spotify.com/track/6VOb0Kkrd45Bp5RHYSla2J
56,"A La Antigüita","Calibre 50",1179650,https://open.spotify.com/track/798ahLNEcoFER7Vywg1FMT
57,"Ma Vie (feat. Yay)","Kidd Keo",1174828,https://open.spotify.com/track/6UU24wuWgGwuSBAxDH866Z
58,"Grandes Ligas","Lupillo Rivera",1174042,https://open.spotify.com/track/06IceO7e9isF3nX3y7dOTe
59,"Levitating (feat. DaBaby)","Dua Lipa",1172309,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
60,"La Casita","Banda MS de Sergio Lizárraga",1168557,https://open.spotify.com/track/0vtYnEw1eJwW26BrBnOAYJ
61,"Bad Habits","Ed Sheeran",1165964,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
62,"LA CANCIÓN","J Balvin",1157745,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
63,Loco,"Justin Quiles",1151548,https://open.spotify.com/track/6PDlkWmrq2ZKiUuFt2aQsH
64,Ella,"Junior H",1150302,https://open.spotify.com/track/0tKl8ZVM6xJkhznvJAS3Nq
65,Butter,BTS,1141624,https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN
66,"Leave The Door Open","Bruno Mars",1123501,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
67,"Algo Mágico","Rauw Alejandro",1110158,https://open.spotify.com/track/7D93pJcwymzaZx8WgBo2zG
68,"En Tu Perra Vida","Grupo Firme",1102611,https://open.spotify.com/track/0ldT3gl7aGNzrJyd4b1CA4
69,"Que Esta Pasando","Fuerza Regida",1102447,https://open.spotify.com/track/26xQbFpVg8JCT5NKQFJXg8
70,"A Tu Merced","Bad Bunny",1086437,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
71,Amnesia,"La Santa Grifa",1079032,https://open.spotify.com/track/3T0DeQvOtdqd7Yo3t2Ig3N
72,"MONTERO (Call Me By Your Name)","Lil Nas X",1049325,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
73,"Permission to Dance",BTS,1049192,https://open.spotify.com/track/5eXBXreN3d1zdj6Sa8dS0u
74,"Me Rehúso","Danny Ocean",1048339,https://open.spotify.com/track/6ifUES3keWjwXgae8pXI3o
75,"De Los Besos Que Te Di","Christian Nodal",1043379,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97
76,"Ahora Te Puedes Marchar","Luis Miguel",1036035,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E
77,"De Museo","Bad Bunny",1033732,https://open.spotify.com/track/267NGliXM8YLVZiKAD9Otm
78,Tú,"Carin Leon",1021829,https://open.spotify.com/track/1nLs8r6K4YN0avBwUmmTnr
79,"Te Ire A Buscar","Santa Fe Klan",1018082,https://open.spotify.com/track/3elpkpwYlmUbuvmVps08lJ
80,"I WANNA BE YOUR SLAVE",Måneskin,1017910,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
81,Reloj,"Rauw Alejandro",1012532,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
82,PSL,Sech,1012079,https://open.spotify.com/track/6o4Gciys1ZIOQ2kDGnvKdm
83,"TE MUDASTE","Bad Bunny",1004241,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
84,"La Curiosidad","Jay Wheeler",996180,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
85,"Happier Than Ever","Billie Eilish",989191,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
86,"KESI - Remix",Camilo,980599,https://open.spotify.com/track/0IqCoZ168iRc9LqfrYgpZy
87,"Ramito De Violetas","Mi Banda El Mexicano",968790,https://open.spotify.com/track/6sRaqq9SYsSTPvrWkL1sRy
88,"Vámonos a Marte","Kevin Kaarl",966847,https://open.spotify.com/track/2TzkIzgzIHhewMxyh1u4hh
89,"Pa' Olvidarme De Ella","Piso 21",949235,https://open.spotify.com/track/3lR4O0vtkhCAvVEUEWUL0S
90,"No Me Conoce - Remix","Jhay Cortez",940327,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
91,"El Drip","Natanael Cano",934759,https://open.spotify.com/track/5NCBP3ivrIDcHEtzHSW3k0
92,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",917839,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
93,Brillas,"León Larregui",901858,https://open.spotify.com/track/6VuUMo1TusnqBxLTnr3hOI
94,"Hasta Que Me Olvides","Luis Miguel",891681,https://open.spotify.com/track/6vPAmoERUMRoTZaCCSWQ12
95,"Palabra de Hombre","El Fantasma",889511,https://open.spotify.com/track/4CLkDJ4xLqkV4Vt2vPOny1
96,"Bombos y Tarolas","Cartel De Santa",882024,https://open.spotify.com/track/5MyEACD2kRFeh231Z6FkdE
97,Vete,"Bad Bunny",880354,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
98,Callaita,"Bad Bunny",878199,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
99,"El Bélico","El Fantasma",876973,https://open.spotify.com/track/50pkO56KXHoH53sVPRSbZ3
100,"deja vu","Olivia Rodrigo",875783,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
101,"drivers license","Olivia Rodrigo",874416,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
102,"Nicky Jam: Bzrp Music Sessions, Vol. 41",Bizarrap,874199,https://open.spotify.com/track/03LfOYi0icz4souspZVVhq
103,"Don't Start Now","Dua Lipa",863597,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
104,"Dime Cómo Quieres","Christian Nodal",863040,https://open.spotify.com/track/4jcxBTrNvyqMJdMDyyjdYV
105,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",854681,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
106,"Si Estuviésemos Juntos","Bad Bunny",848563,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI
107,"Amor Tumbado","Natanael Cano",846977,https://open.spotify.com/track/5aJ1M43pinROpwaPnO8KRj
108,"La Santa","Bad Bunny",841719,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
109,"2 Veces","Los Plebes del Rancho de Ariel Camacho",840639,https://open.spotify.com/track/4cV6ld7uIs906zOwNscoBM
110,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",840356,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
111,"Si Veo a Tu Mamá","Bad Bunny",837274,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
112,"Una Locura",Ozuna,830506,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
113,Idiota,Morat,822694,https://open.spotify.com/track/0cS0bJ0oBylj3TFtz6x9pC
114,"Por Mi México","Lefty Sm",822487,https://open.spotify.com/track/2sUknbm8xdLQgH7wb8xcTX
115,"Si Te Pudiera Mentir","Calibre 50",820673,https://open.spotify.com/track/3p6eieHX6oEOzJStPtEsLu
116,"Me La Avente","Carin Leon",820632,https://open.spotify.com/track/2QwMXe5zbqymDZGYsMDVqZ
117,"El Envidioso","Los Dos Carnales",817459,https://open.spotify.com/track/53PoPAD389bBE4ePYuT95g
118,"Con Tus Besos","Eslabon Armado",816599,https://open.spotify.com/track/6WYB1odDfMPVMyp1QxFInT
119,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",806370,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK
120,Todavia,"La Factoria",803997,https://open.spotify.com/track/3D5uEBD0cAEGZGUo5j9045
121,MÍA,"Danna Paola",802710,https://open.spotify.com/track/2HWXhViZhTPJa10NgyrRRS
122,traitor,"Olivia Rodrigo",802655,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
123,"El Güero (Feat. Marca MP)","Grupo Firme",799962,https://open.spotify.com/track/2MeEuwplwbbjZ7hxRI6viw
124,"Save Your Tears","The Weeknd",797751,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
125,Toketeo,"Ghetto Kids",797432,https://open.spotify.com/track/0pRgURvgp75RPKjTGQodau
126,"Mente Positiva","Junior H",797344,https://open.spotify.com/track/3WQilym5Vi4ypxb70vx0eY
127,"El Color de Tus Ojos","Banda MS de Sergio Lizárraga",785363,https://open.spotify.com/track/1l77YWrGUp3qX3NS1rz7lq
128,"La Incondicional","Luis Miguel",777286,https://open.spotify.com/track/6F9yAYUaNbUhdlQyt5uZ3b
129,"Se Me Olvidó","Christian Nodal",770376,https://open.spotify.com/track/7paFC3FEu1WtPVP4Do6VZN
130,"La Mitad",Camilo,770174,https://open.spotify.com/track/63Zaf8Rci6eOUPqDQ4fUFx
131,"Me Dediqué a Perderte","Alejandro Fernández",768917,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr
132,"Hasta la Miel Amarga (feat. Grupo Firme)","Luis Angel ""El Flaco""",756663,https://open.spotify.com/track/3D3W7rDsuJIAtjInwh6Moc
133,"No Te Contaron Mal","Christian Nodal",756197,https://open.spotify.com/track/7hbk4BaF66O09R1gq0bKwj
134,Diamantes,"Natanael Cano",754168,https://open.spotify.com/track/0JDrG1g5HXbfgGtRKT0ofH
135,"Chica Ideal","Sebastian Yatra",753713,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
136,"Relación - Remix",Sech,747748,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
137,"Simplemente Gracias","Calibre 50",744690,https://open.spotify.com/track/3K6noLeoPTQJ5jUErC8jT5
138,"Desde Morro","Justin Morales",744078,https://open.spotify.com/track/5u6lAvdS8mmHHTHQlC3TtN
139,"Disfruto Lo Malo","Junior H",732345,https://open.spotify.com/track/46DU5gYWY2vjE79mbhX4Wv
140,"Watermelon Sugar","Harry Styles",730267,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
141,"Devuélveme a mi chica","Hombres G",727847,https://open.spotify.com/track/1Wrzhfa5bNlqvsnCztz190
142,911,Sech,725374,https://open.spotify.com/track/2p2Q23iaaPSEa1tI6TsCVX
143,"A Mí","Rels B",723793,https://open.spotify.com/track/7MmrcXVA7A5zZ2CbDuGHNa
144,"Vida de Rico",Camilo,719911,https://open.spotify.com/track/4nTduFjaTmGysc9WKNuCcs
145,Tusa,"KAROL G",718761,https://open.spotify.com/track/0dKg2vGC1hFqcK5LGTaKzX
146,"Todas Mueren por Mí","Cartel De Santa",714794,https://open.spotify.com/track/3p2KYoBgxUaaoJzXUToM8a
147,Tú,"Los Elegantes de Jerez",712410,https://open.spotify.com/track/5GkeaIeCEfB0LOqk7sIVHQ
148,"CÓMO SE SIENTE - Remix","Jhay Cortez",711535,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC
149,"Don't Go Yet","Camila Cabello",709297,https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad
150,"Música Romántica","Pancho Barraza",706577,https://open.spotify.com/track/0gOwkN1piWLMINfj97SogV
151,Poblado,Crissin,705048,https://open.spotify.com/track/47gSYfwFBbV1BXHfXEq1qs
152,Safaera,"Bad Bunny",704792,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
153,"Lamento Boliviano","Los Enanitos Verdes",700640,https://open.spotify.com/track/6Pur3hWy6Nzc27ilmsp5HA
154,Woman,"Doja Cat",698653,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
155,"Amor A Primera Vista","Los Ángeles Azules",696211,https://open.spotify.com/track/5Myb8S90Wg0yLec5kmrIGJ
156,"Se Amerita","Junior H",695883,https://open.spotify.com/track/3pQYf90V5idOGrXzosm9rt
157,Azul,"J Balvin",684182,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
158,"Me Fije","Alex Rose",683737,https://open.spotify.com/track/6Et5KimMg3IXwD6lJPGmQw
159,"Sexo Virtual","Rauw Alejandro",681810,https://open.spotify.com/track/0giiXonRhODYy4J1iy4Lb3
160,"Adiós Amor","Christian Nodal",681603,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y
161,"Cerrando Ciclos","Banda MS de Sergio Lizárraga",681068,https://open.spotify.com/track/3fBJNawfhtgCmo58trRK2z
162,"¿Quién Te Crees?","MC Davo",679809,https://open.spotify.com/track/2LXOSAYiSrTfIf8smheLaz
163,"Se Te Nota (with Guaynaa)","Lele Pons",675814,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
164,"Fuerte No Soy",Intocable,667302,https://open.spotify.com/track/7A07Yu1dRND3RKDzbhKrDs
165,"Amor Fugaz","Los Del Limit",666996,https://open.spotify.com/track/4O2bxKTnK9En7OPw8kGDDF
166,"Dance Monkey","Tones And I",666501,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
167,"Cada Vez Te Extraño Más","Grupo Firme",660650,https://open.spotify.com/track/70w1mwTod6NgCNV6e7ZlIQ
168,"Belleza De Cantina","Cardenales De Nuevo León",660395,https://open.spotify.com/track/4ZplewvZRLFcfBa5uyBbhd
169,"HACIENDO QUE ME AMAS","Bad Bunny",656112,https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4
170,Dynamite,BTS,656062,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
171,"Tattoo - Remix with Camilo","Rauw Alejandro",654727,https://open.spotify.com/track/4G3PTss3mU33Tau7t4KbwE
172,Desvelado,"Bobby Pulido",652840,https://open.spotify.com/track/2JJSGhPpATm8lXeYjD95fw
173,"Ojitos de Miel","T3R Elemento",651391,https://open.spotify.com/track/3V1jBnDI3zCn25ONFiqwN8
174,Dueles,"Jesse & Joy",650712,https://open.spotify.com/track/1iRvhKiXRElIH2Uf4gd95P
175,Leve,"Cartel De Santa",645929,https://open.spotify.com/track/00jpfco62YfQj1BBYCCuKH
176,"Somos Los Que Somos - En Vivo","Los 2 de la S",640299,https://open.spotify.com/track/1Z04XN4pH2b8JfdiaIEkl5
177,"Ella No Es Tuya - Remix","Rochy RD",639420,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
178,"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",BANDIDO,639115,https://open.spotify.com/track/7COGuXyTr12KvdaYXMqheC
179,"ALMAS GEMELAS","Myke Towers",635927,https://open.spotify.com/track/2KcNrONbZ0hvBPjvrDO2tx
180,"jealousy, jealousy","Olivia Rodrigo",634127,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
181,Éxtasis,"Millonario & W. Corona",633973,https://open.spotify.com/track/4xbMF8jx0msGGgrtJaAuXE
182,"El Amor De Tu Vida","Carin Leon",630317,https://open.spotify.com/track/5HpXH64cSBNu26yhw3vK37
183,"Si Te Vienen a Contar","Cartel De Santa",629727,https://open.spotify.com/track/1qNUhmx3rGjiMRThz7Eruv
184,"La Tóxica",Farruko,629418,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv
185,"Culpable O No - Miénteme Como Siempre","Luis Miguel",627916,https://open.spotify.com/track/7BwxbmYFy0l3ROHDjV2c14
186,happier,"Olivia Rodrigo",626141,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
187,YaMeFui,Bizarrap,624003,https://open.spotify.com/track/42ahuAFlYGjIGBpVdHcLij
188,"Tal Vez","Paulo Londra",622761,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
189,"The Business",Tiësto,621868,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
190,"favorite crime","Olivia Rodrigo",621661,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
191,"Pecado En El Espejo","Los Titanes De Durango",617640,https://open.spotify.com/track/2w9v5V5Dpj4Cy7MWEP6Et9
192,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",Bizarrap,617639,https://open.spotify.com/track/3ke6it1vTmHtz2ApcIVUz5
193,"Una Vaina Loca",Fuego,616616,https://open.spotify.com/track/6YYmoV9YbBefsspGmqFHbs
194,"Ya Me Enteré","Chayín Rubio",615950,https://open.spotify.com/track/4ggabbjjuHrG06SsYnqvEs
195,Prometiste,"Pepe Aguilar",615633,https://open.spotify.com/track/2UypFzxfaYgMUnQX2k4qtj
196,"Una Vez","Bad Bunny",615168,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
197,"La Difícil","Bad Bunny",614073,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
198,"Hasta Abajo","Kevin Roldan",611590,https://open.spotify.com/track/4PEfJZpVjdclfzZ9XO8uDw
199,Colapso,"Kevin Kaarl",609871,https://open.spotify.com/track/7dT9D6117e5DbhnKxDLNW9
200,"Sencillo Soy","Polo Gonzalez",608350,https://open.spotify.com/track/5XWPoQ2lS8qgaf5aeDwBmh
