,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
82,"Me Rehúso","Danny Ocean",967256,https://open.spotify.com/track/6ifUES3keWjwXgae8pXI3o
83,"La Jeepeta - Remix","Nio Garcia",966496,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
84,"El Güero (Feat. Marca MP)","Grupo Firme",958579,https://open.spotify.com/track/2MeEuwplwbbjZ7hxRI6viw
85,"La Santa","Bad Bunny",951122,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
86,Golden,"Harry Styles",941709,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
87,"El Amor de Tu Vida","Carin Leon",938118,https://open.spotify.com/track/2hqvvHxbWNHBnknhTSKaac
88,Safaera,"Bad Bunny",938056,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
89,"Si Veo a Tu Mamá","Bad Bunny",935591,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
90,"Dance Monkey","Tones And I",923727,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
91,Brillas,"León Larregui",915120,https://open.spotify.com/track/6VuUMo1TusnqBxLTnr3hOI
92,"CÓMO SE SIENTE - Remix","Jhay Cortez",910759,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC
93,"Hasta la Miel Amarga (feat. Grupo Firme)","Luis Angel ""El Flaco""",909928,https://open.spotify.com/track/3D3W7rDsuJIAtjInwh6Moc
94,Callaita,"Bad Bunny",909771,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
95,"Ay, DiOs Mío!","KAROL G",909294,https://open.spotify.com/track/1beTDCe7sT7fzm8WIKXicz
96,"Si Estuviésemos Juntos","Bad Bunny",907910,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI
97,Nada,"Cali Y El Dandee",903356,https://open.spotify.com/track/4K8cyoCDovlc4FvtUr2Hfx
98,"Tan Bonita","Piso 21",901497,https://open.spotify.com/track/6mm3K0yWp6uzfOMuipM9Zh
99,"Me Dediqué a Perderte","Alejandro Fernández",886928,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr
100,"Calla Tú","Danna Paola",882296,https://open.spotify.com/track/7jL2tCE0Xn2tunqWayBkte
101,"HACIENDO QUE ME AMAS","Bad Bunny",880560,https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4
102,"El Envidioso","Los Dos Carnales",879382,https://open.spotify.com/track/53PoPAD389bBE4ePYuT95g
103,Dynamite,BTS,878720,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
104,Vete,"Bad Bunny",878381,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
105,"¿Quién Te Crees?","MC Davo",868995,https://open.spotify.com/track/2LXOSAYiSrTfIf8smheLaz
106,"Mi Tío Snoop",Aleman,861099,https://open.spotify.com/track/48XgkAh1fkcZqA2EZWCDX6
107,"EL POETA",Humbe,860782,https://open.spotify.com/track/2fIPEgY8CJ4hh5UDZa2lB9
108,"Gracias - En Vivo","Grupo Firme",860486,https://open.spotify.com/track/2XlGKZNMkRKvEJsbwQ6MCl
109,"Con Tus Besos","Eslabon Armado",854573,https://open.spotify.com/track/6WYB1odDfMPVMyp1QxFInT
110,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,854317,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
111,"El Color de Tus Ojos","Banda MS de Sergio Lizárraga",840519,https://open.spotify.com/track/1l77YWrGUp3qX3NS1rz7lq
112,"Somos Los Que Somos - En Vivo","Los 2 de la S",836044,https://open.spotify.com/track/1Z04XN4pH2b8JfdiaIEkl5
113,"La Incondicional","Luis Miguel",831360,https://open.spotify.com/track/6F9yAYUaNbUhdlQyt5uZ3b
114,"Fuerte No Soy",Intocable,828923,https://open.spotify.com/track/7A07Yu1dRND3RKDzbhKrDs
115,"Tu Veneno","J Balvin",824435,https://open.spotify.com/track/5KFHrrBMyGj5MhVbZMM3ts
116,Jeans,"Justin Quiles",814656,https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW
117,Despeinada,Ozuna,813890,https://open.spotify.com/track/0JAZWvvqttGFm4UMDsPQXC
118,Ella,"Junior H",811382,https://open.spotify.com/track/0tKl8ZVM6xJkhznvJAS3Nq
119,"A Tu Merced","Bad Bunny",798925,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
120,"Heartbreak Anniversary",Giveon,789058,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
121,"Break My Heart","Dua Lipa",787983,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
122,Favorito,Camilo,783658,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q
123,"Fan de Tus Fotos","Nicky Jam",779227,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
124,"Yo Perreo Sola","Bad Bunny",778672,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
125,"Cerrando Ciclos","Banda MS de Sergio Lizárraga",773309,https://open.spotify.com/track/3fBJNawfhtgCmo58trRK2z
126,"Desde Morro","Justin Morales",771843,https://open.spotify.com/track/5u6lAvdS8mmHHTHQlC3TtN
127,"Amor A Primera Vista","Los Ángeles Azules",769078,https://open.spotify.com/track/5Myb8S90Wg0yLec5kmrIGJ
128,"Vámonos a Marte","Kevin Kaarl",767632,https://open.spotify.com/track/2TzkIzgzIHhewMxyh1u4hh
129,Chivirika,"El Villanord",765580,https://open.spotify.com/track/0cGy3K7zTivPgk3iUC91nz
130,"Vida Ventajosa","Los Dos Carnales",763603,https://open.spotify.com/track/72kaj3MRKcGnv2dbukJQRA
131,"Mente Positiva","Junior H",759330,https://open.spotify.com/track/3WQilym5Vi4ypxb70vx0eY
132,"En Realidad","Ángela Aguilar",757202,https://open.spotify.com/track/0yig7Mn3nsz17bRgyeameH
133,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)","Super Yei",745808,https://open.spotify.com/track/5DoLhdU27owX1NMrKLUbUl
134,"Devuélveme a mi chica","Hombres G",745013,https://open.spotify.com/track/1Wrzhfa5bNlqvsnCztz190
135,Ignorantes,"Bad Bunny",744519,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
136,"Por Mi No Te Detengas","Banda MS de Sergio Lizárraga",743827,https://open.spotify.com/track/3mV5TTtHnXUeOzRkyFKsVl
137,Millones,Camilo,740677,https://open.spotify.com/track/3YAnNBdk0uHyakXXzMbNJq
138,"De Cora <3","Rauw Alejandro",740065,https://open.spotify.com/track/22Sh5dlwbERqJAq1fZk5b2
139,"Lamento Boliviano","Los Enanitos Verdes",736208,https://open.spotify.com/track/6Pur3hWy6Nzc27ilmsp5HA
140,"Hola - Remix",Dalex,731186,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
141,"Sigues Con El","Dímelo Flow",729518,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
142,Jangueo,"Alex Rose",729388,https://open.spotify.com/track/1bRpSCFv6P2OUhciByeRYR
143,Todavia,"La Factoria",727719,https://open.spotify.com/track/3D5uEBD0cAEGZGUo5j9045
144,"Ya Me Enteré","Chayín Rubio",725697,https://open.spotify.com/track/4ggabbjjuHrG06SsYnqvEs
145,"Amor en Coma","Manuel Turizo",725476,https://open.spotify.com/track/0kRU83ecI57Iw1kPTeUwK5
146,Desvelado,"Bobby Pulido",717054,https://open.spotify.com/track/2JJSGhPpATm8lXeYjD95fw
147,"Adiós Amor","Christian Nodal",716514,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y
148,"Shy Away","Twenty One Pilots",716142,https://open.spotify.com/track/2z0IupRlVRlDN5r2IVqHyN
149,Tú,"Los Elegantes de Jerez",715454,https://open.spotify.com/track/5GkeaIeCEfB0LOqk7sIVHQ
150,"Todos Hablan, Nada Saben","Aldo Trujillo",710423,https://open.spotify.com/track/0SIooo95Kba3UwPBRUOcmd
151,"Tuyo y Mío",Camilo,710203,https://open.spotify.com/track/4msyEItsAavVb5pZYCuz4n
152,"deja vu","Olivia Rodrigo",707508,https://open.spotify.com/track/61KpQadow081I2AsbeLcsb
153,"En Peligro de Extinción","La Adictiva Banda San José de Mesillas",706829,https://open.spotify.com/track/1Utd9DbmWNHWjEuzItBmRX
154,Prometiste,"Pepe Aguilar",706627,https://open.spotify.com/track/2UypFzxfaYgMUnQX2k4qtj
155,"Adore You","Harry Styles",705123,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
156,"La Difícil","Bad Bunny",703655,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
157,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,703288,https://open.spotify.com/track/78SeXVRJ7KCqVmOwTiFjnI
158,"La Forma en Que Me Miras","Super Yei",702718,https://open.spotify.com/track/57Ba26w9eoXx8BBUNgRNLV
159,"Tal Vez","Paulo Londra",702284,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
160,"El Roto - En Vivo","Grupo Firme",702273,https://open.spotify.com/track/21bfgzz92T3L96IsFn8Kvy
161,"100 Años","Carlos Rivera",697347,https://open.spotify.com/track/33Va5mHYSweB26k0OsZAdu
162,"Amor Tumbado","Natanael Cano",696250,https://open.spotify.com/track/5aJ1M43pinROpwaPnO8KRj
163,"Te Vi","Piso 21",695550,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
164,"Voy a Amarte","Perdidos De Sinaloa",689317,https://open.spotify.com/track/5SP2ca8eU4WFK2LLdVQvmx
165,"Cada Vez Te Extraño Más","Grupo Firme",688883,https://open.spotify.com/track/70w1mwTod6NgCNV6e7ZlIQ
166,"Mala Fama","Danna Paola",683537,https://open.spotify.com/track/2D9itdl85AQVNpTfrxvUGj
167,"La Escuela No Me Gustó","Adriel Favela",683227,https://open.spotify.com/track/4qArKIA7dnmdushoBlkV94
168,"A Mí","Rels B",682351,https://open.spotify.com/track/7MmrcXVA7A5zZ2CbDuGHNa
169,"El Efecto","Rauw Alejandro",679061,https://open.spotify.com/track/4SJHHpKhcuXwDsCsPqshXj
170,"Te Apuesto - En vivo","Marca MP",674986,https://open.spotify.com/track/7wnO6pBzcWWT8zT4vFx7hM
171,Probablemente,"Christian Nodal",670411,https://open.spotify.com/track/4prmUBle7TtAeeUgCnsc3Z
172,"Culpable O No - Miénteme Como Siempre","Luis Miguel",662100,https://open.spotify.com/track/7BwxbmYFy0l3ROHDjV2c14
173,"Nace Un Borracho","Christian Nodal",659313,https://open.spotify.com/track/6SnO4yCCYtz2rffMpEAlro
174,Believer,"Imagine Dragons",658491,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
175,"Quiéreme Mientras Se Pueda","Manuel Turizo",657273,https://open.spotify.com/track/1WH3iquIQXnSPwUzlROT8R
176,"Belleza De Cantina","Cardenales De Nuevo León",656098,https://open.spotify.com/track/4ZplewvZRLFcfBa5uyBbhd
177,"Una Vez","Bad Bunny",654420,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
178,Polvo,"Nicky Jam",653753,https://open.spotify.com/track/68mrW6gXHgupgSiDHgaDi5
179,Rojo,"J Balvin",651997,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
180,"Simplemente Gracias","Calibre 50",649066,https://open.spotify.com/track/3K6noLeoPTQJ5jUErC8jT5
181,Aloha,Maluma,643980,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
182,"Another One Bites The Dust - Remastered 2011",Queen,642052,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
183,"Tú Me Dejaste De Querer","C. Tangana",640950,https://open.spotify.com/track/5ddFjrPG8NgQQ6xlOQIVd2
184,"Every Breath You Take","The Police",639357,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
185,"El Paciente","Alfredo Olivas",639078,https://open.spotify.com/track/2Nk3gXgekore0lfB7PCnub
186,"Ride It",Regard,635703,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
187,Chachachá,"Jósean Log",633638,https://open.spotify.com/track/6aommJFM8i3iT4inKuDSXh
188,"Prisoner (feat. Dua Lipa)","Miley Cyrus",632079,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
189,"Lost on You",LP,628647,https://open.spotify.com/track/3SqvR3HYLlCTYzbDXJ52OC
190,Locos,"León Larregui",624640,https://open.spotify.com/track/3GSMdtJphymHEsR8K9jT5Q
191,"Vete Ya","Valentín Elizalde",624371,https://open.spotify.com/track/3gqgSM82j6NMAj4Jllr06T
192,Streets,"Doja Cat",621643,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
193,"Los No Tan Tristes","Nanpa Básico",621296,https://open.spotify.com/track/4soIDKXJbxGnSMmADYnANT
194,"El Amor No Fue Pa´ Mí - En Vivo","Grupo Firme",619154,https://open.spotify.com/track/3dkEwOKhFselY2m22Nj2vi
195,"Disfruto Lo Malo","Junior H",619121,https://open.spotify.com/track/7LH2UUuyMHt7035PLZQ8wx
196,"EL BARCO","KAROL G",618682,https://open.spotify.com/track/0MT6qJd7wKlWjH7tP7oWHi
197,"Hasta Que Me Olvides","Luis Miguel",614876,https://open.spotify.com/track/6vPAmoERUMRoTZaCCSWQ12
198,"La Curiosidad (feat. Dj Nelson, Jhay Cortez, Lunay & Kendo Kaponi) - Blue Grand Prix Remix","Jay Wheeler",613236,https://open.spotify.com/track/7LE1K0lZyRFZjSlrnm7lfD
199,"Amargo Adiós",Inspector,611414,https://open.spotify.com/track/0zCOT028cU3DeCqN1G18wE
200,"No Bailes Sola","Danna Paola",611297,https://open.spotify.com/track/411nmd0QMzty1UjCWSo3rc
