,Position,Track_Name_Orig,Artist,Streams,URL,track_id,date_initial,date_fin,track_name,track_release_date,explicit,track_popularity,album_name,artist_id,artist_name,artist_followers,artist_popularity,collaboration_artists_names
21,22,512,Mora,1912484,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2,5jzEwSyyymBlf1fa1o39T2,2021-06-11,2021-06-18,512,2021-02-05,True,84,Primer Dia de Clases,0Q8NcsJwoCbZOHHW63su5S,Mora,180798,81,"Mora,Jhay Cortez"
22,23,Hawái,Maluma,1881223,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp,1yoMvmasuxZfqHEipJhRbp,2021-06-11,2021-06-18,Hawái,2020-08-21,False,79,PAPI JUANCHO,1r4hJ1h58CWwUQe3MxPuau,Maluma,27710416,89,Maluma
23,24,Algo Mágico,Rauw Alejandro,1868651,https://open.spotify.com/track/7D93pJcwymzaZx8WgBo2zG,7D93pJcwymzaZx8WgBo2zG,2021-06-11,2021-06-18,Algo Mágico,2020-11-13,False,68,Afrodisíaco,1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,7057220,93,Rauw Alejandro
24,25,MONTERO (Call Me By Your Name),Lil Nas X,1837319,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd,67BtfxlNbhBmCDR2L2l8qd,2021-06-11,2021-06-18,MONTERO (Call Me By Your Name),2021-03-31,True,92,MONTERO (Call Me By Your Name),7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,6710470,94,Lil Nas X
25,26,BICHOTA,KAROL G,1792786,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq,1WvrDdouh6C51In1SdATbq,2021-06-11,2021-06-18,BICHOTA,2021-03-26,True,72,KG0516,790FomKkXshlbRYZFtlgla,KAROL G,18932857,88,KAROL G
26,27,Saturno,Pablo Alborán,1781560,https://open.spotify.com/track/2f0Ft2XdvNSMSY5TUlZgEz,2f0Ft2XdvNSMSY5TUlZgEz,2021-06-11,2021-06-18,Saturno,2017-06-01,False,79,Prometo,5M9Bb4adKAgrOFOhc05Y50,Pablo Alborán,3877363,77,Pablo Alborán
27,28,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,1759986,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy,37BZB0z9T8Xu7U3e65qxFy,2021-06-11,2021-06-18,Save Your Tears (with Ariana Grande) (Remix),2021-04-23,False,91,Save Your Tears (Remix),1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,37237228,94,"The Weeknd,Ariana Grande"
28,29,Levitating (feat. DaBaby),Dua Lipa,1759263,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF,5nujrmhLynf4yMoMtj8AQF,2021-06-11,2021-06-18,Levitating (feat. DaBaby),2020-03-27,False,87,Future Nostalgia,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,28691377,92,"Dua Lipa,DaBaby"
29,30,Baila Conmigo (with Rauw Alejandro),Selena Gomez,1757672,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h,079Ey5uxL04AKPQgVQwx5h,2021-06-11,2021-06-18,Baila Conmigo (with Rauw Alejandro),2021-03-12,False,81,Revelación - EP,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,30247203,85,"Selena Gomez,Rauw Alejandro"
30,31,Ram Pam Pam,Natti Natasha,1673334,https://open.spotify.com/track/4DHDIdeayp8xvlyg22wREO,4DHDIdeayp8xvlyg22wREO,2021-06-11,2021-06-18,Ram Pam Pam,2021-04-20,True,82,Ram Pam Pam,1GDbiv3spRmZ1XdM1jQbT7,Natti Natasha,6644494,81,"Natti Natasha,Becky G"
31,32,El Tóxico,Grupo Firme,1653602,https://open.spotify.com/track/7E9GeFGfjXw9LAI4ay6rsw,7E9GeFGfjXw9LAI4ay6rsw,2021-06-11,2021-06-18,El Tóxico,2020-10-27,False,81,El Tóxico,1dKdetem2xEmjgvyymzytS,Grupo Firme,3292040,85,"Grupo Firme,Carin Leon"
32,33,Tan Bonita,Piso 21,1636908,https://open.spotify.com/track/6mm3K0yWp6uzfOMuipM9Zh,6mm3K0yWp6uzfOMuipM9Zh,2021-06-11,2021-06-18,Tan Bonita,2021-03-18,False,78,El Amor En Los Tiempos Del Perreo,4bw2Am3p9ji3mYsXNXtQcd,Piso 21,7405060,78,Piso 21
33,34,Leave The Door Open,Bruno Mars,1609615,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh,7MAibcTli4IisCtbHKrGMh,2021-06-11,2021-06-18,Leave The Door Open,2021-03-05,False,89,Leave The Door Open,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,34269451,90,"Bruno Mars,Anderson .Paak,Silk Sonic"
34,35,Grandes Ligas,Lupillo Rivera,1592299,https://open.spotify.com/track/06IceO7e9isF3nX3y7dOTe,06IceO7e9isF3nX3y7dOTe,2021-06-11,2021-06-18,Grandes Ligas,2021-05-14,True,74,Grandes Ligas,341CfLcUdaBGixB8IJjYwW,Lupillo Rivera,733669,64,"Lupillo Rivera,Aleman,Santa Fe Klan,Snoop Dogg,B-Real"
35,36,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,1579774,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI,4iJyoBOLtHqaGxP12qzhQI,2021-06-11,2021-06-18,Peaches (feat. Daniel Caesar & Giveon),2021-03-19,True,92,Justice,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,51197902,96,"Justin Bieber,Daniel Caesar,Giveon"
36,37,Aquí Abajo,Christian Nodal,1567577,https://open.spotify.com/track/16ONd70tvWAaLIc6hcLzaG,16ONd70tvWAaLIc6hcLzaG,2021-06-11,2021-06-18,Aquí Abajo,2020-09-11,False,73,AYAYAY! (Deluxe),0XwVARXT135rw8lyw1EeWP,Christian Nodal,8764927,84,Christian Nodal
37,38,Sal y Perrea,Sech,1554623,https://open.spotify.com/track/5u7twkeask1VIyDeNTElSU,5u7twkeask1VIyDeNTElSU,2021-06-11,2021-06-18,Sal y Perrea,2021-04-15,False,83,42,77ziqFxp5gaInVrF2lj4ht,Sech,9225863,89,Sech
38,39,deja vu,Olivia Rodrigo,1487590,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr,6HU7h9RYOaPRFeh0R3UeAr,2021-06-11,2021-06-18,deja vu,2021-05-21,True,90,SOUR,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,8796291,92,Olivia Rodrigo
39,40,TE MUDASTE,Bad Bunny,1480232,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY,5RubKOuDoPn5Kj5TLVxSxY,2021-06-11,2021-06-18,TE MUDASTE,2020-11-27,True,81,EL ÚLTIMO TOUR DEL MUNDO,4q3ewBCX7sLwd24euuV69X,Bad Bunny,38230693,97,Bad Bunny
40,41,Cabrón y Vago - En Vivo,El Fantasma,1468404,https://open.spotify.com/track/4nbWX2HzrOEnX4xxvYRCyU,4nbWX2HzrOEnX4xxvYRCyU,2021-06-11,2021-06-18,Cabrón y Vago - En Vivo,2020-07-31,False,77,"Puerta Abierta, Vol. 1 (En Vivo)",0my6Pg4I28dVcZLSpAkqhv,El Fantasma,3223526,78,"El Fantasma,Los Dos Carnales"
41,42,Blinding Lights,The Weeknd,1465033,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0VjIjW4GlUZAMYd2vXMi3b,2021-06-11,2021-06-18,Blinding Lights,2020-03-20,False,91,After Hours,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,37237228,94,The Weeknd
42,43,Ella,Junior H,1443476,https://open.spotify.com/track/0tKl8ZVM6xJkhznvJAS3Nq,0tKl8ZVM6xJkhznvJAS3Nq,2021-06-11,2021-06-18,Ella,2019-10-31,False,77,Corridos Tumbados,7Gi6gjaWy3DxyilpF1a8Is,Junior H,1455186,80,Junior H
43,44,2 Veces,Los Plebes del Rancho de Ariel Camacho,1430449,https://open.spotify.com/track/4cV6ld7uIs906zOwNscoBM,4cV6ld7uIs906zOwNscoBM,2021-06-11,2021-06-18,2 Veces,2021-05-21,False,65,Recordando A Una Leyenda,6cnl6Jz97730GUS8zEAK77,Los Plebes del Rancho de Ariel Camacho,3302160,70,"Los Plebes del Rancho de Ariel Camacho,Christian Nodal"
44,45,Yo Ya No Vuelvo Contigo - En Vivo,Lenin Ramírez,1424766,https://open.spotify.com/track/1s59X35jDULAyOGmBuTAnd,1s59X35jDULAyOGmBuTAnd,2021-06-11,2021-06-18,Yo Ya No Vuelvo Contigo - En Vivo,2019-11-01,True,79,Yo Ya No Vuelvo Contigo (En Vivo),3hTffafUYLLgO4yuPAxb5U,Lenin Ramírez,1470039,71,"Lenin Ramírez,Grupo Firme"
45,46,LA CANCIÓN,J Balvin,1342080,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,0fea68AdmYNygeTGI4RC18,2021-06-11,2021-06-18,LA CANCIÓN,2019-06-28,False,83,OASIS,1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,30103784,95,"J Balvin,Bad Bunny"
46,47,Más De La Una,Piso 21,1339345,https://open.spotify.com/track/00szcRmgqJGtqrfIUYkM1h,00szcRmgqJGtqrfIUYkM1h,2021-06-11,2021-06-18,Más De La Una,2021-03-18,True,64,El Amor En Los Tiempos Del Perreo,4bw2Am3p9ji3mYsXNXtQcd,Piso 21,7405060,78,"Piso 21,Maluma"
47,48,Fuentes de Ortiz,Ed Maverick,1320147,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL,0akyEssGRVHstqCSWXusJL,2021-06-11,2021-06-18,Fuentes de Ortiz,2018-03-02,True,79,mix pa llorar en tu cuarto,3JSSjGYcIkgsrz7892CelT,Ed Maverick,1342146,73,Ed Maverick
48,49,La Casita,Banda MS de Sergio Lizárraga,1300787,https://open.spotify.com/track/0vtYnEw1eJwW26BrBnOAYJ,0vtYnEw1eJwW26BrBnOAYJ,2021-06-11,2021-06-18,La Casita,2020-08-14,False,78,El Trabajo Es La Suerte,2C6i0I5RiGzDKN9IAF8reh,Banda MS de Sergio Lizárraga,12682745,82,Banda MS de Sergio Lizárraga
49,50,Pa' Olvidarme De Ella,Piso 21,1253093,https://open.spotify.com/track/3lR4O0vtkhCAvVEUEWUL0S,3lR4O0vtkhCAvVEUEWUL0S,2021-06-11,2021-06-18,Pa' Olvidarme De Ella,2021-03-18,True,70,El Amor En Los Tiempos Del Perreo,4bw2Am3p9ji3mYsXNXtQcd,Piso 21,7405060,78,"Piso 21,Christian Nodal"
50,51,Perfecta,Reik,1251902,https://open.spotify.com/track/6VOb0Kkrd45Bp5RHYSla2J,6VOb0Kkrd45Bp5RHYSla2J,2021-06-11,2021-06-18,Perfecta,2021-05-27,False,80,Perfecta,0vR2qb8m9WHeZ5ByCbimq2,Reik,6370777,82,"Reik,Maluma"
51,52,Que Esta Pasando,Fuerza Regida,1216102,https://open.spotify.com/track/26xQbFpVg8JCT5NKQFJXg8,26xQbFpVg8JCT5NKQFJXg8,2021-06-11,2021-06-18,Que Esta Pasando,2021-04-30,False,75,Que Esta Pasando,0ys2OFYzWYB5hRDLCsBqxt,Fuerza Regida,1174476,72,"Fuerza Regida,Calle 24"
52,53,La Curiosidad,Jay Wheeler,1209924,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz,4HYDUMY0xSpeBr0AMY9cUz,2021-06-11,2021-06-18,La Curiosidad,2020-06-12,False,84,Platonicos,2cPqdH7XMvwaBJEVjheH8g,Jay Wheeler,1925695,82,"Jay Wheeler,DJ Nelson,Myke Towers"
53,54,Ma Vie (feat. Yay),Kidd Keo,1187603,https://open.spotify.com/track/6UU24wuWgGwuSBAxDH866Z,6UU24wuWgGwuSBAxDH866Z,2021-06-11,2021-06-18,Ma Vie (feat. Yay),2020-06-12,True,77,Rockport Espacial,0VZrPa7mWAYXH4CwmYk8Km,Kidd Keo,1800509,72,"Kidd Keo,Yay"
54,55,Ahora Te Puedes Marchar,Luis Miguel,1171827,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E,1uKjQoh8JZj9ryuYRhpd7E,2021-06-11,2021-06-18,Ahora Te Puedes Marchar,1987-07-15,False,77,Soy Como Quiero Ser,2nszmSgqreHSdJA3zWPyrW,Luis Miguel,7971784,83,Luis Miguel
55,56,Me Rehúso,Danny Ocean,1151963,https://open.spotify.com/track/6ifUES3keWjwXgae8pXI3o,6ifUES3keWjwXgae8pXI3o,2021-06-11,2021-06-18,Me Rehúso,2019-03-22,False,75,54+1,5H1nN1SzW0qNeUEZvuXjAj,Danny Ocean,3307896,78,Danny Ocean
56,57,drivers license,Olivia Rodrigo,1148324,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH,5wANPM4fQCJwkGd4rN57mH,2021-06-11,2021-06-18,drivers license,2021-05-21,True,90,SOUR,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,8796291,92,Olivia Rodrigo
57,58,Hasta Que Me Olvides,Luis Miguel,1147627,https://open.spotify.com/track/6vPAmoERUMRoTZaCCSWQ12,6vPAmoERUMRoTZaCCSWQ12,2021-06-11,2021-06-18,Hasta Que Me Olvides,1993,False,75,Aries,2nszmSgqreHSdJA3zWPyrW,Luis Miguel,7971784,83,Luis Miguel
58,59,UN DIA (ONE DAY) (Feat. Tainy),J Balvin,1131530,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e,0EhpEsp4L0oRGM0vmeaN5e,2021-06-11,2021-06-18,UN DIA (ONE DAY) (Feat. Tainy),2020-07-24,False,80,UN DIA (ONE DAY) (Feat. Tainy),1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,30103784,95,"J Balvin,Dua Lipa,Bad Bunny,Tainy"
59,60,Mi Niña,Wisin,1113180,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi,2bgcUk2A3jjKbCJ7KPquTi,2021-06-11,2021-06-18,Mi Niña,2020-09-23,False,77,Mi Niña,3E6xrwgnVfYCrCs0ePERDz,Wisin,7100538,83,"Wisin,Myke Towers,Los Legendarios"
60,61,Idiota,Morat,1110755,https://open.spotify.com/track/35nO174gX5eCh9mPWvUe3s,35nO174gX5eCh9mPWvUe3s,2021-06-11,2021-06-18,Idiota,2021-06-03,False,73,Idiota,5C4PDR4LnhZTbVnKWXuDKD,Morat,4688386,80,"Morat,Danna Paola"
61,62,Ella No Es Tuya - Remix,Rochy RD,1081239,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y,5YYW3yRktprLRr47WK219Y,2021-06-11,2021-06-18,Ella No Es Tuya - Remix,2021-02-03,False,79,Ella No Es Tuya (Remix),4riOEaOW5hCeqomFDBk0aP,Rochy RD,378150,71,"Rochy RD,Myke Towers,Nicki Nicole"
62,63,Gracias - En Vivo,Grupo Firme,1076373,https://open.spotify.com/track/2XlGKZNMkRKvEJsbwQ6MCl,2XlGKZNMkRKvEJsbwQ6MCl,2021-06-11,2021-06-18,Gracias - En Vivo,2020-10-09,False,78,Gracias (En Vivo),1dKdetem2xEmjgvyymzytS,Grupo Firme,3292040,85,"Grupo Firme,Grupo Codiciado"
63,64,Dime Cómo Quieres,Christian Nodal,1065432,https://open.spotify.com/track/4jcxBTrNvyqMJdMDyyjdYV,4jcxBTrNvyqMJdMDyyjdYV,2021-06-11,2021-06-18,Dime Cómo Quieres,2020-11-13,False,75,AYAYAY! (Súper Deluxe),0XwVARXT135rw8lyw1EeWP,Christian Nodal,8764927,84,"Christian Nodal,Ángela Aguilar"
64,65,Hasta Abajo,Kevin Roldan,1064929,https://open.spotify.com/track/4PEfJZpVjdclfzZ9XO8uDw,4PEfJZpVjdclfzZ9XO8uDw,2021-06-11,2021-06-18,Hasta Abajo,2019-10-04,False,75,KrING,1RBzGO6Nm3uyhUSxP7EDWO,Kevin Roldan,4160547,73,"Kevin Roldan,Bryant Myers,Lyanno"
65,66,Save Your Tears,The Weeknd,1046842,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g,5QO79kh1waicV47BqGRL3g,2021-06-11,2021-06-18,Save Your Tears,2020-03-20,True,87,After Hours,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,37237228,94,The Weeknd
66,67,Build a Bitch,Bella Poarch,1037124,https://open.spotify.com/track/7BoobGhD4x5K96Me0hqC8Q,7BoobGhD4x5K96Me0hqC8Q,2021-06-11,2021-06-18,Build a Bitch,2021-05-14,True,84,Build a Bitch,26cMerAxjx9GedFt0lMDjm,Bella Poarch,565924,75,Bella Poarch
67,68,Parce (feat. Justin Quiles),Maluma,1030799,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ,4RJz8NfIe09gpKMiRUWKhJ,2021-06-11,2021-06-18,Parce (feat. Justin Quiles),2020-08-21,False,76,PAPI JUANCHO,1r4hJ1h58CWwUQe3MxPuau,Maluma,27710416,89,"Maluma,Lenny Tavárez,Justin Quiles"
68,69,Una Locura,Ozuna,1028684,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU,5y7DaS3jAc9eZzcSOoUIwU,2021-06-11,2021-06-18,Una Locura,2020-09-04,False,80,Enoc,1i8SpTcr7yvPOmcqrbnVXY,Ozuna,29845771,89,"Ozuna,J Balvin,Chencho Corleone"
69,70,De Los Besos Que Te Di,Christian Nodal,1026171,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97,1qfoq1qvZT7VwDVeekCJ97,2021-06-11,2021-06-18,De Los Besos Que Te Di,2019-05-10,False,73,Ahora,0XwVARXT135rw8lyw1EeWP,Christian Nodal,8764927,84,Christian Nodal
70,71,Hecha Pa' Mi,Boza,1022354,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx,3VvA1wSxukMLsvXoXtlwWx,2021-06-11,2021-06-18,Hecha Pa' Mi,2020-07-31,False,81,Más Negro Que Rojo,2NfSBtmWe7oPw1EmetJVso,Boza,323054,74,Boza
71,72,Si Nos Dejan,Christian Nodal,1021004,https://open.spotify.com/track/77OLLnRUGQtf0HH626f0Vj,77OLLnRUGQtf0HH626f0Vj,2021-06-11,2021-06-18,Si Nos Dejan,2021-06-02,False,66,Si Nos Dejan,0XwVARXT135rw8lyw1EeWP,Christian Nodal,8764927,84,"Christian Nodal,Belinda"
72,73,Debo Entender,Santa Fe Klan,1016818,https://open.spotify.com/track/55mzJ0LftLnef8sxAjrMkU,55mzJ0LftLnef8sxAjrMkU,2021-06-11,2021-06-18,Debo Entender,2019-12-12,False,78,Debo Entender,4tm8CEdm4pkQsEh4jIr9Yp,Santa Fe Klan,2617764,82,"Santa Fe Klan,Neto Peña,Yoss Bones"
73,74,Don't Start Now,Dua Lipa,1009852,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,3PfIrDoz19wz7qK7tYeu62,2021-06-11,2021-06-18,Don't Start Now,2020-03-27,False,82,Future Nostalgia,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,28691377,92,Dua Lipa
74,75,La Nota,Manuel Turizo,1005842,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa,5VzNsUnLmYcRfRfxpQsusa,2021-06-11,2021-06-18,La Nota,2021-04-09,False,69,Dopamina,0tmwSHipWxN12fsoLcFU3B,Manuel Turizo,8257054,81,"Manuel Turizo,Rauw Alejandro,Myke Towers"
75,76,No Me Conoce - Remix,Jhay Cortez,999023,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,4R8BJggjosTswLxtkw8V7P,2021-06-11,2021-06-18,No Me Conoce - Remix,2019-05-24,False,78,Famouz,0EFisYRi20PTADoJrifHrz,Jhay Cortez,2719270,89,"Jhay Cortez,J Balvin,Bad Bunny"
76,77,Ramito De Violetas,Mi Banda El Mexicano,994491,https://open.spotify.com/track/6sRaqq9SYsSTPvrWkL1sRy,6sRaqq9SYsSTPvrWkL1sRy,2021-06-11,2021-06-18,Ramito De Violetas,2020-04-17,False,73,Mi Mexico Querido,0OhiQFSqbnnmB52NWEpsO5,Mi Banda El Mexicano,377641,66,Mi Banda El Mexicano
77,78,Jueves 10,Junior H,986849,https://open.spotify.com/track/7KoyXL9zghiNpXkb5iVDyj,7KoyXL9zghiNpXkb5iVDyj,2021-06-11,2021-06-18,Jueves 10,2020-03-27,True,70,Atrapado en un Sueño,7Gi6gjaWy3DxyilpF1a8Is,Junior H,1455186,80,Junior H
